TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024cjt,12:01:13.465,+43:34:18.03,2024-02-12 11:36:42.998,2024-02-13,19.5303,ABMag,g - ZTF,3.244,Galaxy,SDSS J120113.66+433415.5,['SDSS J120113.66+433415.5' '180.307' '43.571' '3.244' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,Yes
2024cja,10:28:13.394,-21:00:01.83,2024-02-12 08:01:51.997,2024-02-13,19.1631,ABMag,r - ZTF,3.276,Galaxy,LEDA  834033,['LEDA  834033' '157.055' '-21.0' '3.276' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,No
2024cjm,11:36:07.942,+55:50:15.62,2024-02-12 11:42:13.997,2024-02-13,19.4362,ABMag,g - ZTF,3.639,Galaxy,2MASX J11360782+5550117,['2MASX J11360782+5550117' '174.033' '55.837' '3.639' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,Yes
2024ckt,13:15:41.155,+69:35:31.06,2024-02-11 13:18:27.072,2024-02-13,19.252,ABMag,cyan - ATLAS,3.688,Galaxy,2MASX J13154054+6935311,['2MASX J13154054+6935311' '198.919' '69.592' '3.688' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,No
2024ciw,13:14:29.859,-20:59:40.60,2024-02-12 12:01:50.998,2024-02-13,18.6889,ABMag,g - ZTF,3.706,Galaxy,2MASX J13142988-2059377,['2MASX J13142988-2059377' '198.625' '-20.994' '3.706' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,No
2024chw,09:42:53.553,-08:08:35.60,2024-02-01 06:30:14.400,2024-02-13,20.23,ABMag,g - ZTF,4.04,Galaxy,LEDA 1007680,['LEDA 1007680' '145.724' '-8.144' '4.04' 'inf' 'Galaxy' 'G'],,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024cim,04:33:15.957,+76:34:04.55,2024-02-12 04:20:38.400,2024-02-13,19.85,ABMag,g - ZTF,5.753,Galaxy,UGC  3057,['UGC  3057' '68.311' '76.567' '5.753' '1.728' 'Galaxy' 'G'],,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024cie,11:12:24.051,+08:15:05.58,2024-02-12 08:28:19.200,2024-02-13,19.63,ABMag,r - ZTF,5.807,Galaxy,2MASX J11122371+0815046,['2MASX J11122371+0815046' '168.099' '8.251' '5.807' 'inf' 'Galaxy' 'G'],,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024cji,13:37:07.091,+10:24:23.17,2024-02-12 12:57:19.999,2024-02-13,20.1192,ABMag,g - ZTF,6.612,GtowardsCl,SDSS J133707.52+102420.9,"['SDSS J133707.52+102420.9' '204.281' '10.406' '6.612' 'inf' 'GtowardsCl'
 'GiC']",,,,,,,F. Forster,Yes
2024cjk,09:05:12.886,+50:30:21.57,2024-02-12 06:50:01.000,2024-02-13,19.9996,ABMag,g - ZTF,6.77,Galaxy,Gaia DR3 1016221564683891456,"['Gaia DR3 1016221564683891456' '136.301' '50.507' '6.77' 'inf' 'Galaxy'
 'G']",,,,,,,F. Forster,No
2024cjn,10:27:20.578,+18:01:56.68,2024-02-12 08:34:38.004,2024-02-13,20.0732,ABMag,r - ZTF,7.047,Galaxy,SDSSCGB 42146.4,['SDSSCGB 42146.4' '156.835' '18.031' '7.047' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,No
2024cid,11:50:34.351,+51:45:09.64,2024-02-11 11:57:12.384,2024-02-13,18.926,ABMag,cyan - ATLAS,7.164,Galaxy,LEDA  213888,['LEDA  213888' '177.64' '51.752' '7.164' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,Yes
2024ciu,19:01:54.341,+28:20:06.29,2024-02-12 12:46:07.003,2024-02-13,18.9851,ABMag,g - ZTF,9.899,Galaxy,LEDA 1832825,['LEDA 1832825' '285.477' '28.332' '9.899' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,No
