TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024ocw,14:26:13.261,+18:28:02.80,2024-05-08 11:25:10.848,2024-07-08,21.78,ABMag,w - P1,0.058,QSO,SDSS J142613.25+182802.7,['SDSS J142613.25+182802.7' '216.555' '18.467' '0.058' 'inf' 'QSO' 'QSO'],K. C. Chambers,Yes
2024ojg,14:52:20.721,+12:13:27.93,2024-06-08 06:41:18.816,2024-07-08,20.33,ABMag,w - P1,0.361,Galaxy,SDSS J145220.70+121328.1,['SDSS J145220.70+121328.1' '223.086' '12.224' '0.361' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024oak,12:42:49.078,-02:06:41.60,2024-07-06 06:51:59.904,2024-07-08,20,ABMag,r - P1,0.518,Galaxy,2dFGRS TGN186Z187,['2dFGRS TGN186Z187' '190.705' '-2.112' '0.518' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz),No
2024oae,03:09:47.518,-39:31:10.88,2024-06-26 03:58:57.216,2024-07-08,18.263,ABMag,orange - ATLAS,0.783,Galaxy,2MASX J03094761-3931106,['2MASX J03094761-3931106' '47.448' '-39.52' '0.783' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024ogb,15:10:15.654,+03:31:55.00,2024-06-01 08:22:37.920,2024-07-08,20.31,ABMag,w - P1,0.929,Galaxy,SDSSCGB 4212.1,['SDSSCGB 4212.1' '227.565' '3.532' '0.929' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024ogc,15:06:41.655,+01:28:53.59,2024-06-01 08:06:20.736,2024-07-08,20.11,ABMag,w - P1,1.014,Galaxy,[CMI2006b] N5846-f02-0117,['[CMI2006b] N5846-f02-0117' '226.673' '1.481' '1.014' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024ohr,16:24:09.921,+41:35:37.33,2024-06-28 05:49:01.000,2024-07-08,20.396,ABMag,g - ZTF,1.026,Galaxy,2MASX J16240991+4135368,['2MASX J16240991+4135368' '246.042' '41.593' '1.026' 'inf' 'Galaxy' 'G'],I. Pérez-Fournon,Yes
2024oma,22:16:34.705,-03:36:57.68,2024-06-18 13:19:56.064,2024-07-08,20.86,ABMag,w - P1,1.322,Galaxy,LEDA 1068967,['LEDA 1068967' '334.145' '-3.616' '1.322' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024oaq,10:05:43.098,-01:59:16.81,2024-05-01 06:23:30.048,2024-07-08,20.87,ABMag,w - P1,1.415,Galaxy,2dFGRS TGN217Z203,['2dFGRS TGN217Z203' '151.43' '-1.988' '1.415' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024ons,15:34:11.399,+22:48:56.52,2024-06-29 09:19:15.168,2024-07-08,20.31,ABMag,w - P1,1.608,Galaxy,SDSS J153411.29+224857.5,['SDSS J153411.29+224857.5' '233.547' '22.816' '1.608' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024oah,00:30:45.590,+17:17:03.92,2024-07-06 13:54:33.984,2024-07-08,20.15,ABMag,r - P1,1.651,Galaxy,Gaia DR3 2793061767105462912,['Gaia DR3 2793061767105462912' '7.69' '17.284' '1.651' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz),No
2024ocf,14:14:23.730,+00:20:39.88,2024-05-04 09:34:43.104,2024-07-08,20.97,ABMag,w - P1,1.87,Galaxy,SDSS J141423.83+002038.9,['SDSS J141423.83+002038.9' '213.599' '0.344' '1.87' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024ooc,22:39:59.458,-01:33:50.16,2024-07-01 12:26:43.584,2024-07-08,20.08,ABMag,w - P1,2.076,Galaxy,2MASX J22395934-0133516,['2MASX J22395934-0133516' '339.997' '-1.564' '2.076' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024oom,16:17:29.606,+19:44:29.20,2024-07-03 09:30:11.808,2024-07-08,21.64,ABMag,w - P1,2.431,Galaxy,SDSS J161729.49+194430.9,['SDSS J161729.49+194430.9' '244.373' '19.742' '2.431' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024ooi,22:52:42.512,+08:33:23.58,2024-07-02 12:37:41.952,2024-07-08,20.83,ABMag,w - P1,2.441,Galaxy,2MASX J22524244+0833252,['2MASX J22524244+0833252' '343.177' '8.557' '2.441' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024ope,23:42:24.941,+15:07:14.78,2024-07-03 13:10:50.880,2024-07-08,21.02,ABMag,w - P1,2.442,Galaxy,Gaia DR3 2771347752486104448,"['Gaia DR3 2771347752486104448' '355.605' '15.121' '2.442' 'inf' 'Galaxy'
 'G']",K. C. Chambers,No
2024ojz,21:03:06.743,+10:13:44.79,2024-06-09 11:28:43.392,2024-07-08,19.8,ABMag,w - P1,2.688,Galaxy,SDSSCGB 69710.2,['SDSSCGB 69710.2' '315.779' '10.229' '2.688' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024oon,15:02:28.552,+18:34:58.94,2024-07-03 08:13:05.088,2024-07-08,20.52,ABMag,w - P1,2.855,Galaxy,LEDA 1563815,['LEDA 1563815' '225.618' '18.583' '2.855' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024okv,21:23:17.598,+07:40:09.49,2024-06-14 13:31:09.984,2024-07-08,20.74,ABMag,w - P1,3.233,GtowardsCl,DES J212317.79+074008.2,"['DES J212317.79+074008.2' '320.824' '7.669' '3.233' 'inf' 'GtowardsCl'
 'GiC']",K. C. Chambers,No
2024oeg,10:00:06.725,+20:01:41.06,2024-05-27 06:42:47.808,2024-07-08,21.3,ABMag,w - P1,3.427,Galaxy,LEDA 1613925,['LEDA 1613925' '150.027' '20.029' '3.427' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024oef,13:44:29.208,-00:01:53.85,2024-05-27 07:24:19.584,2024-07-08,20.03,ABMag,w - P1,3.503,Galaxy,LEDA 1153608,['LEDA 1153608' '206.122' '-0.032' '3.503' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024oik,13:05:24.320,+31:52:07.78,2024-06-07 08:29:23.136,2024-07-08,20.83,ABMag,w - P1,3.544,Galaxy,SDSS J130524.06+315206.3,['SDSS J130524.06+315206.3' '196.35' '31.868' '3.544' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024ond,00:02:13.926,+14:58:32.87,2024-06-26 13:20:42.720,2024-07-08,20.55,ABMag,i - P1,3.687,Galaxy,Gaia DR3 2772009727205945472,"['Gaia DR3 2772009727205945472' '0.557' '14.976' '3.687' 'inf' 'Galaxy'
 'G']",K. C. Chambers,Yes
2024nzv,07:27:39.570,-49:30:01.01,2024-07-05 01:27:50.400,2024-07-08,18.03,ABMag,G - Gaia,4.076,Galaxy,LEDA  476212,['LEDA  476212' '111.917' '-49.501' '4.076' '2.766' 'Galaxy' 'G'],S.T. Hodgkin,No
2024opi,22:27:58.189,+18:19:21.00,2024-07-02 11:24:12.096,2024-07-08,20.65,ABMag,w - P1,4.098,Galaxy,2MASX J22275847+1819199,['2MASX J22275847+1819199' '336.994' '18.322' '4.098' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024oju,22:05:11.653,+23:02:56.79,2024-06-08 12:50:42.144,2024-07-08,21.46,ABMag,w - P1,4.26,Galaxy,LEDA 1680535,['LEDA 1680535' '331.299' '23.05' '4.26' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024ooq,21:48:59.251,-22:45:54.55,2024-07-02 13:24:27.360,2024-07-08,20.39,ABMag,w - P1,4.558,Galaxy,LEDA  809192,['LEDA  809192' '327.248' '-22.766' '4.558' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024ofu,15:09:00.712,-07:55:28.71,2024-05-31 10:39:50.976,2024-07-08,21.28,ABMag,w - P1,4.608,Galaxy,LEDA 1010900,['LEDA 1010900' '227.254' '-7.924' '4.608' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024odh,17:24:45.374,+05:54:32.93,2024-05-18 12:58:45.984,2024-07-08,20.27,ABMag,w - P1,4.71,Galaxy,LEDA 1291138,['LEDA 1291138' '261.188' '5.908' '4.71' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024oot,22:40:14.331,+13:55:58.66,2024-07-02 12:12:10.080,2024-07-08,21.68,ABMag,w - P1,4.741,Galaxy,LEDA 1444571,['LEDA 1444571' '340.059' '13.934' '4.741' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024onr,18:56:09.078,+53:32:11.92,2024-06-30 10:37:16.320,2024-07-08,20.31,ABMag,w - P1,4.924,Galaxy,LEDA 2443777,['LEDA 2443777' '284.038' '53.535' '4.924' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
