TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024kga,22:32:52.866,-01:04:52.61,2024-06-01 10:40:26.003,2024-06-05,19.6632,ABMag,g - ZTF,0.297,Galaxy,SDSS J223252.88-010452.3,['SDSS J223252.88-010452.3' '338.22' '-1.081' '0.297' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,Yes
2024kgz,13:01:45.699,+19:02:16.38,2024-06-04 07:44:15.360,2024-06-05,18.985,ABMag,orange - ATLAS,0.849,Galaxy,SDSS J130145.64+190216.3,['SDSS J130145.64+190216.3' '195.44' '19.038' '0.849' 'inf' 'Galaxy' 'G'],J. Tonry,Yes
2024kfx,17:58:36.807,+09:14:22.83,2024-06-01 10:08:14.004,2024-06-05,20.355,ABMag,g - ZTF,1.682,Galaxy,2MASX J17583670+0914236,['2MASX J17583670+0914236' '269.653' '9.24' '1.682' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2018mnm,18:12:55.175,+68:21:48.86,2018-11-13 01:55:57.999,2024-06-05,18.6345,ABMag,r - ZTF,2.039,Galaxy,[HAL2011] NGC 6621 N,['[HAL2011] NGC 6621 N' '273.231' '68.363' '2.039' 'inf' 'Galaxy' 'G'],Nabeel Rehemtulla (CIERA,No
2024key,14:15:54.528,+28:17:04.13,2024-06-01 06:54:59.003,2024-06-05,20.5415,ABMag,g - ZTF,2.045,BrightestCG,LEDA 1831447,['LEDA 1831447' '213.977' '28.284' '2.045' 'inf' 'BrightestCG' 'BiC'],A. Munoz-Arancibia,Yes
2024kfd,23:25:47.731,+51:15:43.76,2024-06-01 09:40:30.000,2024-06-05,19.9865,ABMag,r - ZTF,2.049,Galaxy,2MASX J23254785+5115420,['2MASX J23254785+5115420' '351.449' '51.262' '2.049' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2024kfy,14:47:12.256,+34:35:15.24,2024-06-03 06:53:08.998,2024-06-05,19.8517,ABMag,g - ZTF,2.761,Galaxy,SDSS J144712.43+343514.0,['SDSS J144712.43+343514.0' '221.802' '34.587' '2.761' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,Yes
2024kgc,21:24:30.711,+01:53:49.58,2024-05-29 09:39:41.996,2024-06-05,18.9271,ABMag,r - ZTF,3.07,Galaxy,LEDA 1209472,['LEDA 1209472' '321.127' '1.896' '3.07' 'inf' 'Galaxy' 'G'],William Wu (UC Berkeley),No
2024kfj,18:40:30.300,+12:27:56.80,2024-05-30 08:29:06.996,2024-06-05,20.1971,ABMag,g - ZTF,3.122,Galaxy,2MASX J18403011+1227552,['2MASX J18403011+1227552' '280.125' '12.465' '3.122' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2024khu,14:13:03.521,-01:21:27.63,2024-03-19 13:35:53.376,2024-06-05,21.26,ABMag,w - P1,3.521,Galaxy,LEDA 1120593,['LEDA 1120593' '213.266' '-1.358' '3.521' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024khh,13:38:14.754,+11:50:26.58,2024-04-01 08:53:34.656,2024-06-05,21.95,ABMag,w - P1,4.471,Galaxy,LEDA 1399594,['LEDA 1399594' '204.562' '11.842' '4.471' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024kgr,13:06:51.819,+21:36:29.62,2024-05-31 09:18:27.648,2024-06-05,20.25,ABMag,w - P1,4.576,LowSurfBrghtG,2MASX J13065172+2136340,"['2MASX J13065172+2136340' '196.715' '21.609' '4.576' '3.212'
 'LowSurfBrghtG' 'LSB']",K. C. Chambers,Yes
2024kgq,14:09:37.502,+17:37:05.10,2024-06-01 10:41:26.016,2024-06-05,21.08,ABMag,w - P1,4.75,Galaxy,LEDA 1537141,['LEDA 1537141' '212.408' '17.618' '4.75' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024kiy,17:13:51.720,+59:05:35.60,2024-06-02 08:53:28.003,2024-06-05,20.894,ABMag,r - ZTF,4.974,LINER,2MASX J17135185+5905306,['2MASX J17135185+5905306' '258.466' '59.092' '4.974' 'inf' 'LINER' 'LIN'],A. Munoz-Arancibia,Yes
2024kii,12:08:27.321,+30:12:24.26,2024-03-02 14:05:45.312,2024-06-05,20.68,ABMag,w - P1,5.486,Galaxy,SDSS J120827.65+301227.7,['SDSS J120827.65+301227.7' '182.115' '30.208' '5.486' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024khm,11:33:17.657,+17:16:57.05,2024-02-14 09:26:53.952,2024-06-05,21.2,ABMag,w - P1,5.881,Galaxy,2MASX J11331783+1717036,['2MASX J11331783+1717036' '173.324' '17.284' '5.881' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024kgh,23:17:52.971,+22:45:40.44,2024-06-03 14:14:46.176,2024-06-05,18.812,ABMag,orange - ATLAS,6.786,Galaxy,LEDA 1675661,['LEDA 1675661' '349.469' '22.76' '6.786' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024khk,15:59:00.937,+58:48:51.95,2024-06-04 04:48:23.000,2024-06-05,20.4825,ABMag,g - ZTF,8.236,Galaxy,2MASX J15590015+5848576,['2MASX J15590015+5848576' '239.751' '58.816' '8.236' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2024kfs,21:55:23.202,+01:56:01.26,2024-06-01 09:54:05.003,2024-06-05,20.2122,ABMag,r - ZTF,8.873,Galaxy,LAMOST J215523.75+015604.5,['LAMOST J215523.75+015604.5' '328.849' '1.935' '8.873' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
