TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024bxn,11:16:05.470,+36:14:10.23,2024-02-03 01:48:50.000,2024-02-09,20.37,ABMag,r - Sloan,0.081,AGN,2MASX J11160547+3614096,['2MASX J11160547+3614096' '169.023' '36.236' '0.081' 'inf' 'AGN' 'AGN'],,,,J. Hernández-Fuertes,Yes
2024bxs,14:59:48.270,+60:14:40.33,2024-02-07 15:03:18.720,2024-02-09,19.331,ABMag,cyan - ATLAS,0.228,Galaxy,Gaia DR3 1614536828576092928,"['Gaia DR3 1614536828576092928' '224.951' '60.245' '0.228' 'inf' 'Galaxy'
 'G']",,,,J. Tonry,Yes
2024byk,15:28:42.462,-00:41:22.86,2024-02-08 14:51:45.792,2024-02-09,19.055,ABMag,cyan - ATLAS,0.242,Galaxy,SDSSCGB 65328.1,['SDSSCGB 65328.1' '232.177' '-0.69' '0.242' 'inf' 'Galaxy' 'G'],Galaxy,SDSSCGB 65328.2,['SDSSCGB 65328.2' '232.176' '-0.692' '7.26' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024bxr,09:32:03.931,+43:52:47.19,2024-02-07 12:07:28.416,2024-02-09,18.727,ABMag,cyan - ATLAS,0.385,Galaxy,2MASX J09320395+4352478,['2MASX J09320395+4352478' '143.016' '43.88' '0.385' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024byn,14:34:03.309,+17:10:35.06,2024-02-07 13:43:39.936,2024-02-09,18.8,ABMag,w - P1,0.498,Galaxy,2MASX J14340332+1710347,['2MASX J14340332+1710347' '218.514' '17.176' '0.498' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024bxt,15:18:47.447,+56:29:05.06,2024-02-07 14:58:44.832,2024-02-09,18.687,ABMag,cyan - ATLAS,0.959,RadioG,NVSS J151847+562916,['NVSS J151847+562916' '229.697' '56.485' '0.959' 'inf' 'RadioG' 'rG'],,,,J. Tonry,Yes
2024byl,13:55:15.030,+21:05:04.93,2024-02-07 13:12:52.704,2024-02-09,20.02,ABMag,w - P1,1.417,Galaxy,LEDA 1642416,['LEDA 1642416' '208.812' '21.085' '1.417' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024bxo,03:17:54.335,-00:41:14.24,2024-02-08 05:40:38.784,2024-02-09,17.875,ABMag,cyan - ATLAS,2.774,EmissionG,LEDA  145464,['LEDA  145464' '49.477' '-0.687' '2.774' 'inf' 'EmissionG' 'EmG'],,,,J. Tonry,Yes
2024byf,14:32:24.266,-03:40:40.98,2024-02-08 14:02:04.992,2024-02-09,19.192,ABMag,cyan - ATLAS,6.671,Galaxy,2dFGRS TGN147Z005,['2dFGRS TGN147Z005' '218.1' '-3.677' '6.671' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024bwx,04:12:20.929,-38:14:02.38,2024-02-04 01:29:30.624,2024-02-09,18.438,ABMag,orange - ATLAS,6.899,Galaxy,6dFGS gJ041221.5-381403,['6dFGS gJ041221.5-381403' '63.09' '-38.234' '6.899' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024byo,13:58:25.738,+18:20:17.00,2024-02-07 12:14:44.736,2024-02-09,18.75,ABMag,w - P1,9.015,GtowardsCl,2MASX J13582512+1820188,"['2MASX J13582512+1820188' '209.605' '18.338' '9.015' 'inf' 'GtowardsCl'
 'GiC']",,,,K. C. Chambers,Yes
