TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024vjr,00:22:50.385,+28:25:41.57,2024-09-09 07:09:04.996,2024-09-15,19.6681,ABMag,g - ZTF,0.473,Galaxy,LEDA 1835460,['LEDA 1835460' '5.71' '28.428' '0.473' 'inf' 'Galaxy' 'G'],Jyotsna Ravi (UC Berkeley),Yes
2024vjn,23:34:52.485,+43:09:05.44,2024-09-11 06:10:15.997,2024-09-15,20.1164,ABMag,g - ZTF,1.266,Galaxy,Gaia DR3 1924904119009561856,"['Gaia DR3 1924904119009561856' '353.719' '43.151' '1.266' 'inf' 'Galaxy'
 'G']",Ansel Parke (UC Berkeley),No
2024vjq,22:35:52.544,-15:39:08.19,2024-09-11 08:13:56.997,2024-09-15,20.0284,ABMag,r - ZTF,1.349,Galaxy,LEDA  908271,['LEDA  908271' '338.969' '-15.652' '1.349' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024vjh,16:32:02.319,+18:22:20.99,2024-09-08 03:49:35.002,2024-09-15,20.0263,ABMag,g - ZTF,1.518,Galaxy,2MASX J16320225+1822209,['2MASX J16320225+1822209' '248.009' '18.373' '1.518' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024vjo,01:49:50.010,-36:20:34.84,2024-09-13 12:27:45.792,2024-09-15,18.57,ABMag,L - GOTO,2.201,EmissionG,LEDA  131991,['LEDA  131991' '27.459' '-36.344' '2.201' 'inf' 'EmissionG' 'EmG'],A. Kumar,No
2024vjp,08:19:57.218,-54:12:06.73,2024-09-13 18:10:35.040,2024-09-15,17.97,ABMag,L - GOTO,2.363,Galaxy,6dFGS gJ081957.0-541207,['6dFGS gJ081957.0-541207' '124.987' '-54.202' '2.363' 'inf' 'Galaxy' 'G'],A. Kumar,No
2024vji,16:18:00.613,+30:02:21.91,2024-09-08 03:50:56.002,2024-09-15,20.6188,ABMag,g - ZTF,2.932,Galaxy,LEDA 1887796,['LEDA 1887796' '244.503' '30.04' '2.932' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024vje,03:54:34.486,-11:14:04.54,2024-09-13 14:40:26.688,2024-09-15,20.86,ABMag,i - P1,4.336,Seyfert2,LEDA  968315,['LEDA  968315' '58.645' '-11.235' '4.336' 'inf' 'Seyfert2' 'Sy2'],D. O. Jones (UC Santa Cruz),No
2024vju,15:37:56.022,+57:27:29.00,2024-09-14 04:16:28.998,2024-09-15,19.9951,ABMag,r - ZTF,4.862,Galaxy,LEDA 2565909,['LEDA 2565909' '234.482' '57.459' '4.862' 'inf' 'Galaxy' 'G'],F. Forster,Yes
2024vjf,15:58:49.118,+14:58:17.33,2024-09-14 03:37:19.004,2024-09-15,18.9361,ABMag,r - ZTF,8.656,AGN,SDSS J155849.30+145809.0,['SDSS J155849.30+145809.0' '239.705' '14.969' '8.656' 'inf' 'AGN' 'AGN'],Jesper Sollerman (SU),Yes
