TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024wvk,02:02:00.004,+23:30:42.66,2024-08-13 06:55:08.000,2024-09-30,17.97,ABMag,BG-q - BlackGem,0.574,Galaxy,2MASX J02020001+2330436,['2MASX J02020001+2330436' '30.5' '23.512' '0.574' 'inf' 'Galaxy' 'G'],S. Faris,No
2024wwa,22:55:14.662,+30:20:59.39,2024-09-26 07:18:45.000,2024-09-30,20.6386,ABMag,g - ZTF,0.688,Galaxy,Gaia DR3 1886289889115885952,"['Gaia DR3 1886289889115885952' '343.811' '30.35' '0.688' 'inf' 'Galaxy'
 'G']",F. Forster,No
2024wva,09:32:32.910,+44:41:24.08,2024-09-29 11:15:59.996,2024-09-30,19.4611,ABMag,g - ZTF,0.763,Galaxy,2MASX J09323292+4441229,['2MASX J09323292+4441229' '143.137' '44.69' '0.763' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024wus,03:08:56.441,+00:04:35.30,2024-09-26 11:30:22.000,2024-09-30,19.9287,ABMag,r - ZTF,1.076,EmissionG,SDSS J030856.51+000435.5,"['SDSS J030856.51+000435.5' '47.235' '0.077' '1.076' 'inf' 'EmissionG'
 'EmG']",Jesper Sollerman (SU),Yes
2024wvd,10:20:47.213,+15:48:53.31,2024-09-25 12:33:08.003,2024-09-30,18.4912,ABMag,r - ZTF,1.109,RadioG,FIRST J102047.2+154852,['FIRST J102047.2+154852' '155.197' '15.815' '1.109' 'inf' 'RadioG' 'rG'],Kate Bostow (UC Berkeley),Yes
2024wwq,16:33:30.738,+46:02:36.72,2024-09-15 03:48:10.000,2024-09-30,20.013,ABMag,g - ZTF,1.74,Galaxy,SDSS J163330.74+460234.9,['SDSS J163330.74+460234.9' '248.378' '46.043' '1.74' 'inf' 'Galaxy' 'G'],I. Pérez-Fournon (IAC and ULL),Yes
2024wwm,00:06:41.702,-11:49:50.29,2024-09-29 04:22:07.392,2024-09-30,19.264,ABMag,cyan - ATLAS,1.977,Galaxy,LEDA  961222,['LEDA  961222' '1.673' '-11.83' '1.977' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024wuz,09:28:32.491,+50:47:39.79,2024-09-29 10:51:22.003,2024-09-30,18.987,ABMag,i - ZTF,2.815,Galaxy,Z 265-21,['Z 265-21' '142.136' '50.794' '2.815' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024wuy,09:51:18.402,+26:49:21.75,2024-09-22 12:27:01.995,2024-09-30,19.5178,ABMag,r - ZTF,3.903,Galaxy,2MASX J09511837+2649178,['2MASX J09511837+2649178' '147.827' '26.822' '3.903' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024wvf,11:08:53.631,+33:38:48.13,2024-09-26 12:36:36.996,2024-09-30,18.9209,ABMag,r - ZTF,4.531,Galaxy,SDSS J110853.49+333843.8,['SDSS J110853.49+333843.8' '167.223' '33.646' '4.531' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024wuk,21:01:32.326,-15:58:32.93,2024-09-25 06:22:53.760,2024-09-30,21.14,ABMag,w - P1,6.261,LowSurfBrghtG,2MASX J21013203-1558375,"['2MASX J21013203-1558375' '315.383' '-15.977' '6.261' 'inf'
 'LowSurfBrghtG' 'LSB']",K. C. Chambers,No
2024wut,02:29:21.150,+23:58:17.70,2024-09-26 11:48:40.999,2024-09-30,20.1413,ABMag,r - ZTF,6.751,LINER,LAMOST J022920.66+235818.7,"['LAMOST J022920.66+235818.7' '37.336' '23.972' '6.751' 'inf' 'LINER'
 'LIN']",Jesper Sollerman (SU),No
2024wwf,02:26:06.087,+24:48:21.19,2024-09-29 10:56:28.896,2024-09-30,19.318,ABMag,cyan - ATLAS,7.285,Galaxy,LAMOST J022606.55+244817.7,['LAMOST J022606.55+244817.7' '36.527' '24.805' '7.285' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024wvb,01:17:54.504,+28:56:43.12,2024-09-29 09:54:56.998,2024-09-30,19.4245,ABMag,g - ZTF,8.452,Galaxy,LEDA 1850916,['LEDA 1850916' '19.48' '28.946' '8.452' '5.811' 'Galaxy' 'G'],Jesper Sollerman (SU),No
