TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024prb,10:47:23.520,+54:04:06.82,2024-07-12 09:25:55.200,2024-07-18,18.44,ABMag,G - Gaia,0.106,Seyfert1,[VV2006] J104723.5+540406,"['[VV2006] J104723.5+540406' '161.848' '54.069' '0.106' 'inf' 'Seyfert1'
 'Sy1']",,,,S.T. Hodgkin,Yes
2024pqz,21:22:13.257,-21:34:51.25,2024-06-27 10:01:11.999,2024-07-18,19.58,ABMag,g - ZTF,0.242,AGN,AT20G J212213-213451,['AT20G J212213-213451' '320.555' '-21.581' '0.242' 'inf' 'AGN' 'AGN'],,,,Gabrielle Stewart (UC Berkeley),No
2018mnu,18:44:42.028,+27:12:22.04,2018-09-15 05:05:53.088,2024-07-18,20.3825,ABMag,g - ZTF,0.292,Galaxy,2MASX J18444201+2712219,['2MASX J18444201+2712219' '281.175' '27.206' '0.292' 'inf' 'Galaxy' 'G'],,,,K. De (Caltech) on behalf of ZTF,No
2022aexh,13:47:04.375,+11:06:22.53,2022-02-18 10:38:03.840,2024-07-18,18.031,ABMag,r - ZTF,0.3,Seyfert2,Mrk 1361,['Mrk 1361' '206.768' '11.106' '0.3' '0.152' 'Seyfert2' 'Sy2'],PartofG,[BKD2008] WR 335,['[BKD2008] WR 335' '206.768' '11.106' '0.375' 'inf' 'PartofG' 'PoG'],K. De (Caltech) on behalf of ZTF,Yes
2018mnv,02:38:39.885,+41:38:50.40,2018-09-18 10:48:17.280,2024-07-18,18.9798,ABMag,g - ZTF,0.571,GtowardsGroup,NGC   996,['NGC   996' '39.666' '41.647' '0.571' '0.173' 'GtowardsGroup' 'GiG'],,,,K. De (Caltech) on behalf of ZTF,No
2024pqp,00:35:28.543,-08:12:23.80,2024-07-09 08:51:06.000,2024-07-18,19.31,ABMag,BG-q - BlackGem,0.624,Galaxy,2MASX J00352854-0812243,['2MASX J00352854-0812243' '8.869' '-8.207' '0.624' 'inf' 'Galaxy' 'G'],,,,S. Faris,No
2024pqq,21:16:39.788,-23:54:31.66,2024-07-16 03:26:56.000,2024-07-18,19.02,ABMag,BG-q - BlackGem,0.637,Galaxy,2MASX J21163981-2354308,['2MASX J21163981-2354308' '319.166' '-23.909' '0.637' 'inf' 'Galaxy' 'G'],,,,S. Faris,No
2018mnw,01:43:57.801,+02:21:00.19,2018-08-24 11:53:11.328,2024-07-18,18.1666,ABMag,r - ZTF,0.746,Seyfert2,Mrk  573,['Mrk  573' '25.991' '2.35' '0.746' '0.259' 'Seyfert2' 'Sy2'],,,,K. De (Caltech) on behalf of ZTF,No
2024pqc,22:49:19.381,+19:30:01.88,2024-07-16 09:38:44.998,2024-07-18,19.2647,ABMag,g - ZTF,1.101,Galaxy,2MASX J22491934+1930002,['2MASX J22491934+1930002' '342.331' '19.5' '1.101' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),No
2018mnt,01:07:27.134,+32:19:11.71,2018-09-23 07:17:28.320,2024-07-18,19.3337,ABMag,g - ZTF,1.234,GtowardsGroup,NGC   385,['NGC   385' '16.863' '32.32' '1.234' '0.385' 'GtowardsGroup' 'GiG'],,,,K. De (Caltech) on behalf of ZTF,No
2024pqf,22:34:41.146,+01:58:53.98,2024-07-12 09:28:19.004,2024-07-18,20.1573,ABMag,r - ZTF,1.852,Galaxy,WINGS J223441.03+015853.3,['WINGS J223441.03+015853.3' '338.671' '1.981' '1.852' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),No
2024pqg,21:26:28.337,-01:46:03.00,2024-07-14 09:28:50.998,2024-07-18,20.3808,ABMag,r - ZTF,2.975,Galaxy,LAMOST J212628.52-014601.8,"['LAMOST J212628.52-014601.8' '321.619' '-1.767' '2.975' 'inf' 'Galaxy'
 'G']",,,,Jesper Sollerman (SU),No
2024pqi,01:17:51.507,+01:02:08.78,2024-07-09 10:05:02.000,2024-07-18,19.64,ABMag,BG-q - BlackGem,3.82,EmissionG,CAIRNS J011751.72+010210.8,"['CAIRNS J011751.72+010210.8' '19.466' '1.036' '3.82' 'inf' 'EmissionG'
 'EmG']",,,,P. Groot,Yes
2024prg,22:00:07.988,+07:25:28.83,2024-07-17 10:54:36.576,2024-07-18,18.701,ABMag,orange - ATLAS,4.0,Galaxy,LAMOST J220007.99+072524.8,['LAMOST J220007.99+072524.8' '330.033' '7.424' '4.0' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024pqk,00:27:38.285,+45:31:28.02,2024-07-16 12:53:45.312,2024-07-18,18.86,ABMag,orange - ATLAS,4.225,Galaxy,LEDA 2266346,['LEDA 2266346' '6.908' '45.525' '4.225' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024pqu,21:46:35.894,-15:49:53.92,2024-07-17 07:47:20.999,2024-07-18,19.4697,ABMag,r - ZTF,6.072,EmissionG,LEDA  905909,['LEDA  905909' '326.648' '-15.831' '6.072' 'inf' 'EmissionG' 'EmG'],,,,A. Munoz-Arancibia,No
2024pqh,03:26:56.776,-32:47:33.08,2024-07-15 10:08:39.000,2024-07-18,19.79,ABMag,BG-q - BlackGem,7.863,Galaxy,LEDA  686039,['LEDA  686039' '51.735' '-32.791' '7.863' 'inf' 'Galaxy' 'G'],,,,P. Groot,No
2024pqv,17:21:28.026,+49:51:15.08,2024-07-14 06:58:34.000,2024-07-18,20.9588,ABMag,r - ZTF,8.003,Galaxy,LEDA  167118,['LEDA  167118' '260.363' '49.854' '8.003' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,No
