TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024rco,02:06:00.838,-05:09:16.12,2024-07-28 11:03:35.004,2024-08-05,20.1361,ABMag,g - ZTF,0.169,QSO,SDSS J020600.83-050916.2,['SDSS J020600.83-050916.2' '31.503' '-5.155' '0.169' 'inf' 'QSO' 'QSO'],,,,F. Forster,Yes
2024rhy,06:54:35.503,+45:04:07.93,2024-08-03 11:44:19.000,2024-08-05,17.6315,ABMag,r - ZTF,0.457,Galaxy,2MFGC 5497,['2MFGC 5497' '103.648' '45.069' '0.457' 'inf' 'Galaxy' 'G'],,,,Nabeel Rehemtulla (CIERA,No
2024rjd,21:50:46.241,-15:25:39.11,2024-08-04 09:04:43.997,2024-08-05,20.0722,ABMag,r - ZTF,0.624,EmissionG,WINGS J215046.22-152538.4,"['WINGS J215046.22-152538.4' '327.693' '-15.427' '0.624' 'inf' 'EmissionG'
 'EmG']",,,,F. Forster,No
2024rjg,18:13:49.978,+38:53:46.45,2024-08-04 06:51:12.004,2024-08-05,19.8899,ABMag,r - ZTF,0.933,Galaxy,Gaia DR3 2109202986747490560,"['Gaia DR3 2109202986747490560' '273.458' '38.896' '0.933' 'inf' 'Galaxy'
 'G']",,,,F. Forster,No
2024rjh,16:03:40.128,+33:52:35.66,2024-08-04 05:50:54.997,2024-08-05,20.2608,ABMag,r - ZTF,0.959,Galaxy,LEDA 2040332,['LEDA 2040332' '240.918' '33.877' '0.959' 'inf' 'Galaxy' 'G'],Galaxy,2MASX J16034049+3352329,['2MASX J16034049+3352329' '240.919' '33.876' '4.881' 'inf' 'Galaxy' 'G'],F. Forster,Yes
2024rcx,20:08:39.300,-25:50:43.23,2024-08-02 09:02:52.998,2024-08-05,19.7677,ABMag,r - ZTF,1.142,Galaxy,ESO 527-12,['ESO 527-12' '302.164' '-25.846' '1.142' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),No
2024rhp,00:53:56.121,-16:39:22.48,2024-07-31 11:05:03.001,2024-08-05,19.869,ABMag,g - ZTF,1.242,Galaxy,Gaia DR3 2369716495825906176,"['Gaia DR3 2369716495825906176' '13.483' '-16.656' '1.242' 'inf' 'Galaxy'
 'G']",,,,Jesper Sollerman (SU),No
2024rcl,05:47:55.858,+40:43:50.36,2024-07-29 11:40:47.001,2024-08-05,18.8833,ABMag,r - ZTF,1.378,Galaxy,2MASX J05475569+4043503,['2MASX J05475569+4043503' '86.982' '40.731' '1.378' 'inf' 'Galaxy' 'G'],,,,F. Forster,No
2024rbs,21:46:13.050,-08:44:35.56,2024-07-28 10:55:49.999,2024-08-05,20.2516,ABMag,g - ZTF,1.888,GtowardsCl,SDSS J214612.95-084434.1,"['SDSS J214612.95-084434.1' '326.554' '-8.743' '1.888' 'inf' 'GtowardsCl'
 'GiC']",,,,F. Forster,Yes
2024rch,01:48:01.254,-00:58:39.72,2024-07-28 11:03:35.004,2024-08-05,20.0645,ABMag,g - ZTF,1.96,EmissionG,CAIRNS J014801.37-005839.0,"['CAIRNS J014801.37-005839.0' '27.006' '-0.977' '1.96' 'inf' 'EmissionG'
 'EmG']",,,,F. Forster,Yes
