TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024tat,00:20:32.785,-00:07:56.19,2024-08-05 11:50:06.432,2024-08-28,20.55,ABMag,w - P1,0.15,Galaxy,SDSS J002032.79-000756.3,['SDSS J002032.79-000756.3' '5.137' '-0.132' '0.15' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024syz,05:02:24.201,-47:58:45.56,2024-08-27 16:06:57.600,2024-08-28,18.09,ABMag,L - GOTO,0.44,Galaxy,LEDA  492920,['LEDA  492920' '75.601' '-47.979' '0.44' 'inf' 'Galaxy' 'G'],,,,A. Kumar,No
2024szj,01:10:13.661,+08:01:12.65,2024-08-25 10:04:49.996,2024-08-28,20.279,ABMag,r - ZTF,0.65,GtowardsCl,DES J011013.67+080112.0,['DES J011013.67+080112.0' '17.557' '8.02' '0.65' 'inf' 'GtowardsCl' 'GiC'],,,,A. Munoz-Arancibia,No
2024sye,01:30:22.934,+12:07:24.35,2024-08-13 10:04:22.000,2024-08-28,19.82,ABMag,BG-q - BlackGem,0.726,QSO,SDSS J013022.89+120724.0,['SDSS J013022.89+120724.0' '22.595' '12.123' '0.726' 'inf' 'QSO' 'QSO'],,,,S. Faris,Yes
2024syt,03:49:02.833,-56:17:05.70,2024-08-27 15:46:28.128,2024-08-28,18.75,ABMag,L - GOTO,1.167,Galaxy,LEDA  128753,['LEDA  128753' '57.262' '-56.285' '1.167' 'inf' 'Galaxy' 'G'],,,,A. Kumar,No
2024sym,01:05:45.170,+17:52:29.70,2024-08-25 08:16:39.999,2024-08-28,19.8323,ABMag,g - ZTF,1.753,Galaxy,LEDA 1544093,['LEDA 1544093' '16.438' '17.874' '1.753' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),No
2024syl,00:12:38.341,+14:33:18.20,2024-08-27 09:24:00.002,2024-08-28,19.6692,ABMag,r - ZTF,1.956,Galaxy,Gaia DR3 2768404428578523136,['Gaia DR3 2768404428578523136' '3.16' '14.555' '1.956' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),No
2024sxx,16:37:18.316,+47:04:55.38,2024-08-27 03:54:29.000,2024-08-28,19.557,ABMag,g - ZTF,2.32,Galaxy,SDSS J163718.10+470456.3,['SDSS J163718.10+470456.3' '249.325' '47.082' '2.32' 'inf' 'Galaxy' 'G'],,,,I. Pérez-Fournon,Yes
2024sxw,15:27:49.304,-02:32:52.78,2024-08-26 23:28:32.000,2024-08-28,19.33,ABMag,BG-q - BlackGem,2.443,Galaxy,LEDA 1088934,['LEDA 1088934' '231.956' '-2.549' '2.443' 'inf' 'Galaxy' 'G'],,,,S. Faris,Yes
2024tco,01:25:18.494,-00:03:17.64,2024-08-16 14:02:12.768,2024-08-28,21.59,ABMag,w - P1,2.846,Galaxy,[MJ2006] J012518.6-000319.9,"['[MJ2006] J012518.6-000319.9' '21.328' '-0.056' '2.846' 'inf' 'Galaxy'
 'G']",,,,K. C. Chambers,No
