TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024jiw,21:42:58.429,+19:20:54.56,2024-05-26 09:29:59.997,2024-05-28,19.2153,ABMag,r - ZTF,0.175,Galaxy,Gaia DR3 1786433857987994240,"['Gaia DR3 1786433857987994240' '325.743' '19.348' '0.175' 'inf' 'Galaxy'
 'G']",,,,,,,Jesper Sollerman (SU),No
2024jiq,12:12:18.765,-19:35:38.49,2024-05-08 05:02:32.000,2024-05-28,19.6481,ABMag,r - ZTF,0.327,Seyfert2,LEDA 3094232,['LEDA 3094232' '183.078' '-19.594' '0.327' 'inf' 'Seyfert2' 'Sy2'],,,,,,,Jesper Sollerman (SU),No
2024jib,14:57:12.726,-13:15:03.31,2024-05-04 08:00:07.997,2024-05-28,19.6949,ABMag,g - ZTF,0.494,Galaxy,2MASS J14571270-1315032,['2MASS J14571270-1315032' '224.303' '-13.251' '0.494' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),No
2024jjx,18:29:12.388,+60:42:41.08,2024-05-27 11:41:23.712,2024-05-28,18.577,ABMag,orange - ATLAS,0.888,Galaxy,MCG+10-26-040,['MCG+10-26-040' '277.301' '60.711' '0.888' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,No
2024jjw,10:56:01.742,-05:04:38.70,2024-05-01 06:32:55.104,2024-05-28,19.84,ABMag,w - P1,1.8,Galaxy,2dFGRS TGN104Z153,['2dFGRS TGN104Z153' '164.007' '-5.078' '1.8' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024jko,14:58:57.255,+37:34:32.21,2024-05-27 06:16:03.999,2024-05-28,20.1643,ABMag,g - ZTF,1.855,Galaxy,LEDA 2104130,['LEDA 2104130' '224.738' '37.576' '1.855' 'inf' 'Galaxy' 'G'],,,,,,,A. Munoz-Arancibia,Yes
2024jio,15:48:53.235,-16:07:43.90,2024-05-27 07:00:00.002,2024-05-28,19.5141,ABMag,g - ZTF,1.948,Galaxy,LEDA  902102,['LEDA  902102' '237.221' '-16.129' '1.948' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),No
2024jii,16:07:51.291,+48:45:23.09,2024-05-26 07:43:26.112,2024-05-28,19.82,ABMag,g - ZTF,2.175,Galaxy,SDSS J160751.46+484524.4,['SDSS J160751.46+484524.4' '241.964' '48.757' '2.175' 'inf' 'Galaxy' 'G'],,,,,,,J. Nordin,Yes
2024jjl,14:20:57.102,-80:16:09.93,2024-05-27 10:15:42.912,2024-05-28,18.19,ABMag,L - GOTO,2.227,Galaxy,6dFGS gJ142057.6-801610,"['6dFGS gJ142057.6-801610' '215.241' '-80.269' '2.227' '1.973' 'Galaxy'
 'G']",,,,,,,K. Ulaczyk,No
2024jig,11:15:09.776,+00:02:20.77,2024-05-22 04:29:51.999,2024-05-28,19.1629,ABMag,r - ZTF,2.423,Galaxy,MGC 18377,['MGC 18377' '168.791' '0.039' '2.423' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),No
2024jij,14:53:42.944,+00:01:50.67,2024-05-27 06:02:08.736,2024-05-28,19.57,ABMag,g - ZTF,2.607,Galaxy,LEDA  160233,['LEDA  160233' '223.429' '0.03' '2.607' 'inf' 'Galaxy' 'G'],,,,,,,J. Nordin,Yes
2024jil,15:31:24.105,+28:58:58.84,2024-05-26 09:42:50.002,2024-05-28,19.7908,ABMag,g - ZTF,2.711,Galaxy,LEDA 1852091,['LEDA 1852091' '232.851' '28.983' '2.711' 'inf' 'Galaxy' 'G'],Compact_Gr_G,[ZS2020] cCGs-3328,"['[ZS2020] cCGs-3328' '232.853' '28.984' '10.023' 'inf' 'Compact_Gr_G'
 'CGG']",,,,Jesper Sollerman (SU),Yes
2024jkq,12:25:02.123,-00:05:52.19,2024-05-27 05:26:59.004,2024-05-28,19.3612,ABMag,g - ZTF,2.732,Galaxy,2dFGRS TGN319Z080,['2dFGRS TGN319Z080' '186.259' '-0.097' '2.732' 'inf' 'Galaxy' 'G'],,,,,,,A. Munoz-Arancibia,Yes
2024jjh,11:22:25.467,+59:22:51.54,2024-05-27 04:49:14.002,2024-05-28,18.8089,ABMag,g - ZTF,2.737,RadioG,NVSS J112225+592256,['NVSS J112225+592256' '170.606' '59.382' '2.737' 'inf' 'RadioG' 'rG'],,,,,,,A. Munoz-Arancibia,Yes
2024jks,11:04:46.593,-15:49:49.03,2024-05-27 04:31:26.996,2024-05-28,19.542,ABMag,g - ZTF,2.949,Galaxy,LEDA  905916,['LEDA  905916' '166.193' '-15.831' '2.949' 'inf' 'Galaxy' 'G'],,,,,,,A. Munoz-Arancibia,No
2024jju,15:44:10.557,+16:00:24.18,2024-04-01 14:27:23.904,2024-05-28,20.51,ABMag,w - P1,2.959,Galaxy,SDSSCGB 40451.1,['SDSSCGB 40451.1' '236.043' '16.007' '2.959' 'inf' 'Galaxy' 'G'],Galaxy,SDSSCGB 40451.2,['SDSSCGB 40451.2' '236.046' '16.007' '5.732' 'inf' 'Galaxy' 'G'],Compact_Gr_G,SDSSCGB 40451,['SDSSCGB 40451' '236.042' '16.008' '9.366' 'inf' 'Compact_Gr_G' 'CGG'],K. C. Chambers,No
2024jkr,11:47:05.550,+42:49:44.52,2024-05-21 05:57:59.999,2024-05-28,19.5135,ABMag,g - ZTF,5.98,Galaxy,SDSS J114705.55+424938.5,['SDSS J114705.55+424938.5' '176.773' '42.827' '5.98' 'inf' 'Galaxy' 'G'],,,,,,,A. Munoz-Arancibia,Yes
2024jiv,00:44:05.847,+34:15:10.94,2024-05-21 11:21:31.003,2024-05-28,19.8793,ABMag,r - ZTF,6.088,Galaxy,LEDA 2046315,['LEDA 2046315' '11.024' '34.255' '6.088' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),No
2024jjp,11:33:17.058,-24:41:21.92,2024-05-02 06:07:52.608,2024-05-28,20.42,ABMag,w - P1,6.512,Galaxy,LEDA 3772908,['LEDA 3772908' '173.32' '-24.688' '6.512' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024jjj,10:21:53.073,+16:58:59.65,2024-05-27 06:26:21.120,2024-05-28,19.199,ABMag,orange - ATLAS,7.478,Galaxy,Z  94-11,['Z  94-11' '155.473' '16.984' '7.478' '5.761' 'Galaxy' 'G'],,,,,,,J. Tonry,Yes
2024jkn,16:03:59.692,+55:50:07.18,2024-05-27 06:44:54.997,2024-05-28,19.7254,ABMag,g - ZTF,8.409,Galaxy,HSCS J160400.67+555005.8,['HSCS J160400.67+555005.8' '241.003' '55.835' '8.409' 'inf' 'Galaxy' 'G'],,,,,,,A. Munoz-Arancibia,No
2024jih,16:39:54.858,+37:10:56.70,2024-05-27 00:06:20.160,2024-05-28,19.56,ABMag,L - GOTO,8.454,GtowardsCl,Z 197-1,['Z 197-1' '249.978' '37.18' '8.454' 'inf' 'GtowardsCl' 'GiC'],,,,,,,T. Killestein,Yes
2024jja,12:40:23.301,-23:00:32.10,2024-05-26 09:58:12.288,2024-05-28,19.65,ABMag,L - GOTO,8.557,Galaxy,2MASX J12402391-2300319,['2MASX J12402391-2300319' '190.1' '-23.009' '8.557' 'inf' 'Galaxy' 'G'],,,,,,,K. Ulaczyk,No
2024jjk,12:14:41.462,+59:35:26.06,2024-05-27 07:57:30.240,2024-05-28,19.16,ABMag,orange - ATLAS,9.583,LINER,2MASX J12144189+5935169,['2MASX J12144189+5935169' '183.675' '59.588' '9.583' 'inf' 'LINER' 'LIN'],,,,,,,J. Tonry,Yes
