TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2023zpz,13:52:56.540,-44:12:40.39,2023-12-10 04:46:33.600,2023-12-13,16.73,ABMag,G - Gaia,0.055,BLLac,ICRF J135256.5-441240,['ICRF J135256.5-441240' '208.236' '-44.211' '0.055' 'inf' 'BLLac' 'BLL'],,,,S.T. Hodgkin,No
2023zpv,01:25:04.562,+18:06:48.66,2023-12-09 02:48:07.001,2023-12-13,19.6132,ABMag,r - ZTF,0.093,QSO,2MASS J01250455+1806486,['2MASS J01250455+1806486' '21.269' '18.113' '0.093' 'inf' 'QSO' 'QSO'],,,,A. Munoz-Arancibia,Yes
2023zpc,13:29:09.860,+55:07:30.76,2023-12-08 13:24:57.600,2023-12-13,18.33,ABMag,G - Gaia,0.111,QSO,[VV2006] J132909.8+550731,['[VV2006] J132909.8+550731' '202.291' '55.125' '0.111' 'inf' 'QSO' 'QSO'],,,,S.T. Hodgkin,Yes
2023zpy,13:08:04.010,+29:50:27.85,2023-12-10 01:49:26.400,2023-12-13,18.46,ABMag,G - Gaia,0.115,QSO,PB  3336,['PB  3336' '197.017' '29.841' '0.115' 'inf' 'QSO' 'QSO'],,,,S.T. Hodgkin,Yes
2023zsl,03:03:43.372,-15:29:04.27,2023-10-11 09:28:22.944,2023-12-13,19.4054,ABMag,g - ZTF,0.16,GinPair,NGC  1188,['NGC  1188' '45.931' '-15.485' '0.16' '0.027' 'GinPair' 'GiP'],,,,K. De (Caltech) on behalf of ZTF,No
2023zqy,11:15:21.847,+31:31:24.92,2023-12-06 14:33:30.240,2023-12-13,18.744,ABMag,orange - ATLAS,0.224,Galaxy,SDSS J111521.85+313124.8,['SDSS J111521.85+313124.8' '168.841' '31.524' '0.224' 'inf' 'Galaxy' 'G'],,,,J. Tonry,Yes
2023zor,09:37:35.890,-08:52:49.69,2023-12-10 15:05:26.592,2023-12-13,18.245,ABMag,cyan - ATLAS,0.237,Galaxy,LEDA 3081627,['LEDA 3081627' '144.4' '-8.881' '0.237' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2023zsm,14:45:10.781,+03:19:58.05,2023-12-09 13:25:05.376,2023-12-13,18.7899,ABMag,r - ZTF,0.366,AGN,2MASX J14451077+0319586,['2MASX J14451077+0319586' '221.295' '3.333' '0.366' 'inf' 'AGN' 'AGN'],,,,K. De (Caltech) on behalf of ZTF,Yes
2023zop,02:57:38.924,+02:44:23.86,2023-12-10 08:57:44.352,2023-12-13,19.309,ABMag,cyan - ATLAS,0.456,Galaxy,LAMOST J025738.94+024423.5,['LAMOST J025738.94+024423.5' '44.412' '2.74' '0.456' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2023zsa,09:22:13.086,-20:00:30.44,2023-12-09 09:34:33.600,2023-12-13,19.55,ABMag,r - ZTF,0.482,Seyfert2,LEDA  847463,['LEDA  847463' '140.555' '-20.008' '0.482' 'inf' 'Seyfert2' 'Sy2'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zrw,05:50:53.168,-18:50:09.22,2023-12-10 08:13:55.200,2023-12-13,20.01,ABMag,g - ZTF,0.541,Galaxy,Gaia DR3 2967356831379873024,"['Gaia DR3 2967356831379873024' '87.722' '-18.836' '0.541' 'inf' 'Galaxy'
 'G']",,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zsk,23:32:24.945,-25:28:47.75,2023-11-20 02:34:04.800,2023-12-13,19.06,ABMag,g - ZTF,0.619,Galaxy,2MASX J23322501-2528475,['2MASX J23322501-2528475' '353.104' '-25.48' '0.619' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zoo,12:41:51.983,+18:32:29.61,2023-12-09 14:28:26.976,2023-12-13,19.109,ABMag,cyan - ATLAS,0.636,Galaxy,SDSS J124151.93+183229.7,['SDSS J124151.93+183229.7' '190.466' '18.542' '0.636' 'inf' 'Galaxy' 'G'],GtowardsCl,2MASX J12415212+1832268,"['2MASX J12415212+1832268' '190.467' '18.541' '4.072' 'inf' 'GtowardsCl'
 'GiC']",J. Tonry,Yes
2023zpn,11:01:46.492,-03:21:10.89,2023-12-09 10:29:12.998,2023-12-13,19.8283,ABMag,g - ZTF,0.807,Galaxy,2dFGRS TGN164Z098,['2dFGRS TGN164Z098' '165.444' '-3.353' '0.807' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,No
2023zsu,04:37:02.427,-45:33:15.94,2023-12-09 03:47:11.328,2023-12-13,19.751,ABMag,orange - ATLAS,1.213,Galaxy,LEDA  525496,['LEDA  525496' '69.26' '-45.554' '1.213' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2023zsc,09:09:32.786,-14:45:05.76,2023-12-10 10:26:24.000,2023-12-13,19.2,ABMag,r - ZTF,1.314,Galaxy,Gaia DR3 5732110018062649984,"['Gaia DR3 5732110018062649984' '137.387' '-14.752' '1.314' 'inf' 'Galaxy'
 'G']",,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zti,02:26:42.437,-81:00:53.83,2023-12-09 01:07:54.624,2023-12-13,19.813,ABMag,orange - ATLAS,1.708,Galaxy,LEDA  226417,['LEDA  226417' '36.674' '-81.015' '1.708' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2023zql,13:12:30.412,+05:20:27.17,2023-12-09 12:11:31.200,2023-12-13,19.67,ABMag,g - ZTF,1.752,Galaxy,LEDA 1281852,['LEDA 1281852' '198.127' '5.34' '1.752' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
