TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter
2023yqn,00:29:05.386,-55:24:16.57,2023-12-03 01:27:47.808,04-Dec-2023,18.835,ABMag,orange - ATLAS,0.582,Galaxy,LEDA  409737,['LEDA  409737' '7.272' '-55.404' '0.582' 'inf' 'Galaxy' 'G'],J. Tonry
2023yqr,01:14:48.782,-20:59:41.01,2023-12-02 10:25:06.240,04-Dec-2023,19.15,ABMag,L - GOTO,1.529,Galaxy,LEDA  834120,['LEDA  834120' '18.703' '-20.994' '1.529' 'inf' 'Galaxy' 'G'],T. Killestein
2023yqx*,01:49:31.525,+01:10:54.68,2023-12-03 05:22:29.280,04-Dec-2023,20.26,ABMag,w - P1,1.815,Seyfert1,LEDA 3092471,['LEDA 3092471' '27.382' '1.181' '1.815' 'inf' 'Seyfert1' 'Sy1'],K. C. Chambers
2023yrg,20:46:47.813,-17:57:26.59,2023-12-03 05:00:10.944,04-Dec-2023,20.09,ABMag,w - P1,4.568,Galaxy,LEDA 3098372,['LEDA 3098372' '311.698' '-17.958' '4.568' 'inf' 'Galaxy' 'G'],K. C. Chambers
