TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2023ukq,07:13:18.350,+67:13:54.62,2023-10-03 09:40:21.999,2023-10-09,19.6159,ABMag,g - ZTF,0.425,Galaxy,Gaia DR3 1102200625198989696,"['Gaia DR3 1102200625198989696' '108.327' '67.232' '0.425' 'inf' 'Galaxy'
 'G']",A. Munoz-Arancibia,No
2023uji,00:42:46.503,-09:59:18.49,2023-10-07 09:31:18.336,2023-10-09,21.11,ABMag,w - P1,0.819,GtowardsCl,[SDG98] 1-2732,['[SDG98] 1-2732' '10.694' '-9.989' '0.819' 'inf' 'GtowardsCl' 'GiC'],K. C. Chambers,No
2023ukr,22:00:03.873,+44:09:46.16,2023-10-03 05:25:53.003,2023-10-09,20.126,ABMag,g - ZTF,1.066,Galaxy,2MASX J22000371+4409457,['2MASX J22000371+4409457' '330.016' '44.163' '1.066' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2023ujo,23:42:44.943,+09:45:45.56,2023-10-05 07:03:16.416,2023-10-09,21.34,ABMag,w - P1,1.824,GtowardsCl,DES J234244.85+094544.2,"['DES J234244.85+094544.2' '355.687' '9.762' '1.824' 'inf' 'GtowardsCl'
 'GiC']",K. C. Chambers,No
2023ukb,09:26:41.296,+57:55:37.51,2023-10-07 10:40:08.999,2023-10-09,19.2712,ABMag,g - ZTF,2.001,Galaxy,2MASX J09264108+5755378,['2MASX J09264108+5755378' '141.671' '57.927' '2.001' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,Yes
2023ujn,02:26:36.066,-26:38:03.88,2023-10-07 10:39:46.656,2023-10-09,21.11,ABMag,w - P1,2.227,Galaxy,2dFGRS TGS230Z236,['2dFGRS TGS230Z236' '36.65' '-26.634' '2.227' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2023uki,18:40:32.163,+26:16:01.94,2023-10-05 04:06:02.002,2023-10-09,19.9328,ABMag,g - ZTF,2.435,Galaxy,LEDA 2812057,['LEDA 2812057' '280.133' '26.268' '2.435' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2023ujr,17:08:25.282,+11:52:16.58,2023-10-08 06:32:42.144,2023-10-09,16.912,ABMag,cyan - ATLAS,2.734,Galaxy,LEDA   59680,['LEDA   59680' '257.105' '11.871' '2.734' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023uks,18:53:36.438,+66:13:52.37,2023-10-05 04:45:43.004,2023-10-09,19.5165,ABMag,g - ZTF,3.375,Galaxy,2MASX J18533649+6613555,['2MASX J18533649+6613555' '283.402' '66.232' '3.375' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2023ulc,06:59:39.258,+30:54:46.03,2023-10-08 14:04:37.920,2023-10-09,18.672,ABMag,orange - ATLAS,3.538,Galaxy,LEDA 1923407,['LEDA 1923407' '104.914' '30.912' '3.538' 'inf' 'Galaxy' 'G'],J. Tonry,No
