TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024isp,16:27:21.747,+27:01:22.99,2024-05-04 10:35:55.000,2024-05-13,20.8814,ABMag,g - ZTF,0.132,Galaxy,SDSS J162721.75+270122.8,['SDSS J162721.75+270122.8' '246.841' '27.023' '0.132' 'inf' 'Galaxy' 'G'],Eli Gendreau-Distler (UC Berkeley),Yes
2024isk,12:02:42.227,+10:25:43.33,2024-05-10 06:53:53.001,2024-05-13,19.3671,ABMag,g - ZTF,0.186,Galaxy,Gaia DR3 3918280320336549888,"['Gaia DR3 3918280320336549888' '180.676' '10.429' '0.186' 'inf' 'Galaxy'
 'G']",Jesper Sollerman (SU),No
2024isq,12:36:39.802,+04:07:58.67,2024-03-22 07:20:53.001,2024-05-13,19.617,ABMag,g - ZTF,0.303,Seyfert1,LEDA 1263945,['LEDA 1263945' '189.166' '4.133' '0.303' 'inf' 'Seyfert1' 'Sy1'],Jesper Sollerman (SU),Yes
2024iri,12:02:25.537,-00:05:05.97,2024-05-08 06:26:07.296,2024-05-13,20.69,ABMag,w - P1,0.359,Galaxy,MGC 27811,['MGC 27811' '180.606' '-0.085' '0.359' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024isn,11:01:50.627,+44:26:57.84,2024-04-12 08:19:39.002,2024-05-13,18.0834,ABMag,g - ZTF,0.895,Galaxy,SDSSCGB 100.2,['SDSSCGB 100.2' '165.461' '44.449' '0.895' 'inf' 'Galaxy' 'G'],Kate Bostow (UC Berkeley),Yes
2024irz,14:42:10.968,+12:56:33.31,2024-05-11 06:09:26.999,2024-05-13,19.5369,ABMag,r - ZTF,1.002,Galaxy,Z  75-116,['Z  75-116' '220.546' '12.943' '1.002' '0.598' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024irq,23:54:44.647,+13:59:41.09,2024-05-11 11:31:06.997,2024-05-13,19.0523,ABMag,r - ZTF,1.082,Galaxy,SDSS J235444.67+135940.0,['SDSS J235444.67+135940.0' '358.686' '13.994' '1.082' 'inf' 'Galaxy' 'G'],F. Forster,Yes
2024iro,16:02:28.046,+12:32:46.48,2024-05-12 08:54:30.004,2024-05-13,19.9928,ABMag,g - ZTF,1.516,Galaxy,2MASX J16022807+1232479,['2MASX J16022807+1232479' '240.617' '12.547' '1.516' 'inf' 'Galaxy' 'G'],F. Forster,Yes
2024iqu,21:43:12.185,-39:31:57.88,2024-05-12 01:26:18.816,2024-05-13,18.922,ABMag,cyan - ATLAS,1.522,Galaxy,LEDA  597123,['LEDA  597123' '325.801' '-39.533' '1.522' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024ira,12:02:12.165,-01:01:53.31,2024-05-08 06:26:07.296,2024-05-13,20.42,ABMag,w - P1,2.086,Galaxy,2dFGRS TGN313Z009,['2dFGRS TGN313Z009' '180.551' '-1.032' '2.086' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
