TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024ery,08:01:06.513,-66:09:15.02,2024-03-15 00:50:13.000,2024-03-21,18.03,ABMag,BG-q - BlackGem,0.75,HIIG,2MASX J08010650-6609147,['2MASX J08010650-6609147' '120.278' '-66.154' '0.75' 'inf' 'HIIG' 'H2G'],Galaxy,[VFT93] 0800-6600A,['[VFT93] 0800-6600A' '120.277' '-66.152' '9.02' 'inf' 'Galaxy' 'G'],H. Tranin,No
2024etg,10:36:35.236,-04:49:31.47,2024-03-20 04:39:00.000,2024-03-21,19.2954,ABMag,g - ZTF,0.763,Galaxy,2dFGRS TGN159Z129,['2dFGRS TGN159Z129' '159.147' '-4.826' '0.763' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,No
2024eta,17:52:50.084,+65:13:52.89,2024-03-20 10:20:19.003,2024-03-21,19.7339,ABMag,g - ZTF,1.035,Galaxy,LEDA 2675661,['LEDA 2675661' '268.208' '65.231' '1.035' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,No
2024esc,13:32:11.865,+10:52:08.89,2024-03-18 05:45:04.896,2024-03-21,18.923,ABMag,orange - ATLAS,1.087,Galaxy,LEDA 1385654,['LEDA 1385654' '203.049' '10.869' '1.087' 'inf' 'Galaxy' 'G'],,,,J. Tonry,Yes
2024eti,17:35:11.252,+55:17:45.71,2024-03-18 11:47:57.998,2024-03-21,19.4094,ABMag,r - ZTF,1.788,Galaxy,SDSS J173511.07+551744.8,['SDSS J173511.07+551744.8' '263.796' '55.296' '1.788' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,Yes
2024esk,17:21:14.268,-01:01:22.80,2024-03-20 11:55:03.648,2024-03-21,18.96,ABMag,r - ZTF,2.205,EmissionG,LEDA  161111,['LEDA  161111' '260.309' '-1.023' '2.205' '1.524' 'EmissionG' 'EmG'],,,,J. Nordin,No
2024etb,15:23:31.194,+05:03:08.99,2024-03-20 10:13:49.002,2024-03-21,19.5118,ABMag,g - ZTF,2.46,Galaxy,SDSS J152331.10+050306.9,['SDSS J152331.10+050306.9' '230.88' '5.052' '2.46' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,Yes
2024esh,15:38:21.812,+12:12:22.36,2024-03-20 11:04:50.880,2024-03-21,19.6392,ABMag,g - ZTF,3.273,Galaxy,MCG+02-40-007,['MCG+02-40-007' '234.591' '12.207' '3.273' '2.394' 'Galaxy' 'G'],,,,K. De (Caltech) on behalf of ZTF,Yes
2024esj,17:23:22.123,-00:16:59.02,2024-03-20 11:55:03.648,2024-03-21,19.77,ABMag,r - ZTF,3.325,LINER,LEDA   60189,['LEDA   60189' '260.841' '-0.284' '3.325' '3.029' 'LINER' 'LIN'],,,,J. Nordin,No
2024esv,15:55:46.873,+30:57:11.81,2024-03-20 12:08:04.998,2024-03-21,19.5188,ABMag,r - ZTF,3.859,Galaxy,LEDA 1925185,['LEDA 1925185' '238.944' '30.953' '3.859' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,Yes
2024esx,16:36:23.272,+35:05:18.14,2024-03-20 11:08:55.997,2024-03-21,20.3321,ABMag,g - ZTF,3.887,Galaxy,SDSS J163623.24+350521.9,['SDSS J163623.24+350521.9' '249.097' '35.089' '3.887' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,Yes
2024esg,05:39:17.247,-59:15:07.41,2024-02-17 01:51:05.000,2024-03-21,19.29,ABMag,BG-q - BlackGem,4.282,Galaxy,LEDA  147704,['LEDA  147704' '84.824' '-59.252' '4.282' 'inf' 'Galaxy' 'G'],,,,H. Tranin,No
2024erz,09:40:47.375,-65:18:10.20,2024-03-15 01:21:52.000,2024-03-21,18.6,ABMag,BG-q - BlackGem,4.891,Galaxy,2MASX J09404690-6518141,['2MASX J09404690-6518141' '145.195' '-65.304' '4.891' 'inf' 'Galaxy' 'G'],,,,H. Tranin,No
2024etc,15:51:02.893,+81:46:35.85,2024-03-20 05:21:32.999,2024-03-21,19.4721,ABMag,g - ZTF,5.813,GtowardsGroup,MCG+14-07-031,['MCG+14-07-031' '237.751' '81.777' '5.813' '2.624' 'GtowardsGroup' 'GiG'],,,,A. Munoz-Arancibia,No
2024esu,19:09:54.855,+41:59:58.15,2024-03-20 12:16:32.002,2024-03-21,19.9052,ABMag,r - ZTF,5.864,Galaxy,Gaia DR3 2102444323133025152,"['Gaia DR3 2102444323133025152' '287.479' '42.001' '5.864' 'inf' 'Galaxy'
 'G']",,,,A. Munoz-Arancibia,No
2024esi,15:47:20.894,+10:46:57.54,2024-03-20 11:04:50.880,2024-03-21,19.66,ABMag,g - ZTF,6.99,LINER,2MASX J15472095+1047045,['2MASX J15472095+1047045' '236.837' '10.785' '6.99' '4.999' 'LINER' 'LIN'],,,,J. Nordin,Yes
2024esz,17:15:29.520,+41:19:33.18,2024-03-20 11:22:55.001,2024-03-21,20.0346,ABMag,g - ZTF,8.112,Galaxy,LEDA 2179322,['LEDA 2179322' '258.87' '41.326' '8.112' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,No
