TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024uao,08:42:49.141,+35:26:08.31,2024-08-30 12:03:18.002,2024-09-01,19.5744,ABMag,r - ZTF,0.142,Galaxy,Gaia DR3 717334618758091904,"['Gaia DR3 717334618758091904' '130.705' '35.436' '0.142' 'inf' 'Galaxy'
 'G']",,,,Jesper Sollerman (SU),Yes
2024ubv,22:45:53.755,+00:23:11.18,2024-08-06 11:57:15.840,2024-09-01,20.81,ABMag,r - P1,1.302,Galaxy,SDSS J224553.67+002310.7,['SDSS J224553.67+002310.7' '341.474' '0.386' '1.302' 'inf' 'Galaxy' 'G'],,,,D. O. Jones (UC Santa Cruz),Yes
2024uad,02:24:32.329,-49:39:14.86,2024-08-30 13:04:03.072,2024-09-01,18.735,ABMag,orange - ATLAS,1.332,Galaxy,LEDA  474598,['LEDA  474598' '36.135' '-49.654' '1.332' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024uca,00:18:01.377,-30:30:16.82,2024-08-28 12:15:34.848,2024-09-01,19.72,ABMag,L - GOTO,2.077,Galaxy,2MASX J00180152-3030154,['2MASX J00180152-3030154' '4.506' '-30.504' '2.077' 'inf' 'Galaxy' 'G'],,,,A. Kumar,No
2024ual,00:24:58.812,-18:34:18.11,2024-08-27 12:07:57.792,2024-09-01,19.58,ABMag,w - P1,2.471,Galaxy,LEDA  866486,['LEDA  866486' '6.245' '-18.572' '2.471' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2024tzm,07:38:16.507,+59:48:46.43,2024-08-30 05:41:55.680,2024-09-01,17.69,ABMag,L - GOTO,2.658,Galaxy,MCG+10-11-107,['MCG+10-11-107' '114.568' '59.814' '2.658' 'inf' 'Galaxy' 'G'],,,,T. Killestein,No
2024tzs,19:47:55.227,-63:11:03.79,2024-08-30 11:47:17.952,2024-09-01,19.33,ABMag,L - GOTO,4.25,Galaxy,2MASX J19475569-6311009,['2MASX J19475569-6311009' '296.982' '-63.184' '4.25' 'inf' 'Galaxy' 'G'],,,,A. Kumar,No
2024uas,21:40:07.882,-54:07:28.25,2024-08-29 09:55:03.936,2024-09-01,19.87,ABMag,L - GOTO,4.309,GinPair,LEDA   67142,['LEDA   67142' '325.035' '-54.124' '4.309' 'inf' 'GinPair' 'GiP'],,,,A. Kumar,No
2024ubs,02:08:05.449,-18:51:38.35,2024-08-31 14:06:08.640,2024-09-01,21.28,ABMag,g - P1,4.41,Galaxy,LEDA  862858,['LEDA  862858' '32.023' '-18.859' '4.41' 'inf' 'Galaxy' 'G'],,,,D. O. Jones (UC Santa Cruz),No
2024uac,23:14:21.121,-66:09:27.17,2024-08-30 22:20:00.384,2024-09-01,19.032,ABMag,orange - ATLAS,4.603,Galaxy,LEDA  307003,['LEDA  307003' '348.586' '-66.159' '4.603' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024uai,07:32:18.780,+85:42:28.45,2024-08-31 10:56:58.004,2024-09-01,16.5789,ABMag,i - ZTF,5.04,GroupG,NAME NGC 2300 Group,['NAME NGC 2300 Group' '113.095' '85.707' '5.04' 'inf' 'GroupG' 'GrG'],ClG,BAX 113.0854+85.7089,['BAX 113.0854+85.7089' '113.079' '85.71' '6.555' 'inf' 'ClG' 'ClG'],Nabeel Rehemtulla (CIERA,No
2024ubx,02:47:20.770,+07:14:53.13,2024-08-31 16:18:27.072,2024-09-01,19.36,ABMag,L - GOTO,5.094,Galaxy,LEDA 3091687,['LEDA 3091687' '41.837' '7.249' '5.094' 'inf' 'Galaxy' 'G'],,,,A. Kumar,No
2024uak,22:04:21.754,-10:46:49.30,2024-08-27 08:59:47.040,2024-09-01,20.59,ABMag,w - P1,5.263,Galaxy,LEDA  973832,['LEDA  973832' '331.09' '-10.781' '5.263' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2024tzu,18:33:30.896,-54:33:16.43,2024-08-30 11:46:24.384,2024-09-01,19.63,ABMag,L - GOTO,6.255,Galaxy,LEDA  418312,['LEDA  418312' '278.376' '-54.555' '6.255' 'inf' 'Galaxy' 'G'],,,,A. Kumar,No
2024ubo,23:32:55.381,-00:19:01.71,2024-08-31 10:30:45.792,2024-09-01,20.36,ABMag,g - P1,6.995,Galaxy,SDSS J233254.91-001901.7,['SDSS J233254.91-001901.7' '353.229' '-0.317' '6.995' 'inf' 'Galaxy' 'G'],,,,D. O. Jones (UC Santa Cruz),Yes
2024ucd,22:34:32.390,+18:10:00.03,2024-08-31 13:51:37.728,2024-09-01,19.32,ABMag,L - GOTO,9.142,Galaxy,LEDA 1551940,['LEDA 1551940' '338.637' '18.165' '9.142' 'inf' 'Galaxy' 'G'],,,,A. Kumar,No
2024uce,02:31:55.053,-50:48:37.58,2024-08-31 13:32:55.392,2024-09-01,19.55,ABMag,L - GOTO,9.594,Galaxy,LEDA  462789,['LEDA  462789' '37.977' '-50.808' '9.594' 'inf' 'Galaxy' 'G'],,,,A. Kumar,No
