TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024sss,02:55:56.674,-10:34:49.09,2024-08-23 10:59:56.999,2024-08-26,19.8143,ABMag,g - ZTF,1.421,Galaxy,LEDA  976455,['LEDA  976455' '43.986' '-10.581' '1.421' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024sto,21:58:43.234,-55:17:53.77,2024-08-25 06:10:01.344,2024-08-26,18.813,ABMag,orange - ATLAS,1.436,Galaxy,LEDA  410754,['LEDA  410754' '329.681' '-55.298' '1.436' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024stj,01:11:42.061,-62:47:07.93,2024-08-25 08:05:05.568,2024-08-26,17.311,ABMag,orange - ATLAS,1.538,Galaxy,LEDA  339838,['LEDA  339838' '17.925' '-62.786' '1.538' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024stw,06:04:57.878,-61:48:57.66,2024-08-14 10:11:00.000,2024-08-26,18.74,ABMag,BG-q - BlackGem,1.609,Galaxy,LEDA  352135,['LEDA  352135' '91.242' '-61.816' '1.609' 'inf' 'Galaxy' 'G'],S. Faris,No
2024ssn,01:29:59.370,+00:29:29.56,2024-08-21 08:33:16.001,2024-08-26,19.2727,ABMag,g - ZTF,1.648,GtowardsCl,LEDA 3092469,['LEDA 3092469' '22.497' '0.491' '1.648' 'inf' 'GtowardsCl' 'GiC'],Jesper Sollerman (SU),Yes
2024stk,20:59:14.571,+22:33:44.73,2024-08-22 07:50:33.000,2024-08-26,19.706,ABMag,r - ZTF,2.305,Galaxy,LEDA 1672243,['LEDA 1672243' '314.811' '22.563' '2.305' 'inf' 'Galaxy' 'G'],I. Pérez-Fournon,No
2024ssl,21:25:20.350,+15:35:15.26,2024-08-25 06:35:16.000,2024-08-26,18.714,ABMag,g - ZTF,2.35,Galaxy,2MASX J21252048+1535150,['2MASX J21252048+1535150' '321.335' '15.588' '2.35' 'inf' 'Galaxy' 'G'], I. Pérez-Fournon,No
2024ste,23:27:44.760,-11:23:42.78,2024-08-11 12:36:06.048,2024-08-26,20.77,ABMag,w - P1,2.363,Galaxy,LEDA  966315,['LEDA  966315' '351.936' '-11.395' '2.363' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024stg,02:31:14.022,-24:34:37.60,2024-08-15 13:46:00.768,2024-08-26,21.12,ABMag,w - P1,2.921,Galaxy,LEDA  788476,['LEDA  788476' '37.808' '-24.578' '2.921' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024ssw,00:26:42.700,+23:33:15.89,2024-08-25 09:37:30.000,2024-08-26,19.86,ABMag,r - ZTF,3.11,Galaxy,LEDA 1689409,['LEDA 1689409' '6.678' '23.555' '3.11' 'inf' 'Galaxy' 'G'],I. Pérez-Fournon,No
2024stz,01:19:25.808,-33:25:23.11,2024-08-25 08:28:15.000,2024-08-26,18.59,ABMag,BG-q - BlackGem,3.393,Galaxy,2dFGRS TGS506Z208,['2dFGRS TGS506Z208' '19.858' '-33.424' '3.393' 'inf' 'Galaxy' 'G'],S. Faris,No
2024sso,23:27:34.202,-25:35:57.79,2024-08-22 09:02:36.003,2024-08-26,19.1368,ABMag,g - ZTF,3.456,Galaxy,2dFGRS TGS128Z140,['2dFGRS TGS128Z140' '351.892' '-25.6' '3.456' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024srx,16:45:55.612,+27:31:04.86,2024-08-24 04:49:16.999,2024-08-26,20.1986,ABMag,g - ZTF,3.62,Galaxy,Z 168-34,['Z 168-34' '251.483' '27.518' '3.62' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024ssy,01:57:33.029,-02:02:35.70,2024-08-06 10:39:44.003,2024-08-26,20.4113,ABMag,g - ZTF,3.646,EmissionG,LEDA  174481,['LEDA  174481' '29.388' '-2.043' '3.646' 'inf' 'EmissionG' 'EmG'],Jesper Sollerman (SU),No
2024sty,22:48:34.219,-29:33:30.94,2024-08-25 04:09:26.208,2024-08-26,18.787,ABMag,orange - ATLAS,3.757,EmissionG,LEDA  198603,['LEDA  198603' '342.141' '-29.559' '3.757' 'inf' 'EmissionG' 'EmG'],J. Tonry,No
2024sui,20:08:10.557,-43:09:54.02,2024-08-25 18:12:23.040,2024-08-26,18.777,ABMag,orange - ATLAS,6.885,EmissionG,LEDA  552283,['LEDA  552283' '302.043' '-43.167' '6.885' 'inf' 'EmissionG' 'EmG'],J. Tonry,No
2024ssp,22:58:36.889,-24:52:43.10,2024-08-13 10:00:35.003,2024-08-26,20.7847,ABMag,r - ZTF,9.108,Galaxy,2dFGRS TGS069Z302,['2dFGRS TGS069Z302' '344.651' '-24.879' '9.108' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024stm,05:15:54.877,-49:23:59.74,2024-08-24 07:46:19.776,2024-08-26,18.377,ABMag,orange - ATLAS,9.676,Galaxy,LEDA  477305,['LEDA  477305' '78.982' '-49.399' '9.676' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024sst,23:05:56.430,+16:28:22.05,2024-08-25 07:20:27.997,2024-08-26,19.5968,ABMag,g - ZTF,9.684,Galaxy,LEDA 1509618,['LEDA 1509618' '346.488' '16.473' '9.684' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
