TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024cvc,08:31:42.916,+27:40:44.58,2024-02-15 21:58:58.944,2024-02-17,19.42,ABMag,L - GOTO,0.829,QSO,SDSS J083142.97+274044.6,['SDSS J083142.97+274044.6' '127.929' '27.679' '0.829' 'inf' 'QSO' 'QSO'],,,,K. Ulaczyk,Yes
2024cvy,13:10:50.941,-20:57:19.37,2024-02-15 13:54:09.792,2024-02-17,20.22,ABMag,w - P1,1.338,InteractingG,ESO 576-4,['ESO 576-4' '197.712' '-20.956' '1.338' 'inf' 'InteractingG' 'IG'],,,,K. C. Chambers,No
2024cwg,09:26:58.588,+20:09:29.62,2024-02-14 06:57:54.999,2024-02-17,20.0353,ABMag,g - ZTF,1.639,Galaxy,LEDA 1618308,['LEDA 1618308' '141.745' '20.158' '1.639' 'inf' 'Galaxy' 'G'],,,,F. Forster,Yes
2024cvn,13:05:26.403,-22:55:24.13,2024-02-14 11:16:48.000,2024-02-17,20.19,ABMag,g - ZTF,2.623,Galaxy,LEDA  807096,['LEDA  807096' '196.359' '-22.923' '2.623' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024cwf,13:08:35.002,-23:51:36.42,2024-02-12 12:01:50.998,2024-02-17,20.213,ABMag,g - ZTF,2.748,Galaxy,LEDA  796231,['LEDA  796231' '197.147' '-23.86' '2.748' 'inf' 'Galaxy' 'G'],,,,F. Forster,No
2024cvp,13:57:26.063,-16:28:31.37,2024-02-16 12:34:33.600,2024-02-17,19.91,ABMag,r - ZTF,2.77,EmissionG,LEDA  897685,['LEDA  897685' '209.359' '-16.475' '2.77' 'inf' 'EmissionG' 'EmG'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024cve,11:11:20.708,-04:58:54.59,2024-02-14 07:35:02.400,2024-02-17,20,ABMag,g - ZTF,2.9,Galaxy,2dFGRS TGN166Z065,['2dFGRS TGN166Z065' '167.836' '-4.982' '2.9' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024cwb,17:57:11.290,+38:14:24.24,2024-02-16 12:19:19.998,2024-02-17,20.0636,ABMag,g - ZTF,3.337,Galaxy,LEDA 2121630,['LEDA 2121630' '269.298' '38.239' '3.337' 'inf' 'Galaxy' 'G'],,,,F. Forster,No
2024cwn,09:43:10.272,-26:18:30.44,2024-02-15 09:05:55.968,2024-02-17,19.93,ABMag,w - P1,4.64,Galaxy,LEDA  769257,['LEDA  769257' '145.794' '-26.308' '4.64' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2024cvf,10:12:45.623,-02:38:12.76,2024-02-15 09:29:21.696,2024-02-17,19.27,ABMag,w - P1,6.155,GtowardsGroup,2dFGRS TGN218Z267,"['2dFGRS TGN218Z267' '153.192' '-2.636' '6.155' 'inf' 'GtowardsGroup'
 'GiG']",,,,K. C. Chambers,No
2024cuy,14:55:57.526,+22:05:31.31,2024-01-17 12:25:13.728,2024-02-17,19.5204,ABMag,r - ZTF,6.245,Galaxy,LEDA 1663376,['LEDA 1663376' '223.99' '22.094' '6.245' 'inf' 'Galaxy' 'G'],,,,K. De (Caltech) on behalf of ZTF,Yes
2024cvu,13:33:11.198,-12:30:18.71,2024-02-08 14:20:21.408,2024-02-17,21.38,ABMag,w - P1,6.246,Galaxy,2MASX J13331145-1230236,['2MASX J13331145-1230236' '203.298' '-12.507' '6.246' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2024cvi,12:50:05.124,-14:43:56.78,2024-02-15 12:51:07.200,2024-02-17,19,ABMag,w - P1,7.331,GtowardsGroup,MCG-02-33-017,['MCG-02-33-017' '192.52' '-14.733' '7.331' '1.975' 'GtowardsGroup' 'GiG'],,,,K. C. Chambers,No
2024cvd,10:08:53.539,+40:06:27.04,2024-02-16 10:22:41.952,2024-02-17,19.769,ABMag,g - ZTF,7.385,Galaxy,2MASX J10085384+4006207,['2MASX J10085384+4006207' '152.224' '40.106' '7.385' 'inf' 'Galaxy' 'G'],,,,K. De (Caltech) on behalf of ZTF,Yes
2024cvb,10:12:48.024,-02:41:21.65,2024-02-16 00:28:48.000,2024-02-17,18.69,ABMag,L - GOTO,7.902,GtowardsGroup,MCG+00-26-029,['MCG+00-26-029' '153.202' '-2.688' '7.902' 'inf' 'GtowardsGroup' 'GiG'],ClG,[SPD2011] 44489,['[SPD2011] 44489' '153.202' '-2.688' '8.012' 'inf' 'ClG' 'ClG'],G. Ramsay,No
2024cvv,12:37:05.403,-10:35:05.15,2024-02-15 12:49:15.744,2024-02-17,21.17,ABMag,w - P1,9.567,Galaxy,LEDA  976423,['LEDA  976423' '189.275' '-10.583' '9.567' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2024cvh,13:00:37.336,-07:48:50.20,2024-02-15 12:53:55.680,2024-02-17,20.56,ABMag,w - P1,9.726,Galaxy,2MASX J13003749-0748410,['2MASX J13003749-0748410' '195.156' '-7.811' '9.726' '6.244' 'Galaxy' 'G'],,,,K. C. Chambers,No
