TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024ikg,14:02:27.785,+54:19:46.73,2024-04-04 09:51:46.944,2024-05-09,20.5086,ABMag,g - ZTF,0.248,GtowardsGroup,SDSSCGB 967.6,['SDSSCGB 967.6' '210.616' '54.33' '0.248' 'inf' 'GtowardsGroup' 'GiG'],Compact_Gr_G,SDSSCGB 967,['SDSSCGB 967' '210.617' '54.33' '2.948' 'inf' 'Compact_Gr_G' 'CGG'],PartofG,NGC  5449,['NGC  5449' '210.613' '54.33' '6.69' 'inf' 'PartofG' 'PoG'],K. De (Caltech) on behalf of ZTF,No
2024iin,05:46:56.420,-28:24:03.49,2024-05-02 08:34:04.800,2024-05-09,17.88,ABMag,G - Gaia,0.557,Galaxy,LEDA  742120,['LEDA  742120' '86.735' '-28.401' '0.557' 'inf' 'Galaxy' 'G'],,,,,,,S.T. Hodgkin,No
2024ijp,13:10:25.330,+06:20:02.80,2024-05-06 06:00:00.000,2024-05-09,17.7,ABMag,g - Sloan,0.846,Seyfert2,2MASX J13102529+0620035,"['2MASX J13102529+0620035' '197.606' '6.334' '0.846' 'inf' 'Seyfert2'
 'Sy2']",,,,,,,K. Z. Stanek,Yes
2024iis,16:20:57.794,+07:10:08.04,2024-05-06 10:30:33.998,2024-05-09,19.9226,ABMag,g - ZTF,0.865,Galaxy,2MASX J16205785+0710086,['2MASX J16205785+0710086' '245.241' '7.169' '0.865' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),Yes
2024ihg,10:27:27.867,+53:30:53.18,2024-05-07 04:26:10.003,2024-05-09,19.7938,ABMag,g - ZTF,0.894,Galaxy,SDSS J102727.96+533053.2,['SDSS J102727.96+533053.2' '156.867' '53.515' '0.894' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),Yes
2024iku,11:12:56.190,+00:09:55.53,2024-05-07 04:07:41.664,2024-05-09,19.6607,ABMag,g - ZTF,1.412,Galaxy,Z  11-26,['Z  11-26' '168.235' '0.165' '1.412' 'inf' 'Galaxy' 'G'],,,,,,,K. De (Caltech) on behalf of ZTF,Yes
2024iik,11:25:42.354,-24:47:30.26,2024-05-03 06:47:27.744,2024-05-09,20.51,ABMag,w - P1,1.459,Galaxy,LEDA  786071,['LEDA  786071' '171.426' '-24.791' '1.459' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024ihh,09:46:33.441,+48:09:55.56,2024-05-07 04:21:24.001,2024-05-09,19.7839,ABMag,g - ZTF,1.497,Galaxy,LEDA 2311761,['LEDA 2311761' '146.639' '48.166' '1.497' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),No
2024ijo,05:59:02.510,-52:27:04.14,2024-05-06 23:16:48.000,2024-05-09,17.2,ABMag,g - Sloan,1.727,GtowardsGroup,2MASX J05590268-5227029,"['2MASX J05590268-5227029' '89.761' '-52.451' '1.727' '1.112'
 'GtowardsGroup' 'GiG']",,,,,,,K. Z. Stanek,No
2024iii,16:00:18.721,+03:44:32.67,2024-05-03 11:46:48.576,2024-05-09,20.76,ABMag,w - P1,2.077,Galaxy,2MASX J16001889+0344327,['2MASX J16001889+0344327' '240.079' '3.742' '2.077' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,Yes
2024ihz,11:11:15.938,+32:41:46.00,2024-05-04 08:06:20.736,2024-05-09,20.66,ABMag,w - P1,2.515,GtowardsCl,DES J111116.11+324145.0,"['DES J111116.11+324145.0' '167.817' '32.696' '2.515' 'inf' 'GtowardsCl'
 'GiC']",,,,,,,K. C. Chambers,No
2024ijh,08:57:37.101,+01:28:50.82,2024-05-08 06:12:42.912,2024-05-09,20.67,ABMag,g - P1,2.59,Galaxy,SDSS J085737.25+012849.5,['SDSS J085737.25+012849.5' '134.405' '1.48' '2.59' 'inf' 'Galaxy' 'G'],,,,,,,D. O. Jones (UC Santa Cruz),No
2024ijr,10:11:09.017,+24:57:28.70,2024-04-03 05:59:02.976,2024-05-09,20.09,ABMag,w - P1,3.912,Galaxy,LEDA 1721245,['LEDA 1721245' '152.789' '24.958' '3.912' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,Yes
2024iij,14:00:31.130,+07:33:48.90,2024-05-03 08:08:41.568,2024-05-09,21.2,ABMag,w - P1,4.124,Galaxy,LEDA 1325062,['LEDA 1325062' '210.13' '7.565' '4.124' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,Yes
2024ijx,09:56:43.830,-09:55:47.11,2024-04-10 05:59:59.136,2024-05-09,19.27,ABMag,w - P1,4.507,InteractingG,6dFGS gJ095643.8-095543,"['6dFGS gJ095643.8-095543' '149.183' '-9.929' '4.507' 'inf' 'InteractingG'
 'IG']",InteractingG,[GWB2009] 44635,['[GWB2009] 44635' '149.183' '-9.928' '6.987' 'inf' 'InteractingG' 'IG'],,,,K. C. Chambers,No
2024iiw,17:03:04.386,+08:19:16.16,2024-05-02 13:51:56.736,2024-05-09,20.8,ABMag,w - P1,4.663,Galaxy,LEDA 1344423,['LEDA 1344423' '255.77' '8.321' '4.663' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024ikk,14:01:00.360,+02:52:48.06,2024-05-06 09:45:39.744,2024-05-09,20.68,ABMag,i - P1,5.99,Galaxy,[PSR2004] 1916,['[PSR2004] 1916' '210.25' '2.879' '5.99' 'inf' 'Galaxy' 'G'],Galaxy,[RPS2006] ACO 1835  8,['[RPS2006] ACO 1835  8' '210.25' '2.879' '6.026' 'inf' 'Galaxy' 'G'],LensedG,[RSK2010] A 1835 7.2,['[RSK2010] A 1835 7.2' '210.254' '2.88' '9.812' 'inf' 'LensedG' 'LeG'],D. O. Jones (UC Santa Cruz),No
2024ihv,11:22:10.423,+05:25:09.54,2024-05-06 06:24:59.904,2024-05-09,20.91,ABMag,w - P1,6.497,Galaxy,2MASX J11221042+0525028,['2MASX J11221042+0525028' '170.543' '5.418' '6.497' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,Yes
2024ijw,11:38:24.124,-11:55:53.42,2024-04-10 07:22:01.344,2024-05-09,19.56,ABMag,w - P1,7.154,Galaxy,6dFGS gJ113823.9-115547,['6dFGS gJ113823.9-115547' '174.6' '-11.93' '7.154' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024ihu,11:51:06.868,+03:02:08.43,2024-05-06 06:51:29.664,2024-05-09,20.61,ABMag,w - P1,8.641,Galaxy,SDSS J115106.98+030159.9,['SDSS J115106.98+030159.9' '177.779' '3.033' '8.641' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,Yes
2024ijv,16:10:59.100,+04:51:19.18,2024-04-10 11:33:46.656,2024-05-09,20.91,ABMag,w - P1,8.667,Seyfert1,2MASS J16105965+0451177,"['2MASS J16105965+0451177' '242.749' '4.855' '8.667' 'inf' 'Seyfert1'
 'Sy1']",,,,,,,K. C. Chambers,Yes
2024iih,14:53:22.975,-19:30:58.09,2024-05-03 09:40:25.248,2024-05-09,21.09,ABMag,w - P1,9.303,Galaxy,LEDA  854170,['LEDA  854170' '223.348' '-19.517' '9.303' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
