TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2023ysd,16:18:32.450,+49:59:35.74,2023-12-01 19:10:33.600,2023-12-06,18.96,ABMag,G - Gaia,0.041,QSO,SDSS J161832.44+495935.8,['SDSS J161832.44+495935.8' '244.635' '49.993' '0.041' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,Yes
2023ysg,15:35:47.130,+43:22:45.01,2023-12-02 07:20:38.400,2023-12-06,18.55,ABMag,G - Gaia,0.058,BLLac,[VV2006] J153547.1+432244,"['[VV2006] J153547.1+432244' '233.946' '43.379' '0.058' 'inf' 'BLLac'
 'BLL']",S.T. Hodgkin,Yes
2023ywc,04:54:02.147,-00:42:47.88,2023-12-02 22:55:04.224,2023-12-06,19,ABMag,orange - ATLAS,0.115,Galaxy,Gaia DR3 3226730353060745728,"['Gaia DR3 3226730353060745728' '73.509' '-0.713' '0.115' 'inf' 'Galaxy'
 'G']",J. Tonry,No
2023yxd,00:20:55.096,-26:10:36.76,2023-12-03 21:20:25.152,2023-12-06,18.999,ABMag,orange - ATLAS,0.169,GtowardsCl,LARCS a0022r08-1006,['LARCS a0022r08-1006' '5.23' '-26.177' '0.169' 'inf' 'GtowardsCl' 'GiC'],J. Tonry,No
2023yxk,02:19:14.789,-36:05:27.62,2023-12-03 19:01:56.928,2023-12-06,19.174,ABMag,orange - ATLAS,0.207,Galaxy,6dFGS gJ021914.8-360528,['6dFGS gJ021914.8-360528' '34.812' '-36.091' '0.207' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023yvn,02:00:29.592,-31:27:29.13,2023-12-02 01:26:44.736,2023-12-06,19.259,ABMag,orange - ATLAS,0.212,Galaxy,2dFGRS TGS457Z114,['2dFGRS TGS457Z114' '30.123' '-31.458' '0.212' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023yrr,11:56:36.742,+12:22:35.04,2023-12-03 14:55:52.896,2023-12-06,18.679,ABMag,orange - ATLAS,0.454,Galaxy,LEDA 1408412,['LEDA 1408412' '179.153' '12.376' '0.454' 'inf' 'Galaxy' 'G'],J. Tonry,Yes
2023ywx,11:07:52.890,+44:21:44.91,2023-12-04 14:04:33.600,2023-12-06,18.875,ABMag,orange - ATLAS,0.565,Galaxy,SDSS J110752.83+442144.8,['SDSS J110752.83+442144.8' '166.97' '44.362' '0.565' 'inf' 'Galaxy' 'G'],J. Tonry,Yes
2023yvp,03:09:54.727,-34:37:49.10,2023-12-02 02:26:52.800,2023-12-06,19.576,ABMag,orange - ATLAS,0.606,AGN,AT20G J030954-343748,['AT20G J030954-343748' '47.478' '-34.63' '0.606' 'inf' 'AGN' 'AGN'],J. Tonry,No
2023yud,10:22:36.586,+44:17:53.29,2023-12-04 13:02:02.112,2023-12-06,18.596,ABMag,orange - ATLAS,0.635,Galaxy,SDSS J102236.52+441753.2,['SDSS J102236.52+441753.2' '155.652' '44.298' '0.635' 'inf' 'Galaxy' 'G'],J. Tonry,Yes
2023yxo,05:57:45.316,-29:40:13.75,2023-12-05 04:54:47.808,2023-12-06,19.399,ABMag,orange - ATLAS,0.65,Seyfert2,LEDA 3081147,['LEDA 3081147' '89.439' '-29.67' '0.65' 'inf' 'Seyfert2' 'Sy2'],J. Tonry,No
2023yxh,03:23:27.267,+05:48:58.79,2023-12-04 02:25:35.904,2023-12-06,19.836,ABMag,orange - ATLAS,0.773,Galaxy,LAMOST J032327.23+054859.4,['LAMOST J032327.23+054859.4' '50.863' '5.817' '0.773' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023yxr,05:10:56.143,-26:08:25.94,2023-12-05 04:32:31.200,2023-12-06,19.305,ABMag,orange - ATLAS,1.134,AGN,AT20G J051056-260826,['AT20G J051056-260826' '77.734' '-26.141' '1.134' 'inf' 'AGN' 'AGN'],J. Tonry,No
2023ytu,05:10:15.990,-37:40:31.84,2023-12-02 07:49:08.256,2023-12-06,18.952,ABMag,orange - ATLAS,1.166,Galaxy,LEDA  619448,['LEDA  619448' '77.567' '-37.676' '1.166' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023ytg,00:02:12.387,+34:31:26.79,2023-10-18 06:36:25.056,2023-12-06,21.62,ABMag,w - P1,1.221,Galaxy,LEDA 2050531,['LEDA 2050531' '0.552' '34.524' '1.221' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2023yxm,03:18:25.737,-37:00:05.60,2023-12-05 02:32:47.904,2023-12-06,19.454,ABMag,orange - ATLAS,1.274,EmissionG,6dFGS gJ031825.8-370006,"['6dFGS gJ031825.8-370006' '49.608' '-37.002' '1.274' 'inf' 'EmissionG'
 'EmG']",J. Tonry,No
2023ytv,04:12:05.901,-31:21:40.72,2023-12-02 03:18:25.056,2023-12-06,19.167,ABMag,orange - ATLAS,1.481,Galaxy,LEDA  706076,['LEDA  706076' '63.024' '-31.361' '1.481' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023yto,04:28:52.738,-26:15:05.69,2023-12-05 03:58:40.800,2023-12-06,19.697,ABMag,orange - ATLAS,1.553,Galaxy,LEDA  769863,['LEDA  769863' '67.22' '-26.252' '1.553' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023yvu,01:13:33.550,-30:11:10.56,2023-12-02 01:01:26.688,2023-12-06,19.677,ABMag,orange - ATLAS,1.794,Galaxy,2dFGRS TGS375Z121,['2dFGRS TGS375Z121' '18.39' '-30.187' '1.794' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023yta,03:28:34.108,-00:35:17.14,2023-12-04 11:51:20.736,2023-12-06,18.46,ABMag,g - P1,1.807,Seyfert1,2MASX J03283402-0035183,"['2MASX J03283402-0035183' '52.142' '-0.588' '1.807' 'inf' 'Seyfert1'
 'Sy1']",D. O. Jones (UC Santa Cruz),Yes
2023yun,00:29:52.180,+14:28:16.67,2023-12-02 18:56:53.664,2023-12-06,19.096,ABMag,orange - ATLAS,1.91,Galaxy,SDSS J002952.22+142814.8,['SDSS J002952.22+142814.8' '7.468' '14.471' '1.91' 'inf' 'Galaxy' 'G'],J. Tonry,Yes
2023ysn,02:19:00.704,-26:33:40.10,2023-12-02 01:40:37.632,2023-12-06,19.808,ABMag,orange - ATLAS,2.295,Galaxy,6dFGS gJ021900.9-263341,['6dFGS gJ021900.9-263341' '34.753' '-26.562' '2.295' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023yss,02:19:57.646,-29:32:14.94,2023-12-02 01:40:37.632,2023-12-06,19.241,ABMag,orange - ATLAS,2.361,Galaxy,2dFGRS TGS308Z172,['2dFGRS TGS308Z172' '34.99' '-29.538' '2.361' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023yrv,03:14:19.366,-09:44:25.09,2023-12-02 21:38:18.240,2023-12-06,17.871,ABMag,orange - ATLAS,2.386,Galaxy,2MASX J03141918-0944238,['2MASX J03141918-0944238' '48.58' '-9.74' '2.386' '2.724' 'Galaxy' 'G'],J. Tonry,No
2023ysm,22:55:50.028,-52:39:03.52,2023-12-03 01:03:48.384,2023-12-06,18.177,ABMag,orange - ATLAS,2.529,Galaxy,LEDA  440739,['LEDA  440739' '343.96' '-52.651' '2.529' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023yub,03:38:37.154,-60:48:44.91,2023-12-03 03:45:00.864,2023-12-06,19.262,ABMag,orange - ATLAS,3.1,Galaxy,LEDA  360274,['LEDA  360274' '54.655' '-60.812' '3.1' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023yvs,01:28:56.025,-30:55:44.28,2023-12-02 01:01:26.688,2023-12-06,19.319,ABMag,orange - ATLAS,3.761,Galaxy,2dFGRS TGS379Z258,['2dFGRS TGS379Z258' '22.235' '-30.929' '3.761' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023ywg,02:35:40.663,+03:18:31.94,2023-12-02 20:34:54.048,2023-12-06,18.795,ABMag,orange - ATLAS,3.876,Galaxy,LEDA 1249589,['LEDA 1249589' '38.919' '3.31' '3.876' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023ysy,03:46:39.697,-47:56:52.39,2023-12-03 03:50:55.104,2023-12-06,19.065,ABMag,orange - ATLAS,3.956,Galaxy,LEDA  493382,['LEDA  493382' '56.666' '-47.947' '3.956' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023yuj,00:40:34.427,-08:50:01.52,2023-11-29 20:15:31.104,2023-12-06,18.178,ABMag,orange - ATLAS,4.276,GtowardsCl,2MASX J00403438-0850055,"['2MASX J00403438-0850055' '10.143' '-8.835' '4.276' 'inf' 'GtowardsCl'
 'GiC']",J. Tonry,Yes
2023yso,02:50:47.232,-64:46:25.59,2023-11-28 21:45:58.752,2023-12-06,18.438,ABMag,orange - ATLAS,4.431,Galaxy,LEDA  319358,['LEDA  319358' '42.697' '-64.775' '4.431' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023ytr,23:41:26.587,-37:12:52.83,2023-12-03 21:16:22.368,2023-12-06,18.885,ABMag,orange - ATLAS,4.446,Galaxy,LEDA  626752,['LEDA  626752' '355.36' '-37.214' '4.446' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023yuf,05:15:33.777,-38:46:37.42,2023-11-29 05:00:54.144,2023-12-06,18.824,ABMag,orange - ATLAS,4.574,Galaxy,LEDA  605329,['LEDA  605329' '78.892' '-38.778' '4.574' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023yul,00:50:10.956,-03:53:51.88,2023-12-02 19:16:39.072,2023-12-06,18.609,ABMag,orange - ATLAS,4.803,Galaxy,LEDA 1065472,['LEDA 1065472' '12.547' '-3.899' '4.803' 'inf' 'Galaxy' 'G'],J. Tonry,No
