TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2019aauu,14:54:00.877,-12:01:54.09,2019-01-10 13:06:14.400,2024-03-06,20.03,ABMag,g - ZTF,0.045,Blazar,3HSP J145400.9-120154,['3HSP J145400.9-120154' '223.504' '-12.032' '0.045' 'inf' 'Blazar' 'Bla'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2018mmq,11:22:55.195,+16:00:40.63,2018-05-04 06:08:38.400,2024-03-06,19.45,ABMag,r - ZTF,0.048,Seyfert1,1RXS J112255.0+160044,['1RXS J112255.0+160044' '170.73' '16.011' '0.048' 'inf' 'Seyfert1' 'Sy1'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2022aers,07:46:40.407,+15:14:01.67,2022-10-01 11:49:55.200,2024-03-06,20.93,ABMag,g - ZTF,0.131,Galaxy,SDSSCGB 17883.3,['SDSSCGB 17883.3' '116.668' '15.234' '0.131' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2019aaut,14:10:44.155,+07:05:15.61,2019-04-02 07:35:02.400,2024-03-06,20.64,ABMag,g - ZTF,0.167,Seyfert1,SDSS J141044.14+070515.5,"['SDSS J141044.14+070515.5' '212.684' '7.088' '0.167' 'inf' 'Seyfert1'
 'Sy1']",,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2021aibf,10:34:18.458,+15:39:36.96,2021-01-09 09:33:07.200,2024-03-06,20.8,ABMag,g - ZTF,0.242,QSO,2MASS J10341848+1539366,['2MASS J10341848+1539366' '158.577' '15.66' '0.242' 'inf' 'QSO' 'QSO'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2019aauq,13:13:30.642,+00:47:27.60,2019-01-04 11:58:33.600,2024-03-06,20.29,ABMag,g - ZTF,0.3,Seyfert1,2QZ J131330.6+004727,['2QZ J131330.6+004727' '198.378' '0.791' '0.3' 'inf' 'Seyfert1' 'Sy1'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2020afht,11:48:43.565,+22:07:09.07,2020-02-19 09:34:33.600,2024-03-06,20.6,ABMag,g - ZTF,0.313,QSO,SDSS J114843.54+220708.8,['SDSS J114843.54+220708.8' '177.181' '22.119' '0.313' 'inf' 'QSO' 'QSO'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2021aibg,10:32:57.048,-27:07:30.03,2021-02-08 08:00:57.600,2024-03-06,19.09,ABMag,r - ZTF,0.375,Seyfert1,LEDA  759477,['LEDA  759477' '158.238' '-27.125' '0.375' 'inf' 'Seyfert1' 'Sy1'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023adpd,03:53:08.405,+82:56:31.86,2023-12-15 11:39:50.400,2024-03-06,20.1,ABMag,g - ZTF,0.467,Blazar,2MASS J03530849+8256313,['2MASS J03530849+8256313' '58.286' '82.942' '0.467' 'inf' 'Blazar' 'Bla'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2019aaur,12:25:12.368,+09:54:20.35,2019-06-24 04:36:28.800,2024-03-06,20.28,ABMag,g - ZTF,0.507,QSO,LBQS 1222+1010,['LBQS 1222+1010' '186.301' '9.906' '0.507' 'inf' 'QSO' 'QSO'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024duz,10:01:54.870,+53:15:36.20,2024-03-05 08:51:57.888,2024-03-06,18.6538,ABMag,r - ZTF,0.52,RadioG,2MASX J10015488+5315363,['2MASX J10015488+5315363' '150.479' '53.26' '0.52' 'inf' 'RadioG' 'rG'],,,,K. De (Caltech) on behalf of ZTF,Yes
2024dvt,13:03:55.602,-16:35:17.46,2024-03-05 10:33:36.000,2024-03-06,19.8,ABMag,r - ZTF,0.541,Galaxy,LEDA  896221,['LEDA  896221' '195.982' '-16.588' '0.541' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023adpi,11:20:33.408,+21:24:48.03,2023-05-13 06:11:31.200,2024-03-06,20.41,ABMag,g - ZTF,0.541,QSO,SDSS J112033.37+212448.1,['SDSS J112033.37+212448.1' '170.139' '21.413' '0.541' 'inf' 'QSO' 'QSO'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2018mmr,11:30:53.540,+16:03:22.73,2018-04-19 06:02:52.800,2024-03-06,19.74,ABMag,r - ZTF,0.637,Galaxy,LEDA 1499672,['LEDA 1499672' '172.723' '16.056' '0.637' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024dvu,09:45:41.713,+24:26:14.72,2024-03-05 06:05:45.600,2024-03-06,19.52,ABMag,r - ZTF,0.688,Galaxy,SDSS J094541.66+242614.4,['SDSS J094541.66+242614.4' '146.424' '24.437' '0.688' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024dwb,04:53:06.565,-20:56:28.76,2024-03-01 19:41:46.752,2024-03-06,19.009,ABMag,cyan - ATLAS,0.904,Galaxy,LEDA  834853,['LEDA  834853' '73.277' '-20.941' '0.904' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024duo,10:28:27.662,+10:28:22.95,2024-02-28 07:20:38.400,2024-03-06,19.38,ABMag,r - ZTF,1.023,Galaxy,SDSS J102827.58+102822.8,['SDSS J102827.58+102822.8' '157.115' '10.473' '1.023' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024dvz,05:05:17.378,-37:20:16.75,2024-03-01 19:33:04.032,2024-03-06,19.352,ABMag,cyan - ATLAS,1.195,Galaxy,LEDA  624815,['LEDA  624815' '76.322' '-37.338' '1.195' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024dul,11:01:21.380,-02:04:54.96,2024-02-28 09:40:19.200,2024-03-06,19.4,ABMag,g - ZTF,1.799,Galaxy,LEDA 1102228,['LEDA 1102228' '165.34' '-2.082' '1.799' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024dxt,11:35:55.681,+65:55:34.33,2024-03-05 09:53:57.002,2024-03-06,19.5248,ABMag,g - ZTF,1.888,Galaxy,LEDA 2681968,['LEDA 2681968' '173.983' '65.926' '1.888' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,Yes
2024dwg,09:45:25.552,+43:44:23.01,2024-03-02 09:42:15.840,2024-03-06,18.854,ABMag,orange - ATLAS,1.932,Galaxy,LEDA 2227986,['LEDA 2227986' '146.356' '43.739' '1.932' 'inf' 'Galaxy' 'G'],,,,J. Tonry,Yes
2024dvx,13:15:43.003,-05:58:52.59,2024-03-05 10:03:21.600,2024-03-06,17.96,ABMag,g - ZTF,1.933,Galaxy,LEDA 1038164,['LEDA 1038164' '198.93' '-5.981' '1.933' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
