TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter
2023aapc*,09:37:12.320,+50:08:52.04,2023-12-17 13:29:16.800,2023-12-23,17.06,ABMag,G - Gaia,0.09,Seyfert1,ICRF J093712.3+500852,['ICRF J093712.3+500852' '144.301' '50.148' '0.09' 'inf' 'Seyfert1' 'Sy1'],S.T. Hodgkin
2023aapa*,11:41:17.630,-00:12:50.40,2023-12-17 02:19:40.800,2023-12-23,17.72,ABMag,G - Gaia,0.131,QSO,LBQS 1138+0003,['LBQS 1138+0003' '175.323' '-0.214' '0.131' 'inf' 'QSO' 'QSO'],S.T. Hodgkin
2023aash,09:24:04.366,+30:32:34.72,2023-12-17 11:56:55.968,2023-12-23,20.7,ABMag,w - P1,0.288,Galaxy,SDSS J092404.34+303234.5,['SDSS J092404.34+303234.5' '141.018' '30.543' '0.288' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023aard,11:55:11.030,-31:27:12.46,2023-11-29 20:48:28.800,2023-12-23,19.64,ABMag,G - Gaia,1.007,Galaxy,LEDA  704977,['LEDA  704977' '178.796' '-31.453' '1.007' 'inf' 'Galaxy' 'G'],S.T. Hodgkin
2023aasn,03:52:39.553,-27:00:39.96,2023-10-14 11:20:06.720,2023-12-23,19.99,ABMag,w - P1,1.147,Galaxy,LEDA  760985,['LEDA  760985' '58.165' '-27.011' '1.147' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023aapq,08:18:22.099,+28:34:32.11,2023-10-24 14:22:18.048,2023-12-23,21.24,ABMag,w - P1,1.466,Galaxy,SDSSCGB 11213.1,['SDSSCGB 11213.1' '124.592' '28.575' '1.466' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023aaqg,18:38:08.010,+47:50:54.71,2023-10-23 05:12:14.976,2023-12-23,20,ABMag,w - P1,2.037,Galaxy,LEDA 2305485,['LEDA 2305485' '279.533' '47.848' '2.037' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023aapx,07:30:58.861,-51:51:01.86,2023-12-22 13:47:06.432,2023-12-23,17.83,ABMag,L - GOTO,2.37,Galaxy,ESO 208-18,['ESO 208-18' '112.746' '-51.851' '2.37' 'inf' 'Galaxy' 'G'],K. Ulaczyk
2023aape,12:49:36.440,-45:31:46.06,2023-12-18 09:04:19.200,2023-12-23,17.71,ABMag,G - Gaia,2.421,EmissionG,LEDA 4076226,['LEDA 4076226' '192.403' '-45.529' '2.421' 'inf' 'EmissionG' 'EmG'],S.T. Hodgkin
2023aarc,12:25:18.650,-44:55:09.95,2023-12-19 09:04:19.200,2023-12-23,18.79,ABMag,G - Gaia,2.642,EmissionG,6dFGS gJ122518.5-445512,"['6dFGS gJ122518.5-445512' '186.327' '-44.92' '2.642' 'inf' 'EmissionG'
 'EmG']",S.T. Hodgkin
2023aasy,09:17:13.174,+24:58:33.33,2023-10-25 14:09:23.904,2023-12-23,20.4,ABMag,w - P1,4.317,Galaxy,SDSSCGB 55418.1,['SDSSCGB 55418.1' '139.306' '24.975' '4.317' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023aapm,03:49:22.144,-31:58:06.93,2023-12-17 10:51:19.584,2023-12-23,20.4,ABMag,L - GOTO,4.463,Galaxy,LEDA  698628,['LEDA  698628' '57.342' '-31.97' '4.463' 'inf' 'Galaxy' 'G'],K. Ulaczyk
