TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024gtn,15:16:52.022,+29:25:16.26,2024-04-16 07:55:57.999,2024-04-19,19.3806,ABMag,g - ZTF,0.39,Galaxy,LEDA 1865764,['LEDA 1865764' '229.217' '29.421' '0.39' 'inf' 'Galaxy' 'G'],Compact_Gr_G,[ZS2020] cCGs-6102,['[ZS2020] cCGs-6102' '229.22' '29.421' '8.948' 'inf' 'Compact_Gr_G' 'CGG'],Galaxy,SDSS J151651.91+292506.5,['SDSS J151651.91+292506.5' '229.216' '29.418' '9.819' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024gtb,09:54:02.300,+72:09:30.49,2024-04-13 07:22:14.001,2024-04-19,19.1763,ABMag,g - ZTF,0.51,Galaxy,LEDA 2747887,['LEDA 2747887' '148.51' '72.159' '0.51' 'inf' 'Galaxy' 'G'],,,,,,,Gabrielle Stewart (UC Berkeley),No
2024gtl,12:39:52.641,+72:21:08.92,2024-04-17 08:16:25.000,2024-04-19,19.602,ABMag,g - ZTF,1.096,Galaxy,LEDA 2749075,['LEDA 2749075' '189.969' '72.353' '1.096' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),No
2024gue,15:38:24.340,-08:53:51.47,2024-04-18 03:54:28.000,2024-04-19,17.61,ABMag,BG-q - BlackGem,1.137,Galaxy,2MASX J15382438-0853511,['2MASX J15382438-0853511' '234.602' '-8.898' '1.137' '0.911' 'Galaxy' 'G'],,,,,,,H. Tranin,No
2024gth,10:55:10.906,+36:45:35.52,2024-04-12 08:18:18.002,2024-04-19,20.6486,ABMag,g - ZTF,1.376,Galaxy,LEDA 2086423,['LEDA 2086423' '163.795' '36.76' '1.376' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),Yes
2024gte,11:06:21.016,-02:18:54.70,2024-04-18 06:38:07.008,2024-04-19,18.48,ABMag,r - ZTF,1.378,Galaxy,Z  10-75,['Z  10-75' '166.587' '-2.315' '1.378' '0.923' 'Galaxy' 'G'],,,,,,,J. Nordin,No
2024gtk,14:46:21.724,+13:28:36.34,2024-04-16 11:58:33.600,2024-04-19,21.5,ABMag,g - P1,1.607,GtowardsCl,2MASX J14462188+1328366,"['2MASX J14462188+1328366' '221.591' '13.477' '1.607' 'inf' 'GtowardsCl'
 'GiC']",,,,,,,D. O. Jones (UC Santa Cruz),Yes
2024gsx,13:09:48.802,+39:05:32.03,2024-04-17 08:13:33.997,2024-04-19,19.3618,ABMag,g - ZTF,2.127,GtowardsCl,SDSS J130948.94+390533.4,"['SDSS J130948.94+390533.4' '197.454' '39.093' '2.127' 'inf' 'GtowardsCl'
 'GiC']",Galaxy,SDSSCGB 10161.1,['SDSSCGB 10161.1' '197.454' '39.094' '5.915' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,Yes
2024gub,21:50:53.002,-57:39:13.38,2024-04-18 09:33:58.000,2024-04-19,19.02,ABMag,BG-q - BlackGem,2.258,GtowardsCl,2MASX J21505276-5739129,"['2MASX J21505276-5739129' '327.72' '-57.654' '2.258' 'inf' 'GtowardsCl'
 'GiC']",,,,,,,H. Tranin,No
2024guh,14:45:43.683,-41:04:58.60,2024-04-17 22:25:14.880,2024-04-19,18.594,ABMag,orange - ATLAS,2.578,Galaxy,2MFGC 11958,['2MFGC 11958' '221.433' '-41.083' '2.578' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,No
