TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024fcm,11:26:39.684,+08:51:48.99,2024-03-27 08:12:28.800,2024-03-30,19.74,ABMag,g - ZTF,3.423,Galaxy,SDSS J112639.49+085151.0,['SDSS J112639.49+085151.0' '171.665' '8.864' '3.423' 'inf' 'Galaxy' 'G'],,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024fbt,10:59:09.654,-04:28:40.76,2024-03-27 10:51:30.816,2024-03-30,18.217,ABMag,orange - ATLAS,3.874,Galaxy,2dFGRS TGN164Z227,['2dFGRS TGN164Z227' '164.789' '-4.478' '3.874' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,No
2024fbo,13:06:13.320,-30:09:40.45,2024-03-29 06:13:45.120,2024-03-30,17.922,ABMag,orange - ATLAS,3.959,GtowardsGroup,ESO 443-67,['ESO 443-67' '196.555' '-30.161' '3.959' '0.863' 'GtowardsGroup' 'GiG'],,,,,,,J. Tonry,No
2024fbm,16:16:03.624,+15:14:20.58,2024-03-29 10:12:36.288,2024-03-30,18.8,ABMag,r - ZTF,4.115,Galaxy,LEDA 1479203,['LEDA 1479203' '244.016' '15.239' '4.115' '4.122' 'Galaxy' 'G'],,,,,,,J. Nordin,Yes
2024fbj,11:09:44.151,+08:50:16.36,2024-03-26 06:22:32.160,2024-03-30,18.95,ABMag,i - ZTF,4.205,Galaxy,SDSS J110944.42+085017.6,['SDSS J110944.42+085017.6' '167.435' '8.838' '4.205' 'inf' 'Galaxy' 'G'],,,,,,,J. Nordin,Yes
2024fcu,10:09:46.366,+10:32:27.88,2024-03-26 06:17:16.800,2024-03-30,18.62,ABMag,r - ZTF,5.156,Galaxy,2MASX J10094638+1032330,['2MASX J10094638+1032330' '152.443' '10.543' '5.156' 'inf' 'Galaxy' 'G'],,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024fct,14:30:54.638,-05:59:32.12,2024-03-29 07:24:57.600,2024-03-30,19.21,ABMag,g - ZTF,5.935,Galaxy,2MASX J14305501-0559347,['2MASX J14305501-0559347' '217.729' '-5.993' '5.935' 'inf' 'Galaxy' 'G'],,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024fbv,08:51:40.889,-27:54:30.47,2024-03-26 09:55:17.760,2024-03-30,20.1,ABMag,L - GOTO,6.725,Galaxy,2MASX J08514057-2754358,['2MASX J08514057-2754358' '132.919' '-27.91' '6.725' 'inf' 'Galaxy' 'G'],,,,,,,K. Ulaczyk,No
2024fcv,14:36:53.357,+32:57:23.85,2024-03-19 10:52:19.200,2024-03-30,20.6,ABMag,g - ZTF,8.147,Galaxy,LEDA 2018701,['LEDA 2018701' '219.22' '32.958' '8.147' 'inf' 'Galaxy' 'G'],,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024fbl,13:38:47.590,+60:26:51.54,2024-03-19 10:22:04.800,2024-03-30,19.46,ABMag,r - ZTF,8.842,Seyfert1,2MASX J13384820+6026440,"['2MASX J13384820+6026440' '204.701' '60.446' '8.842' 'inf' 'Seyfert1'
 'Sy1']",,,,,,,J. Nordin,Yes
2024fdj,17:02:12.830,+28:07:46.27,2024-03-29 13:07:27.840,2024-03-30,18.713,ABMag,orange - ATLAS,9.321,GtowardsCl,2MASX J17021354+2807441,"['2MASX J17021354+2807441' '255.556' '28.129' '9.321' 'inf' 'GtowardsCl'
 'GiC']",,,,,,,J. Tonry,No
