TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024pih,00:28:41.570,-70:45:15.91,2024-05-31 02:58:33.600,2024-07-14,16.52,ABMag,G - Gaia,0.036,Blazar,NAME SMC B0026-7101,['NAME SMC B0026-7101' '7.173' '-70.754' '0.036' 'inf' 'Blazar' 'Bla'],S.T. Hodgkin,No
2024pjc,10:27:11.160,+09:15:55.62,2024-07-10 02:38:24.000,2024-07-14,18.57,ABMag,G - Gaia,0.043,QSO,[VV2006] J102711.2+091555,['[VV2006] J102711.2+091555' '156.797' '9.265' '0.043' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,Yes
2024pjb,10:32:54.370,+22:48:13.03,2024-07-09 14:51:21.600,2024-07-14,18.82,ABMag,G - Gaia,0.045,QSO,SDSS J103254.38+224813.1,['SDSS J103254.38+224813.1' '158.227' '22.804' '0.045' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,Yes
2024pjg,11:05:37.630,+58:51:20.70,2024-07-10 09:28:48.000,2024-07-14,16.39,ABMag,G - Gaia,0.095,Seyfert1,2MASS J11053761+5851208,"['2MASS J11053761+5851208' '166.407' '58.856' '0.095' 'inf' 'Seyfert1'
 'Sy1']",S.T. Hodgkin,Yes
2024piv,23:04:15.431,+27:43:06.33,2024-07-09 09:19:11.997,2024-07-14,20.0305,ABMag,r - ZTF,0.505,Galaxy,Gaia DR3 1884773422063843200,"['Gaia DR3 1884773422063843200' '346.064' '27.719' '0.505' 'inf' 'Galaxy'
 'G']",Kate Bostow (UC Berkeley),No
2024pkg,02:36:53.830,-42:21:38.86,2024-07-13 07:56:42.720,2024-07-14,19.215,ABMag,orange - ATLAS,0.678,Galaxy,6dFGS gJ023653.9-422140,['6dFGS gJ023653.9-422140' '39.224' '-42.361' '0.678' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024phw,10:37:12.725,+39:21:34.90,2024-07-10 04:11:46.003,2024-07-14,18.8461,ABMag,r - ZTF,1.032,Galaxy,LEDA 2148375,['LEDA 2148375' '159.303' '39.359' '1.032' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024pju,10:36:23.960,+04:08:18.82,2024-06-25 04:16:19.200,2024-07-14,19.6,ABMag,G - Gaia,1.527,Galaxy,SDSS J103623.97+040817.3,['SDSS J103623.97+040817.3' '159.1' '4.138' '1.527' 'inf' 'Galaxy' 'G'],S.T. Hodgkin,Yes
2024pjp,17:44:48.728,+63:10:41.27,2024-07-13 07:49:21.000,2024-07-14,19.3199,ABMag,g - ZTF,1.74,Galaxy,LEDA 2651045,['LEDA 2651045' '266.203' '63.179' '1.74' 'inf' 'Galaxy' 'G'],Kate Bostow (UC Berkeley),No
2024pij,16:18:09.785,+13:25:56.06,2024-07-12 04:35:56.996,2024-07-14,19.7043,ABMag,g - ZTF,3.17,Galaxy,SDSS J161809.58+132557.3,['SDSS J161809.58+132557.3' '244.54' '13.433' '3.17' 'inf' 'Galaxy' 'G'],Nabeel Rehemtulla (CIERA,Yes
2024pkc,23:53:14.892,-41:06:27.31,2024-07-13 04:41:12.192,2024-07-14,19.318,ABMag,orange - ATLAS,4.164,Galaxy,2dFGRS TGS883Z613,['2dFGRS TGS883Z613' '358.314' '-41.108' '4.164' 'inf' 'Galaxy' 'G'],J. Tonry,No
