TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024kbp,13:54:52.260,-19:40:20.83,2024-05-29 06:34:01.001,2024-06-03,19.7345,ABMag,g - ZTF,0.582,Galaxy,ESO 578-7,['ESO 578-7' '208.718' '-19.672' '0.582' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024kcr,21:34:23.015,-01:36:04.37,2024-06-01 09:56:06.999,2024-06-03,19.8831,ABMag,r - ZTF,2.138,GtowardsCl,2MASX J21342293-0136059,"['2MASX J21342293-0136059' '323.596' '-1.602' '2.138' 'inf' 'GtowardsCl'
 'GiC']",Nabeel Rehemtulla (CIERA,No
2024kdc,14:06:07.918,+07:00:09.05,2024-06-02 07:34:06.240,2024-06-03,20.55,ABMag,r - P1,2.591,Galaxy,LEDA 1311811,['LEDA 1311811' '211.533' '7.003' '2.591' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz),Yes
2024kbv,20:20:59.034,-58:40:16.51,2024-06-01 02:00:24.768,2024-06-03,18.499,ABMag,orange - ATLAS,3.738,EmissionG,6dFGS gJ202059.0-584013,"['6dFGS gJ202059.0-584013' '305.246' '-58.67' '3.738' 'inf' 'EmissionG'
 'EmG']",J. Tonry,No
2024kcm,18:56:57.233,+53:25:00.98,2024-05-31 10:39:04.000,2024-06-03,20.6794,ABMag,g - ZTF,4.432,Galaxy,LEDA 2440494,['LEDA 2440494' '284.24' '53.416' '4.432' 'inf' 'Galaxy' 'G'],Nabeel Rehemtulla (CIERA,No
2024kdm,16:47:37.237,+58:28:49.43,2024-06-02 07:51:45.996,2024-06-03,20.0431,ABMag,g - ZTF,5.353,Galaxy,Gaia DR3 1430983326643056768,"['Gaia DR3 1430983326643056768' '251.908' '58.481' '5.353' 'inf' 'Galaxy'
 'G']",F. Forster,No
2024kbt,14:55:36.651,+01:31:47.87,2024-05-29 07:05:05.997,2024-06-03,20.1801,ABMag,g - ZTF,5.719,Seyfert2,2MASX J14553696+0131513,"['2MASX J14553696+0131513' '223.904' '1.531' '5.719' 'inf' 'Seyfert2'
 'Sy2']",Jesper Sollerman (SU),Yes
2024kcz,11:36:25.541,+15:31:48.64,2024-05-29 05:57:10.656,2024-06-03,20.329,ABMag,g - ZTF,5.795,Galaxy,2MASX J11362562+1531429,['2MASX J11362562+1531429' '174.107' '15.529' '5.795' 'inf' 'Galaxy' 'G'],K. De (Caltech) on behalf of ZTF,Yes
2024kcc,06:01:26.703,-37:04:02.56,2024-05-31 22:54:09.792,2024-06-03,18.489,ABMag,cyan - ATLAS,5.924,Galaxy,LEDA  628824,['LEDA  628824' '90.36' '-37.068' '5.924' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024kdn,18:56:12.746,+36:02:00.95,2024-06-02 09:15:15.002,2024-06-03,20.2405,ABMag,r - ZTF,8.887,Galaxy,LEDA 2073926,['LEDA 2073926' '284.051' '36.036' '8.887' 'inf' 'Galaxy' 'G'],F. Forster,No
