TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2023vcp,16:04:47.895,+07:06:51.29,2023-09-04 07:45:27.072,2023-10-17,19.74,ABMag,r - P1,0.03,Galaxy,SDSS J160447.89+070651.2,['SDSS J160447.89+070651.2' '241.2' '7.114' '0.03' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz),Yes
2023vej,07:39:16.430,+27:37:53.62,2023-10-12 14:04:09.408,2023-10-17,19.41,ABMag,w - P1,0.207,Galaxy,2MASX J07391648+2737528,['2MASX J07391648+2737528' '114.818' '27.632' '0.207' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2023vcv,23:34:39.617,+46:39:27.20,2023-10-06 06:53:03.002,2023-10-17,20.2199,ABMag,g - ZTF,0.428,Galaxy,Gaia DR3 1938428524349467776,"['Gaia DR3 1938428524349467776' '353.665' '46.658' '0.428' 'inf' 'Galaxy'
 'G']",Julien Peloton,No
2023vct,23:14:54.726,-38:03:23.07,2023-10-15 03:30:53.280,2023-10-17,18.312,ABMag,orange - ATLAS,0.545,GtowardsCl,2MASX J23145473-3803236,"['2MASX J23145473-3803236' '348.728' '-38.057' '0.545' 'inf' 'GtowardsCl'
 'GiC']",J. Tonry,No
2023vcs,03:25:27.759,-27:41:42.46,2023-10-15 04:50:14.784,2023-10-17,18.629,ABMag,orange - ATLAS,0.767,Galaxy,2dFGRS TGS242Z039,['2dFGRS TGS242Z039' '51.366' '-27.695' '0.767' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023vcu,04:35:02.607,-28:19:48.35,2023-10-15 05:53:18.240,2023-10-17,18.738,ABMag,orange - ATLAS,1.016,Galaxy,2MASX J04350270-2819489,['2MASX J04350270-2819489' '68.761' '-28.33' '1.016' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023vdu,03:07:12.103,-26:37:49.64,2023-10-14 10:56:05.568,2023-10-17,20.63,ABMag,w - P1,1.45,Galaxy,2dFGRS TGS164Z130,['2dFGRS TGS164Z130' '46.801' '-26.63' '1.45' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2023veh,03:38:36.934,-28:27:46.66,2023-10-14 11:03:28.800,2023-10-17,19.29,ABMag,w - P1,1.83,Galaxy,Gaia DR3 5057184666598509568,"['Gaia DR3 5057184666598509568' '54.653' '-28.463' '1.83' 'inf' 'Galaxy'
 'G']",K. C. Chambers,No
2023vdb,09:59:13.804,+74:21:07.51,2023-10-16 12:17:14.001,2023-10-17,20.1625,ABMag,g - ZTF,1.874,Galaxy,Gaia DR3 1126315006842430720,"['Gaia DR3 1126315006842430720' '149.806' '74.352' '1.874' 'inf' 'Galaxy'
 'G']",A. Munoz-Arancibia,No
2023vcq,01:16:06.658,-28:40:42.41,2023-10-15 05:12:29.664,2023-10-17,19.015,ABMag,orange - ATLAS,2.241,Galaxy,2MASX J01160669-2840444,['2MASX J01160669-2840444' '19.028' '-28.679' '2.241' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023vdq,10:48:59.374,+23:17:17.60,2023-10-13 12:26:50.997,2023-10-17,19.3401,ABMag,r - ZTF,2.882,Galaxy,LEDA 1684731,['LEDA 1684731' '162.247' '23.288' '2.882' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2023vcn,03:35:17.478,-27:45:03.99,2023-10-16 13:01:14.592,2023-10-17,19.61,ABMag,r - P1,3.024,GtowardsCl,LEDA  750359,['LEDA  750359' '53.823' '-27.752' '3.024' 'inf' 'GtowardsCl' 'GiC'],D. O. Jones (UC Santa Cruz),No
2023vch,05:14:36.699,-23:48:26.26,2023-10-15 10:33:46.368,2023-10-17,18.8267,ABMag,g - ZTF,3.593,Galaxy,LEDA  796824,['LEDA  796824' '78.652' '-23.807' '3.593' '2.71' 'Galaxy' 'G'],K. De (Caltech) on behalf of ZTF,No
2023vcg,23:56:05.871,+29:22:40.59,2023-10-16 04:06:47.232,2023-10-17,19.4667,ABMag,r - ZTF,3.781,GtowardsGroup,UGC 12850,['UGC 12850' '359.026' '29.378' '3.781' '1.726' 'GtowardsGroup' 'GiG'],K. De (Caltech) on behalf of ZTF,No
2023vec,05:37:25.588,-27:44:27.85,2023-10-14 13:35:07.584,2023-10-17,19.94,ABMag,w - P1,4.154,EmissionG,LEDA  750523,['LEDA  750523' '84.358' '-27.741' '4.154' 'inf' 'EmissionG' 'EmG'],K. C. Chambers,No
