TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024tqv,14:11:03.000,+01:46:47.13,2024-05-29 16:20:38.400,2024-08-29,21.25,ABMag,r - WFST,0.065,Galaxy,SDSS J141103.00+014647.2,['SDSS J141103.00+014647.2' '212.763' '1.78' '0.065' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),No
2024tmt,14:36:53.630,-00:41:23.84,2024-04-29 18:50:24.000,2024-08-29,21.61,ABMag,r - WFST,0.076,GtowardsCl,DES J143653.62-004123.7,"['DES J143653.62-004123.7' '219.223' '-0.69' '0.076' 'inf' 'GtowardsCl'
 'GiC']",,,,,,,Ji-an Jiang (USTC),No
2024toj,14:45:32.070,-01:09:48.06,2024-05-03 18:30:14.400,2024-08-29,21.9,ABMag,r - WFST,0.182,Galaxy,SDSS J144532.08-010948.0,['SDSS J144532.08-010948.0' '221.384' '-1.163' '0.182' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),No
2024tes,10:54:47.770,-01:29:40.99,2024-03-06 17:45:36.000,2024-08-29,21.91,ABMag,r - WFST,0.192,BrightestCG,SDSS J105447.76-012940.8,"['SDSS J105447.76-012940.8' '163.699' '-1.495' '0.192' 'inf' 'BrightestCG'
 'BiC']",,,,,,,Ji-an Jiang (USTC),No
2024tkz,10:30:12.310,-00:50:36.79,2024-04-15 17:21:07.200,2024-08-29,21.27,ABMag,g - WFST,0.2,Galaxy,SDSS J103012.31-005036.9,['SDSS J103012.31-005036.9' '157.551' '-0.844' '0.2' 'inf' 'Galaxy' 'G'],PairG,2dFGRS TGN293Z062,['2dFGRS TGN293Z062' '157.552' '-0.844' '2.139' 'inf' 'PairG' 'PaG'],Galaxy,SDSS J103012.63-005036.2,['SDSS J103012.63-005036.2' '157.553' '-0.843' '4.931' 'inf' 'Galaxy' 'G'],Ji-an Jiang (USTC),Yes
2024tha,13:28:48.510,-02:19:56.37,2024-03-16 20:44:09.600,2024-08-29,20.56,ABMag,g - WFST,0.21,Galaxy,2dFGRS TGN197Z194,['2dFGRS TGN197Z194' '202.202' '-2.332' '0.21' 'inf' 'Galaxy' 'G'],BrightestCG,SDSS J132848.35-021956.1,"['SDSS J132848.35-021956.1' '202.201' '-2.332' '2.38' 'inf' 'BrightestCG'
 'BiC']",,,,Ji-an Jiang (USTC),Yes
2024tsw,22:05:34.352,-44:01:50.20,2024-08-01 11:22:37.920,2024-08-29,19.79,ABMag,w - P1,0.21,Galaxy,2MASX J22053438-4401501,['2MASX J22053438-4401501' '331.393' '-44.031' '0.21' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024tmr,14:36:26.470,-00:40:12.94,2024-04-29 18:50:24.000,2024-08-29,21.51,ABMag,r - WFST,0.292,Galaxy,SDSS J143626.46-004013.2,['SDSS J143626.46-004013.2' '219.11' '-0.67' '0.292' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),No
2024tfn,14:14:14.950,+04:30:46.67,2024-03-06 19:36:28.800,2024-08-29,21.56,ABMag,r - WFST,0.319,Seyfert2,SDSS J141414.96+043046.8,"['SDSS J141414.96+043046.8' '213.562' '4.513' '0.319' 'inf' 'Seyfert2'
 'Sy2']",,,,,,,Ji-an Jiang (USTC),Yes
2024toi,14:42:41.450,-01:57:36.31,2024-05-03 18:30:14.400,2024-08-29,21.9,ABMag,r - WFST,0.375,Galaxy,SDSS J144241.46-015736.5,['SDSS J144241.46-015736.5' '220.673' '-1.96' '0.375' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),No
