TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2023tzj,21:19:05.430,+03:26:06.18,2023-10-02 02:25:26.400,2023-10-05,18.69,ABMag,G - Gaia,0.046,QSO,SDSS J211905.42+032606.1,['SDSS J211905.42+032606.1' '319.773' '3.435' '0.046' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,No
2019aasz,15:17:49.199,+04:09:44.82,2019-03-01 10:36:12.384,2023-10-05,16.5739,ABMag,r - ZTF,0.424,LINER,UGC  9804,['UGC  9804' '229.455' '4.163' '0.424' 'inf' 'LINER' 'LIN'],K. De (Caltech) on behalf of ZTF,Yes
2023uah,01:50:15.468,-11:58:02.81,2023-10-03 11:00:02.304,2023-10-05,19.75,ABMag,i - P1,0.507,Galaxy,LEDA  959464,['LEDA  959464' '27.565' '-11.968' '0.507' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2022aeql,02:15:22.230,-05:18:28.73,2022-10-02 08:06:33.696,2023-10-05,19.9012,ABMag,r - ZTF,0.859,Galaxy,LEDA  175003,['LEDA  175003' '33.843' '-5.308' '0.859' 'inf' 'Galaxy' 'G'],K. De (Caltech) on behalf of ZTF,No
2023ubn,17:35:13.899,+27:31:01.89,2023-10-04 07:01:35.328,2023-10-05,18.699,ABMag,cyan - ATLAS,1.322,Galaxy,LEDA 1810467,['LEDA 1810467' '263.807' '27.517' '1.322' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023uad,22:29:08.622,-11:49:14.30,2023-10-04 06:56:38.976,2023-10-05,18.8,ABMag,w - P1,1.34,Galaxy,LEDA  961324,['LEDA  961324' '337.286' '-11.82' '1.34' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2023uaf,00:26:33.041,+00:30:15.86,2023-10-03 11:33:20.736,2023-10-05,18.96,ABMag,i - P1,1.748,Galaxy,LEDA  172058,['LEDA  172058' '6.638' '0.504' '1.748' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2023tzn,22:45:46.990,-47:09:23.62,2023-10-02 13:30:43.200,2023-10-05,18.63,ABMag,G - Gaia,1.975,Galaxy,LEDA  505779,['LEDA  505779' '341.445' '-47.157' '1.975' 'inf' 'Galaxy' 'G'],S.T. Hodgkin,No
2023ubm,00:37:27.855,-04:34:16.89,2023-10-03 23:17:55.392,2023-10-05,17.977,ABMag,orange - ATLAS,2.344,Galaxy,LEDA 1056390,['LEDA 1056390' '9.367' '-4.571' '2.344' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023tzx,22:43:30.315,-14:48:36.15,2023-10-04 07:05:00.960,2023-10-05,18.89,ABMag,w - P1,2.638,Galaxy,2dFGRS TGS855Z083,['2dFGRS TGS855Z083' '340.877' '-14.811' '2.638' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2023tzq,06:12:22.463,-27:28:07.97,2023-10-03 14:35:36.384,2023-10-05,19.51,ABMag,i - P1,2.744,Galaxy,2MASX J06122223-2728091,['2MASX J06122223-2728091' '93.093' '-27.469' '2.744' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2023tze,21:17:28.595,-07:00:37.55,2023-10-03 19:47:02.976,2023-10-05,18.864,ABMag,orange - ATLAS,3.244,Galaxy,SDSS J211728.48-070040.3,['SDSS J211728.48-070040.3' '319.369' '-7.011' '3.244' 'inf' 'Galaxy' 'G'],J. Tonry,Yes
2023tzu,22:38:46.203,-02:21:22.93,2023-10-04 06:01:16.896,2023-10-05,20.72,ABMag,w - P1,3.436,Galaxy,LEDA 1094335,['LEDA 1094335' '339.692' '-2.357' '3.436' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2023ubo,21:17:59.162,-62:26:08.03,2023-10-04 02:24:50.976,2023-10-05,19.348,ABMag,cyan - ATLAS,3.693,Galaxy,LEDA  344656,['LEDA  344656' '319.498' '-62.436' '3.693' 'inf' 'Galaxy' 'G'],J. Tonry,No
2023tzr,22:06:00.807,-01:18:28.03,2023-10-04 05:51:12.096,2023-10-05,20.71,ABMag,w - P1,4.236,Galaxy,LAMOST J220600.57-011830.5,"['LAMOST J220600.57-011830.5' '331.502' '-1.308' '4.236' 'inf' 'Galaxy'
 'G']",K. C. Chambers,No
2023ubc,16:28:06.673,+21:34:15.65,2023-10-04 03:11:52.999,2023-10-05,19.5589,ABMag,r - ZTF,4.249,Galaxy,SDSS J162806.44+213418.5,['SDSS J162806.44+213418.5' '247.027' '21.572' '4.249' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,Yes
2023uam,05:47:17.073,-23:25:28.79,2023-10-04 14:58:00.768,2023-10-05,20.44,ABMag,i - P1,4.728,Galaxy,LEDA  800998,['LEDA  800998' '86.821' '-23.423' '4.728' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz),No
