TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024qdl,23:22:40.408,-42:20:42.70,2024-07-17 06:10:51.000,2024-07-27,18.04,ABMag,BG-q - BlackGem,0.052,BLLac,2MASX J23224039-4220423,['2MASX J23224039-4220423' '350.668' '-42.345' '0.052' 'inf' 'BLLac' 'BLL'],S. Faris,No
2024qcl,23:15:44.330,-50:18:39.78,2024-07-07 20:15:21.600,2024-07-27,17.86,ABMag,G - Gaia,0.076,BLLac,ICRF J231544.3-501839,['ICRF J231544.3-501839' '348.935' '-50.311' '0.076' 'inf' 'BLLac' 'BLL'],S.T. Hodgkin,No
2024qcf,13:02:24.840,+05:01:55.06,2024-07-22 20:41:16.800,2024-07-27,18.54,ABMag,G - Gaia,0.082,QSO,[VV2006] J130224.9+050154,['[VV2006] J130224.9+050154' '195.604' '5.032' '0.082' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,Yes
2024qdk,01:33:51.596,-30:14:11.31,2024-07-16 07:25:22.000,2024-07-27,20.04,ABMag,BG-q - BlackGem,0.395,Seyfert1,2QZ J013351.6-301412,['2QZ J013351.6-301412' '23.465' '-30.236' '0.395' 'inf' 'Seyfert1' 'Sy1'],S. Faris,No
2024qdm,22:09:16.250,-47:10:00.15,2024-07-17 04:11:25.000,2024-07-27,16.57,ABMag,BG-u - BlackGem,0.409,Seyfert1,NGC  7213,['NGC  7213' '332.318' '-47.167' '0.409' '0.06' 'Seyfert1' 'Sy1'],S. Faris,No
2024qcr,14:44:47.733,+28:12:05.24,2024-07-22 05:41:00.997,2024-07-27,19.5588,ABMag,g - ZTF,0.594,Galaxy,SDSS J144447.68+281205.0,['SDSS J144447.68+281205.0' '221.199' '28.201' '0.594' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024qcc,13:24:47.594,+08:17:43.90,2024-07-25 17:46:40.800,2024-07-27,18.11,ABMag,orange - ATLAS,0.796,Galaxy,SDSS J132447.57+081743.2,['SDSS J132447.57+081743.2' '201.198' '8.295' '0.796' 'inf' 'Galaxy' 'G'],J. Tonry,Yes
2024qcn,16:51:16.078,+69:33:31.76,2024-07-18 08:48:17.999,2024-07-27,19.5066,ABMag,g - ZTF,1.0,Galaxy,Gaia DR3 1649223259337014656,"['Gaia DR3 1649223259337014656' '252.816' '69.559' '1.0' 'inf' 'Galaxy'
 'G']",Gabrielle Stewart (UC Berkeley),No
2024qcg,03:06:24.270,+52:34:55.02,2024-07-22 06:23:02.400,2024-07-27,18.34,ABMag,G - Gaia,1.219,Galaxy,2MASX J03062435+5234549,['2MASX J03062435+5234549' '46.602' '52.582' '1.219' 'inf' 'Galaxy' 'G'],S.T. Hodgkin,No
2024qcs,11:35:57.608,+21:12:00.30,2024-07-18 04:28:17.996,2024-07-27,19.5379,ABMag,r - ZTF,1.879,Galaxy,2MASX J11355748+2111597,['2MASX J11355748+2111597' '173.99' '21.2' '1.879' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024qdr,13:39:39.920,-07:52:02.50,2024-07-23 20:28:19.200,2024-07-27,17.8,ABMag,G - Gaia,1.914,Galaxy,LEDA  159337,['LEDA  159337' '204.917' '-7.868' '1.914' 'inf' 'Galaxy' 'G'],S.T. Hodgkin,No
2024qca,14:25:39.722,+02:34:37.63,2024-07-25 19:13:16.896,2024-07-27,18.5,ABMag,orange - ATLAS,4.546,Galaxy,GAMA 362790,['GAMA 362790' '216.416' '2.576' '4.546' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024qcd,13:37:29.655,+02:41:34.67,2024-07-25 18:29:43.296,2024-07-27,18.55,ABMag,orange - ATLAS,5.219,Galaxy,LEDA 1234798,['LEDA 1234798' '204.374' '2.692' '5.219' 'inf' 'Galaxy' 'G'],J. Tonry,Yes
2015fu,02:00:21.621,-01:38:42.64,2015-10-10 13:07:48.796,2024-07-27,19.0475,ABMag,r2 - HSC,6.246,Galaxy,LEDA 1113835,['LEDA 1113835' '30.091' '-1.644' '6.246' 'inf' 'Galaxy' 'G'],Claude Cornen,No
2024qcy,10:09:20.203,-30:40:38.82,2024-07-25 23:09:50.688,2024-07-27,18.584,ABMag,cyan - ATLAS,8.275,Galaxy,LEDA  714319,['LEDA  714319' '152.332' '-30.677' '8.275' 'inf' 'Galaxy' 'G'],J. Tonry,No
2014hy,22:24:30.520,-01:33:16.70,2014-09-18 06:42:25.383,2024-07-27,20.47,ABMag,g - HSC,8.394,Galaxy,LEDA   95711,['LEDA   95711' '336.125' '-1.555' '8.394' 'inf' 'Galaxy' 'G'],Claude Cornen,No
2024qco,13:47:27.451,+10:58:56.92,2024-07-18 04:59:21.998,2024-07-27,19.5405,ABMag,g - ZTF,8.945,Galaxy,LEDA 1387211,['LEDA 1387211' '206.864' '10.98' '8.945' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
