TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024xil,12:06:54.700,+41:20:06.14,2024-10-01 21:23:02.400,2024-10-06,18.55,ABMag,G - Gaia,0.046,QSO,[VV2006] J120654.7+412006,['[VV2006] J120654.7+412006' '181.728' '41.335' '0.046' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,Yes
2024xik,09:47:06.370,+32:06:30.96,2024-10-01 23:39:50.400,2024-10-06,18.52,ABMag,G - Gaia,0.057,QSO,SDSS J094706.36+320631.0,['SDSS J094706.36+320631.0' '146.777' '32.109' '0.057' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,Yes
2024xix,15:22:39.640,+36:54:44.71,2024-10-03 02:47:02.400,2024-10-06,18.69,ABMag,G - Gaia,0.091,QSO,SDSS J152239.63+365444.6,['SDSS J152239.63+365444.6' '230.665' '36.912' '0.091' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,Yes
2024xiy,09:54:27.830,+30:19:12.94,2024-10-02 21:53:16.800,2024-10-06,17.76,ABMag,G - Gaia,0.096,QSO,9C J0954+3019,['9C J0954+3019' '148.616' '30.32' '0.096' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,Yes
2024xij,02:16:23.010,-39:07:55.70,2024-10-01 19:56:38.400,2024-10-06,17.7,ABMag,G - Gaia,0.099,QSO,[VV96] J021623.1-390755,['[VV96] J021623.1-390755' '34.096' '-39.132' '0.099' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,No
2024xie,10:12:11.300,+36:50:30.73,2024-10-01 03:46:04.800,2024-10-06,18.62,ABMag,G - Gaia,0.105,QSO,[VV2006] J101211.3+365030,['[VV2006] J101211.3+365030' '153.047' '36.842' '0.105' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,Yes
2024xjc,21:13:46.024,-36:09:42.03,2024-09-30 10:20:17.664,2024-10-06,19.09,ABMag,L - GOTO,0.943,Galaxy,Gaia DR3 6776516562594781056,"['Gaia DR3 6776516562594781056' '318.442' '-36.162' '0.943' 'inf' 'Galaxy'
 'G']",D. O'Neill,No
2024xjg,06:53:50.592,-51:22:20.45,2024-10-01 16:09:06.336,2024-10-06,19.11,ABMag,L - GOTO,1.648,Galaxy,Gaia DR3 5501895987130387840,"['Gaia DR3 5501895987130387840' '103.461' '-51.372' '1.648' 'inf' 'Galaxy'
 'G']",D. O'Neill,No
2024xjd,05:10:06.847,-37:35:15.44,2024-10-01 14:27:57.600,2024-10-06,19.06,ABMag,L - GOTO,2.264,Galaxy,LEDA  620810,['LEDA  620810' '77.528' '-37.587' '2.264' 'inf' 'Galaxy' 'G'],A. Kumar,No
2024xid,22:42:49.754,+01:35:05.55,2024-09-30 23:44:20.832,2024-10-06,19.76,ABMag,L - GOTO,4.151,Galaxy,LEDA 1199422,['LEDA 1199422' '340.707' '1.586' '4.151' 'inf' 'Galaxy' 'G'],A. Kumar,No
2024xjk,16:59:30.209,+45:31:23.23,2024-10-05 21:07:50.016,2024-10-06,18.03,ABMag,L - GOTO,5.065,Galaxy,2MASX J16593012+4531182,['2MASX J16593012+4531182' '254.876' '45.522' '5.065' 'inf' 'Galaxy' 'G'],A. Kumar,No
2024xin,01:33:54.805,+09:46:06.94,2024-10-05 02:40:35.328,2024-10-06,18.85,ABMag,L - GOTO,5.066,Galaxy,AGC 114771,['AGC 114771' '23.478' '9.77' '5.066' '1.98' 'Galaxy' 'G'],D. O'Neill,No
2024xjb,01:20:13.845,-44:23:21.21,2024-10-05 12:16:31.872,2024-10-06,19.68,ABMag,L - GOTO,5.796,Galaxy,2MASX J01201441-4423215,['2MASX J01201441-4423215' '20.06' '-44.389' '5.796' 'inf' 'Galaxy' 'G'],A. Kumar,No
