TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024lqm,12:48:36.320,-21:00:38.23,2024-06-15 08:47:02.400,2024-06-19,17.96,ABMag,G - Gaia,0.028,Galaxy,6dFGS gJ124836.3-210039,['6dFGS gJ124836.3-210039' '192.151' '-21.011' '0.028' 'inf' 'Galaxy' 'G'],S.T. Hodgkin,No
2024lob,16:28:26.900,+27:56:18.46,2024-06-12 15:59:02.400,2024-06-19,16.84,ABMag,G - Gaia,0.058,Seyfert1,2MASS J16282690+2756183,"['2MASS J16282690+2756183' '247.112' '27.938' '0.058' 'inf' 'Seyfert1'
 'Sy1']",S.T. Hodgkin,Yes
2024loc,15:40:49.500,+14:47:45.82,2024-06-13 03:43:12.000,2024-06-19,16.47,ABMag,G - Gaia,0.139,Seyfert1,ICRF J154049.4+144745,['ICRF J154049.4+144745' '235.206' '14.796' '0.139' 'inf' 'Seyfert1' 'Sy1'],S.T. Hodgkin,Yes
2024lqj,14:35:53.892,+03:20:27.52,2024-06-02 07:36:01.152,2024-06-19,20.79,ABMag,r - P1,0.182,Galaxy,SDSS J143553.88+032027.4,['SDSS J143553.88+032027.4' '218.974' '3.341' '0.182' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz),No
2024lpb,23:36:36.653,+01:08:27.35,2024-06-15 10:11:19.003,2024-06-19,19.3181,ABMag,g - ZTF,0.439,Galaxy,SDSS J233636.62+010827.4,['SDSS J233636.62+010827.4' '354.153' '1.141' '0.439' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024lod,12:19:45.101,-05:56:51.63,2024-04-03 07:34:19.001,2024-06-19,20.2287,ABMag,g - ZTF,1.201,Galaxy,LCRS B121710.8-054012,['LCRS B121710.8-054012' '184.938' '-5.948' '1.201' 'inf' 'Galaxy' 'G'],Daniel Perley (LJMU),No
2024lng,14:09:37.222,+38:58:47.09,2024-04-13 08:16:04.000,2024-06-19,20.446,ABMag,g - ZTF,1.206,Galaxy,SDSS J140937.26+385848.1,['SDSS J140937.26+385848.1' '212.405' '38.98' '1.206' 'inf' 'Galaxy' 'G'],I. Pérez-Fournon,Yes
2024lot,23:33:51.402,+00:16:52.10,2024-06-18 14:21:21.024,2024-06-19,20.72,ABMag,r - P1,1.451,AGN,DEEP2-GRS 33036489,['DEEP2-GRS 33036489' '353.464' '0.281' '1.451' 'inf' 'AGN' 'AGN'],D. O. Jones (UC Santa Cruz),Yes
2024lnf,11:20:00.590,+16:53:41.25,2024-04-10 10:24:22.176,2024-06-19,20.18,ABMag,w - P1,1.803,Galaxy,SDSSCGB 61432.3,['SDSSCGB 61432.3' '170.002' '16.894' '1.803' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024loq,17:45:29.164,+22:34:50.89,2024-06-11 12:14:04.992,2024-06-19,21.61,ABMag,w - P1,2.088,Galaxy,LEDA 1672558,['LEDA 1672558' '266.371' '22.58' '2.088' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024lnn,16:30:16.796,+52:15:49.59,2024-06-15 09:17:26.001,2024-06-19,20.4857,ABMag,g - ZTF,3.179,Galaxy,Gaia DR3 1424225625100425728,"['Gaia DR3 1424225625100425728' '247.569' '52.264' '3.179' 'inf' 'Galaxy'
 'G']",Jesper Sollerman (SU),No
2024log,02:47:28.060,-00:17:06.65,2024-06-13 01:58:04.800,2024-06-19,18.62,ABMag,G - Gaia,3.459,LINER,NGC  1094,['NGC  1094' '41.866' '-0.285' '3.459' '1.165' 'LINER' 'LIN'],S.T. Hodgkin,Yes
2024lqr,01:37:40.990,+02:03:06.00,2024-06-16 03:24:52.128,2024-06-19,17.974,ABMag,orange - ATLAS,4.221,Galaxy,LEDA 1214470,['LEDA 1214470' '24.42' '2.053' '4.221' 'inf' 'Galaxy' 'G'],J. Tonry,Yes
2024lqb,10:19:11.722,-19:53:17.08,2024-05-01 06:03:42.048,2024-06-19,20.43,ABMag,i - P1,5.143,Galaxy,LEDA  849170,['LEDA  849170' '154.798' '-19.887' '5.143' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz),No
