TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2018mnx,11:21:38.866,+26:25:16.71,2018-05-31 04:27:07.200,2024-07-23,18.1342,ABMag,r - ZTF,0.756,Galaxy,LEDA 1775610,['LEDA 1775610' '170.412' '26.421' '0.756' 'inf' 'Galaxy' 'G'],K. De (Caltech) on behalf of ZTF,Yes
2024pwh,16:57:45.976,+68:43:28.19,2024-07-18 08:48:17.999,2024-07-23,19.5551,ABMag,g - ZTF,1.707,Galaxy,LEDA 2722888,['LEDA 2722888' '254.44' '68.725' '1.707' 'inf' 'Galaxy' 'G'],K-Ryan Hinds (LJMU),No
2024pwk,23:05:27.824,+26:38:11.61,2024-07-22 10:33:07.997,2024-07-23,19.2731,ABMag,g - ZTF,1.724,Galaxy,LEDA 1783329,['LEDA 1783329' '346.366' '26.637' '1.724' 'inf' 'Galaxy' 'G'],K-Ryan Hinds (LJMU),No
2024pwt,04:49:41.217,-18:11:51.80,2024-04-05 17:28:53.760,2024-07-23,18.578,ABMag,orange - ATLAS,1.938,Galaxy,6dFGS gJ044941.3-181152,['6dFGS gJ044941.3-181152' '72.422' '-18.198' '1.938' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024pwb,22:34:20.043,+14:23:59.42,2024-07-22 09:28:58.000,2024-07-23,19.03,ABMag,g - ZTF,2.267,Galaxy,2MASX J22341989+1424003,['2MASX J22341989+1424003' '338.583' '14.4' '2.267' 'inf' 'Galaxy' 'G'],I. Pérez-Fournon,Yes
2024pvy,23:38:48.687,+21:23:13.31,2024-07-13 09:55:07.003,2024-07-23,19.7291,ABMag,r - ZTF,2.551,Galaxy,SDSS J233848.60+212311.0,['SDSS J233848.60+212311.0' '354.703' '21.386' '2.551' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024pvs,04:01:25.169,-21:24:36.13,2024-07-14 08:56:40.416,2024-07-23,19.013,ABMag,orange - ATLAS,2.617,Galaxy,LEDA  828657,['LEDA  828657' '60.354' '-21.41' '2.617' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024pvp,15:13:19.265,+19:28:21.07,2024-07-20 04:36:18.000,2024-07-23,19.8041,ABMag,g - ZTF,2.953,Galaxy,SDSS J151319.24+192823.9,['SDSS J151319.24+192823.9' '228.33' '19.473' '2.953' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024pws,18:33:29.549,+42:57:25.88,2024-04-05 12:16:06.816,2024-07-23,19.405,ABMag,orange - ATLAS,3.523,Galaxy,LEDA 2209832,['LEDA 2209832' '278.372' '42.958' '3.523' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024pvw,18:19:44.054,+66:00:47.62,2024-07-22 06:42:54.996,2024-07-23,19.2283,ABMag,r - ZTF,4.152,Galaxy,2MASX J18194395+6600513,['2MASX J18194395+6600513' '274.933' '66.014' '4.152' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024pxa,12:15:58.325,-42:48:28.38,2024-04-29 21:42:28.800,2024-07-23,18.928,ABMag,orange - ATLAS,5.049,Galaxy,Gaia DR3 6145017865980478592,"['Gaia DR3 6145017865980478592' '183.991' '-42.809' '5.049' 'inf' 'Galaxy'
 'G']",J. Tonry,No
2024pww,20:28:56.774,+01:09:06.12,2024-04-21 02:18:10.080,2024-07-23,18.634,ABMag,orange - ATLAS,6.449,Galaxy,LEDA 1186122,['LEDA 1186122' '307.238' '1.152' '6.449' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024pvr,15:56:39.192,+00:20:58.41,2024-07-22 04:56:01.999,2024-07-23,18.0188,ABMag,g - ZTF,6.834,Galaxy,2MASX J15563891+0021047,['2MASX J15563891+0021047' '239.162' '0.351' '6.834' 'inf' 'Galaxy' 'G'],Nabeel Rehemtulla (CIERA,Yes
2024pxc,13:02:58.034,+35:39:59.88,2024-07-22 22:40:33.312,2024-07-23,18.01,ABMag,L - GOTO,7.546,Galaxy,SDSS J130257.59+353954.5,['SDSS J130257.59+353954.5' '195.74' '35.665' '7.546' 'inf' 'Galaxy' 'G'],A. Kumar,Yes
