TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024hvg,16:06:17.238,-00:51:55.95,2024-04-30 08:59:43.998,2024-05-03,19.6406,ABMag,g - ZTF,0.344,Galaxy,2MASX J16061721-0051555,['2MASX J16061721-0051555' '241.572' '-0.865' '0.344' 'inf' 'Galaxy' 'G'],Nabeel Rehemtulla (CIERA,Yes
2024hve,19:10:16.235,-15:42:39.92,2024-04-20 10:58:14.001,2024-05-03,19.4698,ABMag,g - ZTF,0.387,Galaxy,2MASX J19101623-1542400,['2MASX J19101623-1542400' '287.568' '-15.711' '0.387' 'inf' 'Galaxy' 'G'],K-Ryan Hinds (LJMU),No
2024huh,11:01:38.900,+26:51:34.69,2024-04-30 21:30:55.008,2024-05-03,20.03,ABMag,L - GOTO,0.742,Galaxy,2MASX J11013884+2651340,['2MASX J11013884+2651340' '165.412' '26.859' '0.742' 'inf' 'Galaxy' 'G'],T. Killestein,Yes
2024hui,23:43:54.843,-20:05:02.39,2024-05-02 03:38:08.736,2024-05-03,17.083,ABMag,orange - ATLAS,0.86,Galaxy,LEDA  846522,['LEDA  846522' '355.978' '-20.084' '0.86' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024hud,14:02:02.875,-31:53:01.30,2024-05-01 23:16:20.352,2024-05-03,18.628,ABMag,orange - ATLAS,1.612,Galaxy,6dFGS gJ140202.8-315302,['6dFGS gJ140202.8-315302' '210.512' '-31.884' '1.612' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024hwc,14:39:31.626,-18:14:06.05,2024-04-30 09:10:00.998,2024-05-03,20.1451,ABMag,r - ZTF,2.305,Galaxy,LEDA  870820,['LEDA  870820' '219.882' '-18.234' '2.305' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2024hux,04:51:33.296,-57:32:08.25,2024-05-02 00:06:54.720,2024-05-03,18.744,ABMag,orange - ATLAS,2.75,Galaxy,LEDA  388821,['LEDA  388821' '72.889' '-57.536' '2.75' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024huq,09:48:11.825,-17:45:38.19,2024-05-01 20:34:18.624,2024-05-03,18.171,ABMag,cyan - ATLAS,3.169,Galaxy,LEDA  154332,['LEDA  154332' '147.048' '-17.76' '3.169' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024hvs,10:26:10.227,+38:59:31.93,2024-05-02 07:21:01.728,2024-05-03,20.2,ABMag,g - P1,3.892,Galaxy,2MASX J10261013+3859356,['2MASX J10261013+3859356' '156.542' '38.993' '3.892' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz),Yes
2024hug,11:13:19.066,+08:22:34.17,2024-05-02 06:05:17.952,2024-05-03,19.2,ABMag,g - ZTF,3.96,Galaxy,2MASX J11131884+0822340,['2MASX J11131884+0822340' '168.328' '8.376' '3.96' 'inf' 'Galaxy' 'G'],J. Nordin,Yes
