TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter
2023aboq*,11:51:54.914,+54:59:04.72,2023-12-25 14:44:04.416,2023-12-28,18.9,ABMag,i - P1,0.061,Galaxy,LEDA 2486701,['LEDA 2486701' '177.979' '54.985' '0.061' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023absy*,13:13:49.223,+02:32:15.60,2023-12-26 13:40:27.264,2023-12-28,18.114,ABMag,orange - ATLAS,1.385,GinPair,2MASX J13134916+0232149,['2MASX J13134916+0232149' '198.455' '2.537' '1.385' 'inf' 'GinPair' 'GiP'],J. Tonry
2023abmf*,08:05:48.359,+52:22:37.26,2023-12-06 14:12:36.576,2023-12-28,20.53,ABMag,w - P1,1.442,Galaxy,SDSS J080548.20+522237.5,['SDSS J080548.20+522237.5' '121.451' '52.377' '1.442' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023abqu*,21:00:56.305,+00:37:18.01,2023-11-05 05:14:41.856,2023-12-28,21.51,ABMag,w - P1,1.917,Galaxy,SDSS J210056.41+003717.0,['SDSS J210056.41+003717.0' '315.235' '0.621' '1.917' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023abpr,03:03:13.026,-22:30:53.97,2023-12-08 09:20:53.664,2023-12-28,21.27,ABMag,w - P1,2.992,Galaxy,LEDA  813052,['LEDA  813052' '45.804' '-22.514' '2.992' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023abrs*,12:57:21.639,-02:49:54.92,2023-12-17 15:25:14.592,2023-12-28,20.57,ABMag,w - P1,3.059,Galaxy,2dFGRS TGN189Z023,['2dFGRS TGN189Z023' '194.341' '-2.832' '3.059' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023abnb,02:04:55.397,+28:59:15.89,2023-12-27 03:10:04.800,2023-12-28,16.19,ABMag,r - ZTF,3.394,GtowardsGroup,NGC   807,['NGC   807' '31.232' '28.988' '3.394' '1.114' 'GtowardsGroup' 'GiG'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023abmn,00:17:13.119,-08:03:19.32,2023-12-07 06:00:40.608,2023-12-28,21.82,ABMag,w - P1,3.661,Galaxy,LEDA 1008982,['LEDA 1008982' '4.304' '-8.056' '3.661' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023abpj,08:41:29.065,-00:32:00.91,2023-11-17 13:59:51.072,2023-12-28,21.01,ABMag,w - P1,3.669,Galaxy,SDSS J084129.28-003159.1,['SDSS J084129.28-003159.1' '130.372' '-0.533' '3.669' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023absx*,01:20:08.141,+01:08:13.60,2023-12-25 01:14:51.936,2023-12-28,18.332,ABMag,orange - ATLAS,3.89,EmissionG,LEDA 1185665,['LEDA 1185665' '20.035' '1.137' '3.89' 'inf' 'EmissionG' 'EmG'],J. Tonry
2023abms*,13:14:42.433,+40:40:25.63,2023-12-04 15:35:53.088,2023-12-28,20.47,ABMag,z - P1,3.913,Galaxy,LEDA 2169261,['LEDA 2169261' '198.675' '40.674' '3.913' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023abmj,10:00:02.414,-19:29:40.81,2023-12-06 14:12:19.296,2023-12-28,20.48,ABMag,w - P1,4.363,Galaxy,[CMI2006b] H42-f02-0848,['[CMI2006b] H42-f02-0848' '150.01' '-19.496' '4.363' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023abpn,21:26:58.006,-14:41:30.54,2023-12-05 05:15:42.336,2023-12-28,21.14,ABMag,w - P1,4.541,Galaxy,LEDA  921284,['LEDA  921284' '321.742' '-14.691' '4.541' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023abrk*,09:37:16.778,+01:02:19.30,2023-12-24 14:49:16.320,2023-12-28,20.86,ABMag,w - P1,4.694,Galaxy,2MASX J09371696+0102224,['2MASX J09371696+0102224' '144.321' '1.04' '4.694' 'inf' 'Galaxy' 'G'],K. C. Chambers
