TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024slz,16:18:24.340,+29:20:47.46,2024-08-21 04:08:22.004,2024-08-23,19.8587,ABMag,g - ZTF,0.752,Galaxy,2MASX J16182444+2920470,['2MASX J16182444+2920470' '244.602' '29.346' '0.752' 'inf' 'Galaxy' 'G'],Daniel Perley (LJMU),Yes
2024snh,01:21:44.211,-00:22:55.26,2024-08-16 14:02:12.768,2024-08-23,21.25,ABMag,w - P1,1.398,Galaxy,SDSS J012144.25-002254.0,['SDSS J012144.25-002254.0' '20.434' '-0.382' '1.398' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024smi,18:14:34.110,+52:34:02.91,2024-08-22 05:09:57.000,2024-08-23,19.435,ABMag,g - ZTF,1.735,Galaxy,LEDA 2418197,['LEDA 2418197' '273.643' '52.568' '1.735' 'inf' 'Galaxy' 'G'],I. Pérez-Fournon,No
2024smt,00:10:36.628,+02:59:22.62,2024-08-16 12:45:18.144,2024-08-23,20.39,ABMag,w - P1,3.678,Galaxy,LAMOST J001036.65+025926.2,['LAMOST J001036.65+025926.2' '2.653' '2.991' '3.678' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024smz,02:54:34.151,-26:40:55.70,2024-08-15 13:51:36.000,2024-08-23,19.52,ABMag,w - P1,3.916,Galaxy,2MASX J02543439-2640533,['2MASX J02543439-2640533' '43.643' '-26.681' '3.916' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024smq,23:35:52.022,-58:32:08.86,2024-08-22 14:16:36.768,2024-08-23,18.94,ABMag,L - GOTO,4.063,Seyfert2,LEDA  378412,['LEDA  378412' '353.969' '-58.536' '4.063' 'inf' 'Seyfert2' 'Sy2'],M. Kennedy,No
2024smp,03:05:59.212,-38:02:05.93,2024-08-22 15:17:51.360,2024-08-23,17.84,ABMag,L - GOTO,5.138,EmissionG,LEDA  131139,['LEDA  131139' '46.498' '-38.036' '5.138' 'inf' 'EmissionG' 'EmG'],A. Kumar,No
2024sme,15:32:18.368,+27:38:07.52,2024-08-22 04:14:19.000,2024-08-23,19.4915,ABMag,g - ZTF,5.168,Galaxy,SDSS J153218.38+273802.4,['SDSS J153218.38+273802.4' '233.077' '27.634' '5.168' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024smd,15:38:50.843,+24:42:19.67,2024-08-22 04:14:19.000,2024-08-23,19.1206,ABMag,g - ZTF,5.565,Galaxy,2MASX J15385080+2442142,['2MASX J15385080+2442142' '234.712' '24.704' '5.565' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024smn,00:30:52.578,-50:16:53.02,2024-08-19 12:51:24.480,2024-08-23,18.37,ABMag,L - GOTO,6.282,Galaxy,LEDA  468067,['LEDA  468067' '7.722' '-50.282' '6.282' 'inf' 'Galaxy' 'G'],T. Killestein,No
2024smr,15:28:42.712,+02:11:41.55,2024-08-22 04:45:12.997,2024-08-23,18.7876,ABMag,g - ZTF,6.403,Galaxy,LEDA 1219114,['LEDA 1219114' '232.178' '2.197' '6.403' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,Yes
2024smo,16:15:33.990,+42:52:43.69,2024-08-22 06:13:18.336,2024-08-23,18.569,ABMag,orange - ATLAS,6.777,EmissionG,KISS F1615-3617,['KISS F1615-3617' '243.894' '42.879' '6.777' 'inf' 'EmissionG' 'EmG'],J. Tonry,Yes
