TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024wpu,23:58:34.370,+25:48:47.20,2024-09-23 05:13:53.999,2024-09-27,20.4678,ABMag,r - ZTF,0.089,Galaxy,Gaia DR3 2853353727734106496,"['Gaia DR3 2853353727734106496' '359.643' '25.813' '0.089' 'inf' 'Galaxy'
 'G']",A. Munoz-Arancibia,No
2024wps,04:16:36.821,-06:02:10.44,2024-09-24 10:46:28.001,2024-09-27,19.6943,ABMag,r - ZTF,0.639,Galaxy,LEDA 1037512,['LEDA 1037512' '64.153' '-6.036' '0.639' 'inf' 'Galaxy' 'G'],Ann Victor Adly Mina (UC Berkeley),No
2024wqf,23:21:59.820,+27:32:46.90,2024-09-24 04:55:39.648,2024-09-27,13.7,VegaMag,Clear - ,0.724,QSO,4C 27.50,['4C 27.50' '350.499' '27.546' '0.724' 'inf' 'QSO' 'QSO'],Ya.Kechin,Yes
2024wpw,21:55:27.763,-20:51:31.05,2024-09-25 07:06:37.002,2024-09-27,19.3932,ABMag,g - ZTF,0.772,Galaxy,[HM2015b] 276 4,['[HM2015b] 276 4' '328.866' '-20.859' '0.772' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2024wpq,08:55:23.857,+79:35:47.38,2024-09-23 11:44:00.000,2024-09-27,20.1003,ABMag,g - ZTF,1.259,Galaxy,LEDA 2780264,['LEDA 2780264' '133.851' '79.596' '1.259' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024wqs,01:18:56.988,-00:51:59.30,2024-09-23 10:59:51.072,2024-09-27,20.96,ABMag,w - P1,2.36,Galaxy,SDSS J011857.12-005158.1,['SDSS J011857.12-005158.1' '19.738' '-0.866' '2.36' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024wqn,00:17:39.034,-17:38:50.06,2024-09-24 09:05:34.999,2024-09-27,20.0111,ABMag,g - ZTF,3.545,Galaxy,6dFGS gJ001739.0-173847,['6dFGS gJ001739.0-173847' '4.412' '-17.646' '3.545' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2024wpy,20:19:09.469,-19:47:54.45,2024-09-22 03:32:37.997,2024-09-27,20.2992,ABMag,g - ZTF,5.567,Galaxy,LEDA  850318,['LEDA  850318' '304.79' '-19.8' '5.567' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2024wqk,00:46:36.866,+55:10:56.26,2024-09-26 06:13:36.998,2024-09-27,20.0889,ABMag,r - ZTF,5.985,Galaxy,2MASX J00463687+5510500,['2MASX J00463687+5510500' '11.654' '55.181' '5.985' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2024wqd,01:54:39.146,+34:50:11.38,2024-09-23 08:14:34.002,2024-09-27,20.3222,ABMag,g - ZTF,6.981,Galaxy,2MFGC 1444,['2MFGC 1444' '28.661' '34.836' '6.981' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024wqb,02:09:38.540,+53:33:26.41,2024-09-26 07:41:28.003,2024-09-27,19.5263,ABMag,g - ZTF,8.225,Galaxy,LEDA 2444345,['LEDA 2444345' '32.407' '53.556' '8.225' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
