TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024twe,08:21:24.459,+43:02:06.48,2024-08-27 12:03:29.001,2024-08-30,19.6833,ABMag,r - ZTF,0.311,Galaxy,LEDA 2211549,['LEDA 2211549' '125.352' '43.035' '0.311' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024tvv,00:51:00.332,-10:03:34.21,2024-08-23 10:03:56.998,2024-08-30,19.1017,ABMag,g - ZTF,0.577,Galaxy,LEDA  982911,['LEDA  982911' '12.751' '-10.059' '0.577' 'inf' 'Galaxy' 'G'],Daniel Perley (LJMU),Yes
2024tvg,23:39:17.878,+26:50:40.41,2024-08-29 07:20:28.999,2024-08-30,19.4045,ABMag,g - ZTF,0.651,GtowardsCl,2MASX J23391781+2650410,"['2MASX J23391781+2650410' '354.824' '26.845' '0.651' '0.301' 'GtowardsCl'
 'GiC']",Jesper Sollerman (SU),No
2024tvz,04:41:39.002,-03:04:11.49,2024-08-28 10:26:41.003,2024-08-30,18.8127,ABMag,r - ZTF,0.726,Galaxy,LEDA  146455,['LEDA  146455' '70.413' '-3.07' '0.726' 'inf' 'Galaxy' 'G'],Daniel Perley (LJMU),No
2024tvj,22:44:04.784,-13:19:30.84,2024-08-27 08:52:27.998,2024-08-30,19.9675,ABMag,r - ZTF,0.872,Galaxy,LEDA  939527,['LEDA  939527' '341.02' '-13.325' '0.872' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024tvd,17:10:42.574,+28:50:15.16,2024-08-25 04:05:51.996,2024-08-30,19.6828,ABMag,g - ZTF,0.985,Galaxy,LEDA 1847516,['LEDA 1847516' '257.677' '28.838' '0.985' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024tvu,15:35:08.552,+13:17:30.91,2024-08-02 04:57:20.001,2024-08-30,19.8108,ABMag,g - ZTF,1.046,Seyfert1,2MASX J15350848+1317306,"['2MASX J15350848+1317306' '233.785' '13.292' '1.046' 'inf' 'Seyfert1'
 'Sy1']",Daniel Perley (LJMU),Yes
2024tvh,00:24:07.449,+08:37:28.14,2024-08-25 08:11:52.995,2024-08-30,19.8012,ABMag,g - ZTF,1.352,Galaxy,LEDA 1350445,['LEDA 1350445' '6.031' '8.624' '1.352' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024tvy,20:45:16.254,-16:17:31.47,2024-07-31 07:59:36.003,2024-08-30,20.0651,ABMag,g - ZTF,1.591,Galaxy,Gaia DR3 6862269982707533568,"['Gaia DR3 6862269982707533568' '311.318' '-16.293' '1.591' 'inf' 'Galaxy'
 'G']",Daniel Perley (LJMU),No
2024twy,14:35:36.280,+34:57:11.97,2024-08-28 20:50:57.408,2024-08-30,18.8,ABMag,L - GOTO,2.095,AGN,[KEC2012] 218.901612+34.953779,"['[KEC2012] 218.901612+34.953779' '218.902' '34.954' '2.095' 'inf' 'AGN'
 'AGN']",A. Kumar,No
2024twd,19:28:47.400,+49:39:37.84,2024-07-30 10:02:43.584,2024-08-30,19.068,ABMag,orange - ATLAS,4.272,Galaxy,LEDA 2349652,['LEDA 2349652' '292.198' '49.662' '4.272' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024twi,21:49:53.852,+03:51:14.65,2024-08-27 08:07:50.998,2024-08-30,20.5207,ABMag,r - ZTF,4.354,Galaxy,LAMOST J214954.11+035116.3,['LAMOST J214954.11+035116.3' '327.475' '3.855' '4.354' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2024twc,08:09:02.135,+46:47:24.49,2024-08-25 12:00:25.004,2024-08-30,19.8252,ABMag,r - ZTF,4.98,Galaxy,2MASX J08090201+4647199,['2MASX J08090201+4647199' '122.258' '46.789' '4.98' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024twl,18:47:44.484,+49:34:17.90,2024-08-27 05:10:35.996,2024-08-30,20.6474,ABMag,r - ZTF,5.219,Galaxy,LEDA 2346918,['LEDA 2346918' '281.937' '49.571' '5.219' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2024txb,03:59:11.100,-30:10:11.09,2024-08-27 15:55:36.768,2024-08-30,19.56,ABMag,L - GOTO,5.896,GtowardsCl,2MASX J03591069-3010142,"['2MASX J03591069-3010142' '59.795' '-30.171' '5.896' 'inf' 'GtowardsCl'
 'GiC']",A. Kumar,No
2024tvn,08:45:08.089,+44:28:42.36,2024-08-25 12:08:55.999,2024-08-30,19.4258,ABMag,r - ZTF,6.085,Galaxy,LEDA  167278,['LEDA  167278' '131.282' '44.479' '6.085' 'inf' 'Galaxy' 'G'],Daniel Perley (LJMU),No
2024txc,03:26:28.036,-34:37:36.69,2024-08-22 15:45:25.920,2024-08-30,19.31,ABMag,L - GOTO,7.575,Galaxy,LEDA  659707,['LEDA  659707' '51.615' '-34.626' '7.575' 'inf' 'Galaxy' 'G'],A. Kumar,No
2024twg,00:55:53.444,+47:30:51.33,2024-08-27 09:11:20.996,2024-08-30,20.707,ABMag,r - ZTF,7.837,Galaxy,LEDA 2299527,['LEDA 2299527' '13.975' '47.512' '7.837' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
