TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter
2023xpp*,08:48:36.085,+09:07:08.29,2023-11-10 12:08:38.003,2023-11-13,18.8157,ABMag,g - ZTF,0.166,Galaxy,LEDA 1359946,['LEDA 1359946' '132.15' '9.119' '0.166' 'inf' 'Galaxy' 'G'],F. Forster
2023xox,01:46:12.002,-44:33:05.34,2023-11-10 22:05:14.784,2023-11-13,19.312,ABMag,cyan - ATLAS,0.194,Galaxy,2MASX J01461201-4433055,['2MASX J01461201-4433055' '26.55' '-44.552' '0.194' 'inf' 'Galaxy' 'G'],J. Tonry
2023xoe*,08:19:27.599,+23:17:57.75,2023-11-10 11:08:09.600,2023-11-13,19.77,ABMag,r - ZTF,0.533,Galaxy,2MASX J08192762+2317574,['2MASX J08192762+2317574' '124.865' '23.299' '0.533' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xpr*,12:29:36.179,-03:42:44.26,2023-11-10 13:06:14.400,2023-11-13,19.35,ABMag,r - ZTF,0.634,Galaxy,2dFGRS TGN124Z017,['2dFGRS TGN124Z017' '187.401' '-3.712' '0.634' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xoo,01:52:44.837,-03:23:56.39,2023-11-11 21:01:31.584,2023-11-13,18.417,ABMag,cyan - ATLAS,1.033,EmissionG,LEDA 1071790,['LEDA 1071790' '28.187' '-3.399' '1.033' '0.384' 'EmissionG' 'EmG'],J. Tonry
2023xoy*,11:47:22.228,+35:01:07.78,2023-10-17 12:31:40.800,2023-11-13,17.75,ABMag,r - ZTF,1.232,Seyfert2,ICRF J114722.1+350107,['ICRF J114722.1+350107' '176.842' '35.019' '1.232' 'inf' 'Seyfert2' 'Sy2'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xpg,08:35:29.673,+44:02:50.90,2023-11-06 11:24:01.002,2023-11-13,20.955,ABMag,g - ZTF,1.52,Galaxy,SDSS J083529.59+440249.6,['SDSS J083529.59+440249.6' '128.873' '44.047' '1.52' 'inf' 'Galaxy' 'G'],F. Forster
2023xqb*,07:52:48.515,+15:18:33.50,2023-11-10 10:37:30.144,2023-11-13,19.3166,ABMag,r - ZTF,1.562,Galaxy,LEDA 1481160,['LEDA 1481160' '118.202' '15.309' '1.562' 'inf' 'Galaxy' 'G'],K. De (Caltech) on behalf of ZTF
2023xqa,21:04:06.936,-31:12:01.86,2023-11-12 19:14:40.704,2023-11-13,19.101,ABMag,cyan - ATLAS,2.084,Galaxy,LEDA 3083073,['LEDA 3083073' '316.028' '-31.201' '2.084' 'inf' 'Galaxy' 'G'],J. Tonry
2023xov,03:03:19.046,-44:13:18.29,2023-11-10 22:27:44.352,2023-11-13,19.087,ABMag,cyan - ATLAS,2.22,Galaxy,LEDA  110733,['LEDA  110733' '45.83' '-44.221' '2.22' 'inf' 'Galaxy' 'G'],J. Tonry
2023xpd*,08:58:21.943,+30:20:02.09,2023-11-12 11:22:20.001,2023-11-13,19.4654,ABMag,g - ZTF,2.649,Galaxy,LEDA  142856,['LEDA  142856' '134.592' '30.333' '2.649' 'inf' 'Galaxy' 'G'],F. Forster
2023xoc,02:11:07.212,-18:55:20.20,2023-11-11 21:36:32.832,2023-11-13,18.494,ABMag,cyan - ATLAS,2.785,Galaxy,LEDA  862058,['LEDA  862058' '32.781' '-18.922' '2.785' 'inf' 'Galaxy' 'G'],J. Tonry
2023xpf*,10:43:57.993,+22:20:13.26,2023-11-12 11:10:31.996,2023-11-13,19.3657,ABMag,g - ZTF,3.235,Galaxy,2MASX J10435783+2220154,['2MASX J10435783+2220154' '160.991' '22.338' '3.235' 'inf' 'Galaxy' 'G'],F. Forster
2023xor,23:06:38.263,-35:38:56.48,2023-11-09 19:54:25.344,2023-11-13,19.667,ABMag,cyan - ATLAS,3.635,Galaxy,2dFGRS TGS598Z043,['2dFGRS TGS598Z043' '346.661' '-35.649' '3.635' 'inf' 'Galaxy' 'G'],J. Tonry
2023xpm,06:58:23.268,+67:48:18.43,2023-11-10 09:57:44.001,2023-11-13,20.399,ABMag,g - ZTF,3.693,Galaxy,LEDA 2706390,['LEDA 2706390' '104.595' '67.806' '3.693' 'inf' 'Galaxy' 'G'],F. Forster
2023xof,05:01:04.574,+12:33:27.64,2023-11-10 09:15:50.400,2023-11-13,20.4,ABMag,g - ZTF,4.623,Galaxy,2MASX J05010459+1233324,['2MASX J05010459+1233324' '75.269' '12.559' '4.623' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
