TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024juz,16:29:26.577,+25:01:07.35,2024-05-17 00:01:07.392,2024-05-31,19.82,ABMag,L - GOTO,0.219,Galaxy,SDSS J162926.56+250107.1,['SDSS J162926.56+250107.1' '247.361' '25.019' '0.219' 'inf' 'Galaxy' 'G'],K. Ulaczyk,Yes
2024jvo,20:59:44.369,+29:34:36.06,2024-05-26 10:41:32.997,2024-05-31,20.034,ABMag,g - ZTF,0.307,Galaxy,Gaia DR3 1846448741692984192,"['Gaia DR3 1846448741692984192' '314.935' '29.577' '0.307' 'inf' 'Galaxy'
 'G']",Jesper Sollerman (SU),No
2024juw,07:40:14.070,+39:49:55.07,2024-05-27 04:00:16.004,2024-05-31,19.1333,ABMag,r - ZTF,0.396,Galaxy,Gaia DR3 923366360313963520,"['Gaia DR3 923366360313963520' '115.059' '39.832' '0.396' 'inf' 'Galaxy'
 'G']",Jesper Sollerman (SU),No
2024jut,11:30:50.681,-20:01:14.88,2024-05-27 05:05:55.999,2024-05-31,19.3763,ABMag,g - ZTF,1.75,Galaxy,LEDA 3094228,['LEDA 3094228' '172.711' '-20.02' '1.75' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024jvz,16:22:37.368,+22:24:11.43,2024-05-28 11:37:33.024,2024-05-31,20.96,ABMag,w - P1,2.938,Galaxy,SDSS J162237.22+222413.6,['SDSS J162237.22+222413.6' '245.655' '22.404' '2.938' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024jwc,14:48:59.171,+04:11:09.97,2024-03-31 12:46:04.800,2024-05-31,21.36,ABMag,w - P1,3.596,Seyfert2,2MASX J14485905+0411135,"['2MASX J14485905+0411135' '222.246' '4.187' '3.596' 'inf' 'Seyfert2'
 'Sy2']",K. C. Chambers,Yes
2024jwm,11:46:39.747,+29:50:53.14,2024-03-02 13:08:50.784,2024-05-31,20.84,ABMag,w - P1,4.212,EmissionG,2MASX J11463999+2950510,"['2MASX J11463999+2950510' '176.667' '29.848' '4.212' 'inf' 'EmissionG'
 'EmG']",K. C. Chambers,Yes
2024jvs,00:52:39.505,+15:35:48.93,2024-05-28 11:12:32.999,2024-05-31,19.694,ABMag,r - ZTF,4.939,Galaxy,LEDA 1488734,['LEDA 1488734' '13.164' '15.598' '4.939' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024juq,13:41:10.361,+36:14:32.50,2024-05-28 06:10:06.000,2024-05-31,19.7999,ABMag,g - ZTF,7.454,Galaxy,LEDA 2077290,['LEDA 2077290' '205.294' '36.24' '7.454' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024jva,19:35:52.383,-32:41:05.88,2024-05-29 14:55:24.384,2024-05-31,18.63,ABMag,L - GOTO,8.053,LowSurfBrghtG,2MFGC 15019,['2MFGC 15019' '293.967' '-32.683' '8.053' 'inf' 'LowSurfBrghtG' 'LSB'],K. Ulaczyk,No
