TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2021aiaz,09:04:08.203,+10:40:59.51,2021-02-12 06:05:45.600,2024-01-14,20.24,ABMag,r - ZTF,0.243,Seyfert1,[VV2006c] J090408.2+104059,"['[VV2006c] J090408.2+104059' '136.034' '10.683' '0.243' 'inf' 'Seyfert1'
 'Sy1']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2020afhd,03:13:35.667,-02:09:06.21,2020-10-20 09:46:04.800,2024-01-14,19.99,ABMag,g - ZTF,0.387,Seyfert2,LEDA  145386,['LEDA  145386' '48.399' '-2.152' '0.387' 'inf' 'Seyfert2' 'Sy2'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023aclg,09:57:44.468,+07:51:25.17,2023-12-11 10:36:28.800,2024-01-14,18.87,ABMag,g - ZTF,0.671,Seyfert1,2MASS J09574442+0751248,"['2MASS J09574442+0751248' '149.435' '7.857' '0.671' 'inf' 'Seyfert1'
 'Sy1']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2020afhe,04:17:51.376,+01:08:44.10,2020-09-25 10:29:16.800,2024-01-14,20.34,ABMag,g - ZTF,0.792,QSO,[VV2000] J041751.4+010843,['[VV2000] J041751.4+010843' '64.464' '1.145' '0.792' 'inf' 'QSO' 'QSO'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023aclj,09:52:33.036,+00:59:03.19,2023-01-24 08:29:45.600,2024-01-14,19.63,ABMag,g - ZTF,0.906,Galaxy,LEDA 1180994,['LEDA 1180994' '148.138' '0.984' '0.906' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024yg,05:06:04.646,-28:28:50.96,2024-01-13 02:57:15.840,2024-01-14,19.029,ABMag,orange - ATLAS,1.204,Galaxy,LEDA  741175,['LEDA  741175' '76.519' '-28.481' '1.204' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024yd,11:13:23.462,+25:30:14.25,2024-01-06 13:04:03.936,2024-01-14,19.96,ABMag,w - P1,2.108,Galaxy,LEDA 1738982,['LEDA 1738982' '168.347' '25.504' '2.108' '2.195' 'Galaxy' 'G'],K. C. Chambers,Yes
2024xt,11:14:56.009,+50:20:07.42,2024-01-13 10:42:43.776,2024-01-14,18.4561,ABMag,g - ZTF,3.188,RadioG,MCG+09-19-013,['MCG+09-19-013' '168.734' '50.335' '3.188' '3.119' 'RadioG' 'rG'],K. De (Caltech) on behalf of ZTF,Yes
2024xx,09:09:53.288,+35:42:19.77,2024-01-13 07:48:00.000,2024-01-14,19.59,ABMag,g - ZTF,3.602,LINER,2MASX J09095307+3542176,['2MASX J09095307+3542176' '137.471' '35.705' '3.602' 'inf' 'LINER' 'LIN'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024yr,15:59:35.119,-13:09:12.49,2024-01-13 15:20:00.960,2024-01-14,17.818,ABMag,orange - ATLAS,3.704,Galaxy,LEDA  942041,['LEDA  942041' '239.897' '-13.154' '3.704' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024za,13:58:42.157,+27:57:33.86,2024-01-07 14:28:33.888,2024-01-14,21.29,ABMag,w - P1,4.507,Galaxy,WINGS J135842.49+275732.9,['WINGS J135842.49+275732.9' '209.677' '27.959' '4.507' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024yk,11:16:59.494,-01:43:14.31,2024-01-05 09:14:24.000,2024-01-14,19.48,ABMag,g - ZTF,4.897,Galaxy,2dFGRS TGN234Z253,['2dFGRS TGN234Z253' '169.248' '-1.722' '4.897' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024zc,09:16:04.482,-01:59:05.26,2024-01-05 12:23:38.688,2024-01-14,20.45,ABMag,w - P1,7.142,Galaxy,GAMA 3869640,['GAMA 3869640' '139.019' '-1.987' '7.142' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024xy,09:32:37.534,+57:21:52.35,2024-01-06 09:28:48.000,2024-01-14,20.07,ABMag,r - ZTF,7.647,Galaxy,SDSS J093236.64+572154.9,['SDSS J093236.64+572154.9' '143.153' '57.365' '7.647' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
