TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024sar,15:10:38.790,+60:20:18.92,2024-08-06 03:30:14.400,2024-08-13,18.34,ABMag,G - Gaia,0.062,QSO,[VV2006] J151038.8+602019,['[VV2006] J151038.8+602019' '227.662' '60.339' '0.062' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,Yes
2024rzq,01:19:54.738,+35:56:06.26,2024-08-10 11:10:59.998,2024-08-13,19.9344,ABMag,g - ZTF,0.15,LowSurfBrghtG,2MASX J01195471+3556065,"['2MASX J01195471+3556065' '19.978' '35.935' '0.15' 'inf' 'LowSurfBrghtG'
 'LSB']",Nabeel Rehemtulla (CIERA,No
2024rzu,22:27:39.253,+01:24:57.82,2024-08-10 07:29:39.000,2024-08-13,20.522,ABMag,g - ZTF,0.262,Seyfert,LAMOST J222739.23+012457.8,"['LAMOST J222739.23+012457.8' '336.913' '1.416' '0.262' 'inf' 'Seyfert'
 'SyG']",I. Pérez-Fournon,No
2024rzv,16:17:41.122,+29:21:28.56,2024-08-08 04:42:52.000,2024-08-13,20.506,ABMag,g - ZTF,0.262,Galaxy,2MASX J16174116+2921280,['2MASX J16174116+2921280' '244.421' '29.358' '0.262' 'inf' 'Galaxy' 'G'],I. Pérez-Fournon,Yes
2019aave,22:30:41.116,+39:17:30.34,2019-04-09 12:22:31.995,2024-08-13,19.2438,ABMag,r - ZTF,0.416,GtowardsGroup,MCG+06-49-027,['MCG+06-49-027' '337.671' '39.292' '0.416' '0.147' 'GtowardsGroup' 'GiG'],Nabeel Rehemtulla (CIERA,No
2024saw,23:34:06.042,-20:47:08.07,2024-08-11 05:52:48.000,2024-08-13,18.777,ABMag,cyan - ATLAS,1.045,Galaxy,LEDA  142782,['LEDA  142782' '353.525' '-20.785' '1.045' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024rzr,21:16:53.130,+13:16:12.74,2024-08-12 06:45:21.003,2024-08-13,19.1903,ABMag,g - ZTF,1.101,Galaxy,Z 426-33,['Z 426-33' '319.221' '13.27' '1.101' 'inf' 'Galaxy' 'G'],Nabeel Rehemtulla (CIERA,No
2024rzb,01:18:25.869,-28:25:06.48,2024-08-11 07:06:00.576,2024-08-13,19.015,ABMag,cyan - ATLAS,1.541,Galaxy,2dFGRS TGS295Z043,['2dFGRS TGS295Z043' '19.608' '-28.419' '1.541' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024rze,02:22:01.058,-20:44:47.84,2024-08-11 07:44:35.232,2024-08-13,18.843,ABMag,cyan - ATLAS,2.607,EmissionG,IC  223,['IC  223' '35.505' '-20.746' '2.607' 'inf' 'EmissionG' 'EmG'],J. Tonry,No
2019aavf,13:50:17.397,-86:29:16.52,2019-08-10 01:07:15.000,2024-08-13,22,ABMag,Other - ,6.606,Galaxy,ESO   8-3,['ESO   8-3' '207.582' '-86.486' '6.606' 'inf' 'Galaxy' 'G'],Walter Robledo,No
2024rzy,17:43:30.940,+24:44:19.85,2024-08-07 05:23:53.000,2024-08-13,20.493,ABMag,g - ZTF,7.412,BrightestCG,2MASX J17433039+2444199,"['2MASX J17433039+2444199' '265.877' '24.739' '7.412' 'inf' 'BrightestCG'
 'BiC']",I. Pérez-Fournon,No
2024ryu,00:43:57.770,+41:13:35.70,2024-08-11 19:11:47.904,2024-08-13,19.84,VegaMag,Clear - ,9.39,Cluster*,[JSD2015] AP  2511,['[JSD2015] AP  2511' '10.993' '41.228' '9.39' 'inf' 'Cluster*' 'Cl*'],Ziyang Mai,No
