TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024ggg,17:35:13.770,+56:50:21.73,2024-04-06 17:18:14.400,2024-04-13,18.49,ABMag,G - Gaia,0.057,BLLac,87GB 173425.7+565145,['87GB 173425.7+565145' '263.807' '56.839' '0.057' 'inf' 'BLLac' 'BLL'],,,,S.T. Hodgkin,No
2024gkw,12:43:35.430,+42:15:20.63,2024-04-08 22:37:55.200,2024-04-13,17.93,ABMag,G - Gaia,0.058,QSO,[VV2006] J124335.4+421520,['[VV2006] J124335.4+421520' '190.898' '42.256' '0.058' 'inf' 'QSO' 'QSO'],,,,S.T. Hodgkin,Yes
2024ggb,10:41:09.790,+22:32:49.56,2024-04-06 10:04:48.000,2024-04-13,18.73,ABMag,G - Gaia,0.059,QSO,2MASS J10410981+2232496,['2MASS J10410981+2232496' '160.291' '22.547' '0.059' 'inf' 'QSO' 'QSO'],,,,S.T. Hodgkin,Yes
2024ghc,02:04:02.720,-51:04:56.10,2024-04-08 07:43:40.800,2024-04-13,16.89,ABMag,G - Gaia,0.078,Seyfert1,6dFGS gJ020402.7-510456,"['6dFGS gJ020402.7-510456' '31.011' '-51.082' '0.078' 'inf' 'Seyfert1'
 'Sy1']",,,,S.T. Hodgkin,No
2024glb,12:20:28.080,+40:50:34.91,2024-04-08 10:33:36.000,2024-04-13,17.38,ABMag,G - Gaia,0.112,Seyfert1,2MASS J12202808+4050350,"['2MASS J12202808+4050350' '185.117' '40.843' '0.112' 'inf' 'Seyfert1'
 'Sy1']",,,,S.T. Hodgkin,Yes
2024ghb,12:10:44.280,+38:20:10.07,2024-04-08 16:30:43.200,2024-04-13,16.3,ABMag,G - Gaia,0.133,Seyfert1,Z 215-46,['Z 215-46' '182.684' '38.336' '0.133' '0.063' 'Seyfert1' 'Sy1'],,,,S.T. Hodgkin,Yes
2024gir,10:48:54.116,+23:02:07.26,2024-04-10 05:53:43.296,2024-04-13,20.9558,ABMag,g - ZTF,0.174,Galaxy,Mrk 1440,['Mrk 1440' '162.226' '23.035' '0.174' '0.092' 'Galaxy' 'G'],,,,K. De (Caltech) on behalf of ZTF,Yes
2019aaux,20:10:46.458,+01:07:10.93,2019-10-17 02:10:22.656,2024-04-13,18.7181,ABMag,r - ZTF,0.299,Galaxy,2MASX J20104645+0107108,['2MASX J20104645+0107108' '302.693' '1.12' '0.299' 'inf' 'Galaxy' 'G'],,,,K. De (Caltech) on behalf of ZTF,No
2024gkm,13:46:03.212,-05:03:06.12,2024-02-11 09:27:47.001,2024-04-13,20.2236,ABMag,g - ZTF,0.375,BLLac,NVSS J134603-050305,['NVSS J134603-050305' '206.513' '-5.052' '0.375' 'inf' 'BLLac' 'BLL'],,,,Jesper Sollerman (SU),No
2024giu,09:11:45.110,+55:23:46.09,2024-04-09 06:55:14.304,2024-04-13,20.7994,ABMag,g - ZTF,0.438,AGN,2MASX J09114508+5523459,['2MASX J09114508+5523459' '137.938' '55.396' '0.438' 'inf' 'AGN' 'AGN'],,,,K. De (Caltech) on behalf of ZTF,Yes
2024giz,16:05:10.375,+17:45:30.40,2024-04-09 06:24:53.856,2024-04-13,20.8048,ABMag,g - ZTF,0.58,GtowardsCl,2MASX J16051033+1745298,"['2MASX J16051033+1745298' '241.293' '17.758' '0.58' 'inf' 'GtowardsCl'
 'GiC']",,,,K. De (Caltech) on behalf of ZTF,Yes
2024giy,16:03:57.638,+30:33:42.31,2024-04-09 10:33:16.128,2024-04-13,21.1622,ABMag,r - ZTF,0.601,Galaxy,LEDA 1908652,['LEDA 1908652' '240.99' '30.562' '0.601' 'inf' 'Galaxy' 'G'],,,,K. De (Caltech) on behalf of ZTF,Yes
2024gjz,10:56:10.064,-01:43:24.16,2024-04-09 03:59:42.999,2024-04-13,20.2315,ABMag,r - ZTF,0.842,Galaxy,2dFGRS TGN298Z214,['2dFGRS TGN298Z214' '164.042' '-1.724' '0.842' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,No
2024glo,08:15:59.061,+23:11:59.26,2024-04-07 04:51:10.944,2024-04-13,18.4662,ABMag,g - ZTF,0.85,Seyfert2,IC 2247,['IC 2247' '123.996' '23.2' '0.85' '0.229' 'Seyfert2' 'Sy2'],,,,K. De (Caltech) on behalf of ZTF,Yes
2024ghm,12:42:04.042,+29:26:58.17,2024-04-09 03:51:12.004,2024-04-13,20.7062,ABMag,r - ZTF,0.995,ClG,[SPD2011] 33087,['[SPD2011] 33087' '190.517' '29.45' '0.995' 'inf' 'ClG' 'ClG'],,,,A. Munoz-Arancibia,No
2024ghr,13:15:49.999,+23:26:49.05,2024-04-09 05:17:24.996,2024-04-13,21.7324,ABMag,g - ZTF,1.024,Galaxy,H-ATLAS J131550.0+232650,['H-ATLAS J131550.0+232650' '198.959' '23.447' '1.024' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,No
2024gjp,13:05:14.002,+26:54:59.87,2024-04-11 08:19:55.998,2024-04-13,21.1891,ABMag,g - ZTF,1.271,BrightestCG,SDSS J130514.07+265459.0,"['SDSS J130514.07+265459.0' '196.309' '26.916' '1.271' 'inf' 'BrightestCG'
 'BiC']",Galaxy,GMP  122,['GMP  122' '196.307' '26.917' '5.783' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2024gki,16:10:25.144,-16:13:59.87,2024-04-07 10:39:32.996,2024-04-13,20.1432,ABMag,g - ZTF,1.388,Galaxy,LEDA  900784,['LEDA  900784' '242.605' '-16.234' '1.388' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),No
2024giv,10:36:24.911,-26:59:58.24,2024-03-21 07:26:28.320,2024-04-13,18.2907,ABMag,r - ZTF,1.425,GtowardsGroup,ESO 501-35,['ESO 501-35' '159.103' '-27.0' '1.425' '0.31' 'GtowardsGroup' 'GiG'],,,,K. De (Caltech) on behalf of ZTF,No
2024gjq,10:50:59.398,-20:46:48.30,2024-04-11 06:06:47.998,2024-04-13,20.1995,ABMag,r - ZTF,1.462,Galaxy,Gaia DR3 3550850609808738432,"['Gaia DR3 3550850609808738432' '162.748' '-20.78' '1.462' 'inf' 'Galaxy'
 'G']",,,,A. Munoz-Arancibia,No
2024gkn,12:36:45.870,+51:24:14.88,2024-04-12 08:37:51.003,2024-04-13,19.8102,ABMag,g - ZTF,1.755,Galaxy,SDSS J123645.74+512416.1,['SDSS J123645.74+512416.1' '189.191' '51.404' '1.755' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),Yes
2024gis,10:49:11.187,+00:22:46.25,2024-04-09 05:46:48.576,2024-04-13,20.181,ABMag,g - ZTF,1.874,Galaxy,Z  10-24,['Z  10-24' '162.297' '0.379' '1.874' 'inf' 'Galaxy' 'G'],,,,K. De (Caltech) on behalf of ZTF,Yes
2024ghw,16:01:27.331,+32:50:01.52,2024-04-10 11:22:41.998,2024-04-13,21.7749,ABMag,g - ZTF,2.015,BrightestCG,SDSS J160127.17+325001.3,"['SDSS J160127.17+325001.3' '240.363' '32.834' '2.015' 'inf' 'BrightestCG'
 'BiC']",,,,A. Munoz-Arancibia,No
