TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024voc,17:09:30.790,+64:10:02.96,2024-09-09 09:17:16.800,2024-09-19,18,ABMag,G - Gaia,0.035,QSO,[VV2006] J170930.8+641002,['[VV2006] J170930.8+641002' '257.378' '64.167' '0.035' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,Yes
2024vob,14:42:59.860,+18:45:24.48,2024-09-08 22:07:40.800,2024-09-19,17.91,ABMag,G - Gaia,0.107,QSO,2MASS J14425986+1845246,['2MASS J14425986+1845246' '220.749' '18.757' '0.107' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,Yes
2024voy,23:01:04.330,-37:45:58.69,2024-08-13 06:40:33.000,2024-09-19,20.11,ABMag,BG-q - BlackGem,0.122,Galaxy,Gaia DR3 6553022304351340544,"['Gaia DR3 6553022304351340544' '345.268' '-37.766' '0.122' 'inf' 'Galaxy'
 'G']",S. Faris,No
2024vnx,02:44:13.400,-17:04:19.96,2024-09-08 05:29:45.600,2024-09-19,18.77,ABMag,G - Gaia,0.14,Galaxy,LEDA  889201,['LEDA  889201' '41.056' '-17.072' '0.14' 'inf' 'Galaxy' 'G'],S.T. Hodgkin,No
2024vpk,08:41:11.885,+26:07:34.40,2024-09-09 12:15:53.000,2024-09-19,19.6717,ABMag,r - ZTF,0.276,Galaxy,LEDA 1763662,['LEDA 1763662' '130.3' '26.126' '0.276' 'inf' 'Galaxy' 'G'],Daniel Perley (LJMU),Yes
2024vpr,17:20:06.150,+42:55:56.31,2024-09-09 05:20:03.998,2024-09-19,19.8442,ABMag,g - ZTF,0.609,Galaxy,Gaia DR3 1360247139423990272,"['Gaia DR3 1360247139423990272' '260.026' '42.932' '0.609' 'inf' 'Galaxy'
 'G']",Daniel Perley (LJMU),No
2020afig,23:40:54.395,-10:47:21.54,2020-10-23 05:26:46.000,2024-09-19,20.2564,ABMag,g - ZTF,0.659,Seyfert1,2MASX J23405441-1047218,"['2MASX J23405441-1047218' '355.227' '-10.789' '0.659' 'inf' 'Seyfert1'
 'Sy1']",Daniel Perley (LJMU),Yes
2024vpe,01:13:26.401,+17:26:28.57,2024-09-12 08:36:40.000,2024-09-19,19.9449,ABMag,r - ZTF,1.444,Galaxy,2MFGC 911,['2MFGC 911' '18.36' '17.441' '1.444' 'inf' 'Galaxy' 'G'],Daniel Perley (LJMU),No
2024voz,04:05:34.532,-62:06:17.42,2024-09-05 09:08:49.000,2024-09-19,20.05,ABMag,BG-q - BlackGem,1.78,Galaxy,Gaia DR3 4679424769448569216,"['Gaia DR3 4679424769448569216' '61.393' '-62.105' '1.78' 'inf' 'Galaxy'
 'G']",S. Faris,No
2024vof,14:10:31.320,-04:04:46.56,2024-09-05 15:40:19.200,2024-09-19,18.41,ABMag,G - Gaia,1.873,Galaxy,2dFGRS TGN144Z156,['2dFGRS TGN144Z156' '212.631' '-4.08' '1.873' 'inf' 'Galaxy' 'G'],S.T. Hodgkin,No
2024vnl,17:09:30.577,+23:36:24.71,2024-09-15 03:19:46.997,2024-09-19,20.1115,ABMag,g - ZTF,2.974,Galaxy,LEDA 1690321,['LEDA 1690321' '257.377' '23.606' '2.974' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024vnu,13:11:16.770,-33:36:02.02,2024-08-26 21:04:19.200,2024-09-19,18.85,ABMag,G - Gaia,4.579,Galaxy,LEDA  674117,['LEDA  674117' '197.821' '-33.6' '4.579' 'inf' 'Galaxy' 'G'],S.T. Hodgkin,No
2024voq,01:27:55.008,-39:16:05.08,2024-09-08 11:38:26.592,2024-09-19,20.2,ABMag,w - P1,4.839,Galaxy,LEDA  600031,['LEDA  600031' '21.981' '-39.267' '4.839' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024vpt,04:32:17.907,-62:32:46.37,2024-09-17 16:18:21.888,2024-09-19,18.5,ABMag,L - GOTO,5.593,Galaxy,LEDA  177556,['LEDA  177556' '68.071' '-62.546' '5.593' 'inf' 'Galaxy' 'G'],A. Kumar,No
2024vot,23:21:17.290,+16:16:25.97,2024-09-02 09:34:23.232,2024-09-19,20.4,ABMag,w - P1,8.701,Galaxy,LEDA 1504940,['LEDA 1504940' '350.32' '16.275' '8.701' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
