TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024nfq,00:56:47.154,-01:47:09.32,2024-06-30 09:34:55.200,2024-07-01,18.156,ABMag,orange - ATLAS,0.107,GtowardsCl,2MASX J00564720-0147099,"['2MASX J00564720-0147099' '14.196' '-1.786' '0.107' 'inf' 'GtowardsCl'
 'GiC']",,,,,,,J. Tonry,No
2024ngh,17:14:06.840,+14:58:13.98,2024-06-26 10:26:59.001,2024-07-01,20.0042,ABMag,r - ZTF,0.158,Galaxy,Gaia DR3 4546457461048086144,"['Gaia DR3 4546457461048086144' '258.529' '14.971' '0.158' 'inf' 'Galaxy'
 'G']",,,,,,,F. Forster,No
2024nhe,16:55:08.572,-22:51:10.90,2024-06-28 05:32:00.997,2024-07-01,19.5174,ABMag,g - ZTF,0.307,Galaxy,6dFGS gJ165508.6-225111,['6dFGS gJ165508.6-225111' '253.786' '-22.853' '0.307' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,No
2024ngk,15:23:59.169,+01:01:09.37,2024-06-26 05:05:38.996,2024-07-01,20.5465,ABMag,g - ZTF,0.545,GtowardsCl,DES J152359.18+010109.8,"['DES J152359.18+010109.8' '230.997' '1.019' '0.545' 'inf' 'GtowardsCl'
 'GiC']",,,,,,,F. Forster,No
2024nee,15:00:42.135,-09:26:26.77,2024-06-26 05:06:20.001,2024-07-01,20.119,ABMag,g - ZTF,0.989,Galaxy,LEDA  991028,['LEDA  991028' '225.176' '-9.441' '0.989' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),No
2024nga,22:16:31.190,+01:49:49.62,2024-06-30 09:49:51.004,2024-07-01,19.8211,ABMag,r - ZTF,0.989,Galaxy,[DD2013] W4+1+1  19748,['[DD2013] W4+1+1  19748' '334.13' '1.83' '0.989' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,No
2024ndy,15:02:55.327,+31:48:52.97,2024-06-29 04:39:32.003,2024-07-01,20.2468,ABMag,g - ZTF,1.06,Galaxy,SDSS J150255.38+314852.2,['SDSS J150255.38+314852.2' '225.731' '31.815' '1.06' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,Yes
2024njc,16:28:23.583,+29:38:22.26,2024-06-01 12:26:48.768,2024-07-01,21.53,ABMag,w - P1,1.122,Galaxy,SDSSCGB 54041.2,['SDSSCGB 54041.2' '247.098' '29.64' '1.122' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024ndw,14:43:01.651,+54:32:03.94,2024-06-27 05:09:22.997,2024-07-01,20.073,ABMag,g - ZTF,1.583,GroupG,[DCA2018] 151900,['[DCA2018] 151900' '220.756' '54.534' '1.583' 'inf' 'GroupG' 'GrG'],Galaxy,SDSS J144301.60+543201.8,['SDSS J144301.60+543201.8' '220.757' '54.534' '2.112' 'inf' 'Galaxy' 'G'],Galaxy,LEDA   52568,['LEDA   52568' '220.756' '54.535' '3.52' 'inf' 'Galaxy' 'G'],F. Forster,Yes
2024nhk,15:38:13.726,+60:30:56.61,2024-06-30 06:50:18.997,2024-07-01,20.0355,ABMag,g - ZTF,1.777,Seyfert1,LEDA 2816156,['LEDA 2816156' '234.556' '60.516' '1.777' 'inf' 'Seyfert1' 'Sy1'],,,,,,,F. Forster,No
