TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024bfs,09:04:01.223,+57:20:19.34,2024-01-15 07:49:26.400,2024-02-01,20.05,ABMag,r - ZTF,0.228,Galaxy,Gaia DR3 1036707046857729024,"['Gaia DR3 1036707046857729024' '136.005' '57.339' '0.228' 'inf' 'Galaxy'
 'G']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024bfi,07:55:51.194,+22:19:25.04,2024-01-15 09:08:38.400,2024-02-01,20.07,ABMag,g - ZTF,0.814,Galaxy,2MASX J07555121+2219247,['2MASX J07555121+2219247' '118.963' '22.323' '0.814' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024bfn,08:15:58.166,+05:47:30.82,2024-01-31 08:28:19.200,2024-02-01,19.49,ABMag,r - ZTF,0.864,Galaxy,SDSS J081558.14+054729.9,['SDSS J081558.14+054729.9' '123.992' '5.792' '0.864' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024bfe,08:43:36.836,+65:15:26.30,2024-01-28 03:12:57.600,2024-02-01,18.68,ABMag,r - ZTF,1.064,Galaxy,Gaia DR3 1092377416517407360,"['Gaia DR3 1092377416517407360' '130.904' '65.258' '1.064' 'inf' 'Galaxy'
 'G']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024bgb,09:42:42.080,+36:26:18.40,2024-01-31 09:12:11.998,2024-02-01,19.8431,ABMag,g - ZTF,1.618,Galaxy,SDSS J094242.05+362616.8,['SDSS J094242.05+362616.8' '145.675' '36.438' '1.618' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,Yes
2024bfb,05:22:03.299,-12:06:04.39,2024-01-27 05:31:12.000,2024-02-01,19.32,ABMag,g - ZTF,3.962,Galaxy,LEDA  957636,['LEDA  957636' '80.513' '-12.102' '3.962' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024bfk,06:09:03.401,+58:03:06.39,2024-01-31 05:12:28.800,2024-02-01,19.59,ABMag,g - ZTF,4.38,Galaxy,2MASX J06090378+5803035,['2MASX J06090378+5803035' '92.266' '58.051' '4.38' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024bfp,08:31:42.451,+47:09:00.25,2024-01-31 07:48:00.000,2024-02-01,19.47,ABMag,r - ZTF,4.702,Galaxy,SDSS J083142.76+470856.7,['SDSS J083142.76+470856.7' '127.928' '47.149' '4.702' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024bez,01:42:28.577,+17:33:03.72,2024-01-25 03:46:04.800,2024-02-01,19.12,ABMag,r - ZTF,4.805,Galaxy,LEDA 1535454,['LEDA 1535454' '25.618' '17.55' '4.805' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024bfl,09:39:54.970,+26:48:29.55,2024-01-31 08:03:50.400,2024-02-01,19.53,ABMag,r - ZTF,5.149,Galaxy,LEDA 1789006,['LEDA 1789006' '144.979' '26.81' '5.149' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024bgg,05:26:36.381,-10:32:50.24,2024-01-31 05:27:34.004,2024-02-01,19.5159,ABMag,g - ZTF,6.898,Seyfert2,LEDA  976840,['LEDA  976840' '81.65' '-10.546' '6.898' 'inf' 'Seyfert2' 'Sy2'],A. Munoz-Arancibia,No
