TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024gwj,16:07:12.661,-15:00:19.36,2024-04-17 01:35:21.408,2024-04-20,18.79,ABMag,orange - ATLAS,0.67,Galaxy,LEDA  917009,['LEDA  917009' '241.803' '-15.005' '0.67' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024gvs,07:52:13.944,+29:20:24.16,2024-04-19 03:47:04.001,2024-04-20,18.4565,ABMag,g - ZTF,1.172,Galaxy,SDSS J075213.91+292023.1,['SDSS J075213.91+292023.1' '118.058' '29.34' '1.172' 'inf' 'Galaxy' 'G'],K-Ryan Hinds (LJMU),Yes
2024gva,14:14:00.394,+11:00:40.22,2024-04-17 08:28:24.997,2024-04-20,20.1259,ABMag,g - ZTF,1.474,Galaxy,LEDA 1387632,['LEDA 1387632' '213.502' '11.011' '1.474' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024gwg,14:18:45.711,-03:41:19.07,2024-04-17 09:51:12.384,2024-04-20,20.41,ABMag,w - P1,1.941,Galaxy,2dFGRS TGN145Z069,['2dFGRS TGN145Z069' '214.691' '-3.688' '1.941' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024gwl,14:37:27.804,+18:02:28.72,2024-04-19 07:42:07.998,2024-04-20,19.5522,ABMag,g - ZTF,2.291,Galaxy,SDSS J143727.96+180228.3,['SDSS J143727.96+180228.3' '219.367' '18.041' '2.291' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,Yes
2024gvt,22:45:04.611,-35:01:38.98,2024-04-18 09:37:58.368,2024-04-20,17.733,ABMag,orange - ATLAS,2.447,Galaxy,LEDA  164245,['LEDA  164245' '341.27' '-35.028' '2.447' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024gvy,21:19:22.492,-17:48:14.15,2024-04-18 08:52:16.896,2024-04-20,18.03,ABMag,orange - ATLAS,2.646,Galaxy,LEDA  877241,['LEDA  877241' '319.844' '-17.803' '2.646' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024gvj,13:10:07.232,-26:35:46.84,2024-04-19 03:40:55.000,2024-04-20,18.62,ABMag,BG-i - BlackGem,3.223,Galaxy,LEDA  166156,['LEDA  166156' '197.529' '-26.596' '3.223' 'inf' 'Galaxy' 'G'],H. Tranin,No
2024gwf,13:53:30.005,+30:24:35.73,2024-04-18 08:24:01.728,2024-04-20,20.1,ABMag,w - P1,4.191,Galaxy,2MASX J13533032+3024376,['2MASX J13533032+3024376' '208.376' '30.41' '4.191' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024gux,09:51:21.630,+41:34:02.71,2024-04-17 06:10:25.000,2024-04-20,19.8035,ABMag,r - ZTF,4.737,Seyfert1,2MASS J09512203+4134040,"['2MASS J09512203+4134040' '147.842' '41.568' '4.737' 'inf' 'Seyfert1'
 'Sy1']",Jesper Sollerman (SU),Yes
2024gwh,16:15:59.519,-01:40:23.56,2024-04-17 13:20:55.680,2024-04-20,20.61,ABMag,w - P1,5.122,ClG,NSC J161559-014019,['NSC J161559-014019' '243.997' '-1.672' '5.122' 'inf' 'ClG' 'ClG'],K. C. Chambers,No
2024gvk,11:45:37.443,-31:40:55.66,2024-04-14 11:10:02.784,2024-04-20,19.26,ABMag,L - GOTO,5.665,Galaxy,LEDA  702375,['LEDA  702375' '176.404' '-31.682' '5.665' 'inf' 'Galaxy' 'G'],K. Wiersema,No
2024guy,12:36:43.631,+14:38:44.56,2024-04-18 05:36:07.004,2024-04-20,19.3032,ABMag,g - ZTF,5.666,GtowardsCl,2MASX J12364400+1438425,"['2MASX J12364400+1438425' '189.183' '14.645' '5.666' '5.554' 'GtowardsCl'
 'GiC']",Jesper Sollerman (SU),Yes
2024gve,14:46:53.225,+11:37:32.35,2024-04-19 07:12:08.640,2024-04-20,18.56,ABMag,g - ZTF,5.967,GtowardsGroup,MCG+02-38-008,['MCG+02-38-008' '221.723' '11.626' '5.967' '3.676' 'GtowardsGroup' 'GiG'],J. Nordin,Yes
2024gvp,13:39:50.830,+19:26:35.79,2024-04-01 12:35:11.616,2024-04-20,20.38,ABMag,w - P1,6.573,Galaxy,2MASX J13395054+1926308,['2MASX J13395054+1926308' '204.961' '19.442' '6.573' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
