TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter
2023yqe*,15:48:48.820,+36:40:03.83,2023-11-29 15:07:12.000,03-Dec-2023,18.46,ABMag,G - Gaia,0.04,QSO,[VV2006] J154848.9+364003,['[VV2006] J154848.9+364003' '237.203' '36.668' '0.04' 'inf' 'QSO' 'QSO'],S.T. Hodgkin
2023yqh,01:30:40.530,+02:03:31.43,2023-11-29 11:21:07.200,03-Dec-2023,18.73,ABMag,G - Gaia,1.499,Galaxy,LEDA 1214658,['LEDA 1214658' '22.669' '2.058' '1.499' 'inf' 'Galaxy' 'G'],S.T. Hodgkin
2023yqf*,16:46:15.370,+44:23:47.69,2023-11-29 13:07:40.800,03-Dec-2023,18.95,ABMag,G - Gaia,2.844,Galaxy,2MASX J16461528+4423511,['2MASX J16461528+4423511' '251.564' '44.397' '2.844' 'inf' 'Galaxy' 'G'],S.T. Hodgkin
2023yqi,13:34:02.860,-02:46:02.89,2023-11-30 08:09:36.000,03-Dec-2023,18.44,ABMag,G - Gaia,3.716,Galaxy,LEDA 1083385,['LEDA 1083385' '203.511' '-2.768' '3.716' 'inf' 'Galaxy' 'G'],S.T. Hodgkin
