TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter
2023tsk,14:54:27.120,+51:24:33.70,2023-09-25 19:52:19.200,28-Sep-2023,14.76,ABMag,G - Gaia,0.052,BLLac,ATO J223.6130+51.4093,['ATO J223.6130+51.4093' '223.613' '51.409' '0.052' 'inf' 'BLLac' 'BLL'],S.T. Hodgkin
2023tsq,23:12:24.189,+17:42:41.52,2023-09-22 06:46:15.004,28-Sep-2023,19.8423,ABMag,r - ZTF,0.223,Galaxy,LAMOST J231224.20+174241.3,"['LAMOST J231224.20+174241.3' '348.101' '17.711' '0.223' 'inf' 'Galaxy'
 'G']",A. Munoz-Arancibia
2023tsh,22:17:19.110,-35:49:52.21,2023-09-25 17:51:21.600,28-Sep-2023,18.32,ABMag,G - Gaia,0.732,Galaxy,2dFGRS TGS588Z262,['2dFGRS TGS588Z262' '334.33' '-35.831' '0.732' 'inf' 'Galaxy' 'G'],S.T. Hodgkin
2023tst,02:20:02.637,-03:48:30.96,2023-09-27 11:41:53.952,28-Sep-2023,20.1,ABMag,r - P1,2.145,Galaxy,GAMA 2309927,['GAMA 2309927' '35.012' '-3.809' '2.145' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz)
2023tsn,03:48:34.180,+75:21:29.49,2023-09-21 11:59:57.002,28-Sep-2023,20.3428,ABMag,r - ZTF,2.383,Galaxy,Gaia DR3 550903192929334528,['Gaia DR3 550903192929334528' '57.14' '75.358' '2.383' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia
2023tsg,03:25:47.510,-50:43:57.14,2023-09-25 22:53:45.600,28-Sep-2023,18.42,ABMag,G - Gaia,3.066,Galaxy,LEDA  463539,['LEDA  463539' '51.447' '-50.733' '3.066' 'inf' 'Galaxy' 'G'],S.T. Hodgkin
2023tsu,02:48:14.475,-03:10:43.82,2023-09-27 11:40:22.368,28-Sep-2023,20,ABMag,z - P1,3.11,Galaxy,SDSS J024814.61-031046.1,['SDSS J024814.61-031046.1' '42.061' '-3.179' '3.11' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz)
