TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024hnv,18:48:34.370,+32:44:00.17,2024-04-10 05:44:09.600,2024-05-01,17.11,ABMag,G - Gaia,0.116,QSO,ICRF J184834.3+324400,['ICRF J184834.3+324400' '282.143' '32.733' '0.116' 'inf' 'QSO' 'QSO'],,,,,,,S.T. Hodgkin,No
2024hny,09:13:28.190,-00:56:44.74,2024-04-10 11:21:07.200,2024-05-01,18.94,ABMag,G - Gaia,0.116,QSO,2SLAQ J091328.18-005644.7,['2SLAQ J091328.18-005644.7' '138.367' '-0.946' '0.116' 'inf' 'QSO' 'QSO'],,,,,,,S.T. Hodgkin,No
2024hnn,12:29:57.351,+16:05:43.79,2024-04-30 00:14:29.184,2024-05-01,19.56,ABMag,L - GOTO,0.644,Galaxy,SDSS J122957.39+160543.6,['SDSS J122957.39+160543.6' '187.489' '16.095' '0.644' 'inf' 'Galaxy' 'G'],,,,,,,T. Killestein,Yes
2024hoq,10:19:25.462,+29:45:26.05,2024-04-27 08:40:12.864,2024-05-01,20.34,ABMag,i - P1,1.325,Galaxy,LEDA 1877043,['LEDA 1877043' '154.856' '29.757' '1.325' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024hob,11:41:39.509,-34:43:53.97,2024-04-24 12:43:45.696,2024-05-01,18.65,ABMag,L - GOTO,2.089,Galaxy,Gaia DR3 3464919889151466624,"['Gaia DR3 3464919889151466624' '175.415' '-34.732' '2.089' 'inf' 'Galaxy'
 'G']",,,,,,,M. Kennedy,No
2024hor,12:09:26.167,+13:47:06.25,2024-04-27 06:03:36.000,2024-05-01,19.85,ABMag,w - P1,2.973,Galaxy,2MASX J12092605+1347030,['2MASX J12092605+1347030' '182.359' '13.784' '2.973' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,Yes
2024hoc,21:07:00.703,-41:50:09.94,2024-04-24 17:33:43.200,2024-05-01,17.69,ABMag,L - GOTO,3.809,Galaxy,2dFGRS TGS917Z721,['2dFGRS TGS917Z721' '316.752' '-41.837' '3.809' 'inf' 'Galaxy' 'G'],,,,,,,S. Belkin,No
2024hom,12:58:15.619,+14:34:32.74,2024-04-28 07:14:38.976,2024-05-01,21.01,ABMag,w - P1,4.187,Compact_Gr_G,SDSSCGB 18475,['SDSSCGB 18475' '194.566' '14.577' '4.187' 'inf' 'Compact_Gr_G' 'CGG'],RadioG,FIRST J125815.7+143437,['FIRST J125815.7+143437' '194.566' '14.577' '4.722' 'inf' 'RadioG' 'rG'],Galaxy,SDSSCGB 18475.4,['SDSSCGB 18475.4' '194.562' '14.575' '9.49' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024hoy,12:59:24.764,+08:59:55.55,2024-04-28 07:20:10.752,2024-05-01,18.78,ABMag,w - P1,4.581,Galaxy,SDSS J125925.06+085954.3,['SDSS J125925.06+085954.3' '194.854' '8.998' '4.581' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,Yes
2024hpb,12:16:32.658,+75:21:37.73,2024-04-30 05:27:42.998,2024-05-01,19.4012,ABMag,g - ZTF,4.609,Galaxy,LEDA 2767569,['LEDA 2767569' '184.134' '75.362' '4.609' 'inf' 'Galaxy' 'G'],,,,,,,Nabeel Rehemtulla (CIERA,No
2024hpc,13:25:37.745,-12:34:59.51,2024-04-30 05:18:14.002,2024-05-01,19.661,ABMag,g - ZTF,4.709,Galaxy,2MASX J13253753-1234558,['2MASX J13253753-1234558' '201.406' '-12.582' '4.709' 'inf' 'Galaxy' 'G'],,,,,,,Nabeel Rehemtulla (CIERA,No
2024hno,11:46:59.285,+10:33:24.02,2024-04-26 22:00:33.120,2024-05-01,19.75,ABMag,L - GOTO,4.997,Galaxy,SDSSCGB 33137.2,['SDSSCGB 33137.2' '176.746' '10.556' '4.997' 'inf' 'Galaxy' 'G'],,,,,,,T. Killestein,No
