TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024wjx,10:27:44.030,-00:37:06.72,2024-04-24 14:25:26.400,2024-09-25,21.32,ABMag,r - WFST,0.623,Galaxy,WiggleZ S11J102743995-00370639,"['WiggleZ S11J102743995-00370639' '156.933' '-0.618' '0.623' 'inf'
 'Galaxy' 'G']",,,,,,,Ji-an Jiang (USTC),No
2024wcn,08:54:48.802,+77:40:57.66,2024-09-21 11:07:12.999,2024-09-25,19.5724,ABMag,r - ZTF,0.665,Galaxy,Gaia DR3 1125857786099974400,"['Gaia DR3 1125857786099974400' '133.704' '77.683' '0.665' 'inf' 'Galaxy'
 'G']",,,,,,,Daniel Perley (LJMU),No
2024wfr,14:12:11.240,+01:14:00.51,2024-03-07 18:44:38.400,2024-09-25,20.98,ABMag,r - WFST,0.841,Galaxy,GAMA 227344,['GAMA 227344' '213.047' '1.234' '0.841' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),No
2023adyw,04:51:41.534,-03:48:32.84,2023-10-20 09:59:29.996,2024-09-25,18.0671,ABMag,i - ZTF,0.92,Seyfert1,MCG-01-13-025,['MCG-01-13-025' '72.923' '-3.809' '0.92' '0.303' 'Seyfert1' 'Sy1'],,,,,,,Nabeel Rehemtulla (CIERA,No
2024wfj,11:39:44.510,+00:56:53.26,2024-03-15 16:07:40.800,2024-09-25,20.69,ABMag,g - WFST,0.968,Galaxy,2dFGRS TGN376Z143,['2dFGRS TGN376Z143' '174.935' '0.948' '0.968' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),No
2024wlq,14:32:14.950,+04:32:55.31,2024-05-05 19:40:48.000,2024-09-25,21.72,ABMag,r - WFST,1.333,EmissionG,SDSS J143214.87+043256.1,"['SDSS J143214.87+043256.1' '218.062' '4.549' '1.333' 'inf' 'EmissionG'
 'EmG']",,,,,,,Ji-an Jiang (USTC),Yes
2024weg,11:09:59.970,-00:33:41.79,2024-03-06 16:47:59.000,2024-09-25,20.99,ABMag,g - WFST,1.488,Galaxy,2MASX J11100002-0033402,['2MASX J11100002-0033402' '167.5' '-0.561' '1.488' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),Yes
2024wen,11:32:19.780,-02:07:35.79,2024-03-06 16:59:31.200,2024-09-25,20.3,ABMag,g - WFST,1.517,Galaxy,[GMM2009b] NYU-VAGC  118783,"['[GMM2009b] NYU-VAGC  118783' '173.082' '-2.127' '1.517' 'inf' 'Galaxy'
 'G']",Galaxy,2MASX J11321944-0207420,['2MASX J11321944-0207420' '173.081' '-2.128' '8.417' 'inf' 'Galaxy' 'G'],,,,Ji-an Jiang (USTC),Yes
2024wnx,01:16:29.290,-46:31:27.16,2024-09-21 06:14:24.000,2024-09-25,18.91,ABMag,G - Gaia,1.976,EmissionG,LEDA   87497,['LEDA   87497' '19.122' '-46.524' '1.976' 'inf' 'EmissionG' 'EmG'],,,,,,,S.T. Hodgkin,No
2024wod,23:38:11.182,-31:40:01.19,2024-09-24 05:09:34.272,2024-09-25,19.022,ABMag,cyan - ATLAS,2.003,Galaxy,LEDA  702558,['LEDA  702558' '354.546' '-31.668' '2.003' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,No
2024whc,14:30:57.130,+04:42:19.22,2024-03-18 20:48:28.800,2024-09-25,21.82,ABMag,g - WFST,3.184,Galaxy,SDSS J143056.93+044218.1,['SDSS J143056.93+044218.1' '217.737' '4.705' '3.184' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),Yes
2024wng,01:37:47.310,+24:23:29.06,2024-09-24 09:26:20.999,2024-09-25,20.1137,ABMag,g - ZTF,3.463,Galaxy,LEDA 1706293,['LEDA 1706293' '24.446' '24.392' '3.463' 'inf' 'Galaxy' 'G'],,,,,,,A. Munoz-Arancibia,No
2024wcj,17:57:29.618,+14:03:22.89,2024-09-14 05:48:31.996,2024-09-25,19.8907,ABMag,g - ZTF,3.92,Galaxy,LEDA 1448058,['LEDA 1448058' '269.374' '14.056' '3.92' 'inf' 'Galaxy' 'G'],,,,,,,Daniel Perley (LJMU),No
2024wdm,16:17:44.776,+36:26:12.11,2024-09-24 05:30:15.840,2024-09-25,18.563,ABMag,cyan - ATLAS,4.225,Galaxy,2MASX J16174505+3626100,['2MASX J16174505+3626100' '244.438' '36.436' '4.225' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,Yes
2024wfy,13:51:02.130,-00:09:19.31,2024-03-09 19:50:52.800,2024-09-25,20.08,ABMag,g - WFST,4.333,AGN,2dFGRS TGN337Z082,['2dFGRS TGN337Z082' '207.759' '-0.154' '4.333' '2.195' 'AGN' 'AGN'],,,,,,,Ji-an Jiang (USTC),Yes
2024wjz,11:18:33.740,+01:00:45.90,2024-04-24 14:54:14.400,2024-09-25,21.19,ABMag,r - WFST,5.483,Galaxy,2dFGRS TGN439Z093,['2dFGRS TGN439Z093' '169.642' '1.012' '5.483' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),Yes
2024wdh,06:15:33.994,+56:00:53.92,2024-09-22 08:56:02.002,2024-09-25,20.0869,ABMag,r - ZTF,5.942,Galaxy,LEDA 2522542,['LEDA 2522542' '93.894' '56.016' '5.942' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),No
2024wnw,10:31:52.920,+62:24:08.86,2024-09-21 05:19:40.800,2024-09-25,18.57,ABMag,G - Gaia,6.616,LINER,MCG+10-15-093,['MCG+10-15-093' '157.973' '62.401' '6.616' 'inf' 'LINER' 'LIN'],,,,,,,S.T. Hodgkin,Yes
2024wlm,14:44:35.750,-00:59:22.85,2024-05-03 18:30:14.400,2024-09-25,21.38,ABMag,r - WFST,7.576,ClG,AK3 J144436.48-005928,['AK3 J144436.48-005928' '221.15' '-0.992' '7.576' 'inf' 'ClG' 'ClG'],Galaxy,GAMA 545828,['GAMA 545828' '221.15' '-0.992' '7.697' 'inf' 'Galaxy' 'G'],,,,Ji-an Jiang (USTC),Yes
