TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024wns,15:50:53.280,-08:22:46.78,2024-09-21 20:00:57.600,2024-09-25,17.7,ABMag,G - Gaia,0.02,Blazar,1BIGB J155053.2-082245,['1BIGB J155053.2-082245' '237.722' '-8.38' '0.02' 'inf' 'Blazar' 'Bla'],,,,,,,S.T. Hodgkin,No
2024wnr,15:25:14.080,+02:02:54.67,2024-09-21 14:12:28.800,2024-09-25,18.69,ABMag,G - Gaia,0.042,QSO,SDSS J152514.08+020254.6,['SDSS J152514.08+020254.6' '231.309' '2.049' '0.042' 'inf' 'QSO' 'QSO'],,,,,,,S.T. Hodgkin,Yes
2024wdd,22:43:07.830,-62:50:57.26,2024-09-21 00:40:19.200,2024-09-25,18.44,ABMag,G - Gaia,0.089,QSO,ICRF J224307.8-625057,['ICRF J224307.8-625057' '340.783' '-62.849' '0.089' 'inf' 'QSO' 'QSO'],,,,,,,S.T. Hodgkin,No
2024wdw,10:17:59.680,-01:15:10.79,2024-03-06 16:13:26.400,2024-09-25,20.18,ABMag,g - WFST,0.128,EmissionG,2dFGRS TGN290Z213,['2dFGRS TGN290Z213' '154.499' '-1.253' '0.128' 'inf' 'EmissionG' 'EmG'],,,,,,,Ji-an Jiang (USTC),Yes
2024wnz,02:59:38.340,-15:13:09.23,2024-09-21 23:36:57.600,2024-09-25,17.04,ABMag,G - Gaia,0.148,Galaxy,6dFGS gJ025938.4-151309,['6dFGS gJ025938.4-151309' '44.91' '-15.219' '0.148' 'inf' 'Galaxy' 'G'],,,,,,,S.T. Hodgkin,No
2024wds,10:01:57.890,+01:39:56.74,2024-03-01 14:15:21.600,2024-09-25,21.9,ABMag,r - WFST,0.161,Galaxy,COSMOS2015 253341,['COSMOS2015 253341' '150.491' '1.666' '0.161' 'inf' 'Galaxy' 'G'],Galaxy,COSMOS2015 252563,['COSMOS2015 252563' '150.49' '1.666' '3.785' 'inf' 'Galaxy' 'G'],Galaxy,COSMOS2015 253417,['COSMOS2015 253417' '150.491' '1.665' '5.055' 'inf' 'Galaxy' 'G'],Ji-an Jiang (USTC),No
2024wda,23:44:16.940,-07:33:19.93,2024-09-23 06:08:32.999,2024-09-25,19.2731,ABMag,g - ZTF,0.205,GtowardsCl,DES J234416.94-073320.1,"['DES J234416.94-073320.1' '356.071' '-7.556' '0.205' 'inf' 'GtowardsCl'
 'GiC']",,,,,,,Jesper Sollerman (SU),No
2024wmb,14:50:25.980,-00:10:42.92,2024-05-13 18:04:19.200,2024-09-25,21.74,ABMag,r - WFST,0.274,EmissionG,2dFGRS TGN349Z100,['2dFGRS TGN349Z100' '222.608' '-0.179' '0.274' 'inf' 'EmissionG' 'EmG'],,,,,,,Ji-an Jiang (USTC),Yes
2024wdb,00:38:14.082,-08:25:04.42,2024-09-24 01:35:28.000,2024-09-25,19.81,ABMag,BG-q - BlackGem,0.381,GtowardsCl,[SDG98] 1-190,['[SDG98] 1-190' '9.559' '-8.418' '0.381' 'inf' 'GtowardsCl' 'GiC'],,,,,,,S. Faris,No
2024wna,02:29:53.808,+00:22:23.99,2024-09-01 05:08:08.000,2024-09-25,18.66,ABMag,BG-i - BlackGem,0.503,Galaxy,SDSS J022953.79+002223.5,['SDSS J022953.79+002223.5' '37.474' '0.373' '0.503' 'inf' 'Galaxy' 'G'],,,,,,,H. Tranin,Yes
