TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024wxc,02:36:24.060,-29:36:19.58,2024-09-25 23:55:40.800,2024-10-01,18.96,ABMag,G - Gaia,0.065,QSO,[VV2006] J023624.1-293620,['[VV2006] J023624.1-293620' '39.1' '-29.605' '0.065' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,No
2024wxd,10:06:49.670,+51:34:06.71,2024-09-25 05:25:26.400,2024-10-01,18.66,ABMag,G - Gaia,0.083,QSO,[VV2006] J100649.6+513406,['[VV2006] J100649.6+513406' '151.707' '51.569' '0.083' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,No
2024wxb,15:29:42.870,+15:25:41.48,2024-09-25 02:25:26.400,2024-10-01,17.93,ABMag,G - Gaia,0.086,QSO,SDSS J152942.86+152541.4,['SDSS J152942.86+152541.4' '232.429' '15.428' '0.086' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,No
2024wxv,09:23:20.300,+42:48:40.75,2024-09-27 17:36:57.600,2024-10-01,18.59,ABMag,G - Gaia,0.094,QSO,SDSS J092320.30+424840.7,['SDSS J092320.30+424840.7' '140.835' '42.811' '0.094' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,No
2024wyh,00:50:22.502,+00:09:27.68,2024-08-27 10:08:06.996,2024-10-01,20.185,ABMag,g - ZTF,0.54,Seyfert1,2SLAQ J005022.53+000927.6,"['2SLAQ J005022.53+000927.6' '12.594' '0.158' '0.54' 'inf' 'Seyfert1'
 'Sy1']",Jesper Sollerman (SU),Yes
2024wxm,23:53:36.940,-46:44:20.65,2024-09-26 12:31:40.800,2024-10-01,18.99,ABMag,G - Gaia,1.411,Galaxy,LEDA  511297,['LEDA  511297' '358.404' '-46.739' '1.411' 'inf' 'Galaxy' 'G'],S.T. Hodgkin,No
2024wzn,02:04:22.618,+26:29:28.00,2024-09-13 05:51:57.000,2024-10-01,19.29,ABMag,BG-q - BlackGem,1.584,Galaxy,LEDA 1778250,['LEDA 1778250' '31.094' '26.491' '1.584' 'inf' 'Galaxy' 'G'],S. Faris,No
2024wye,23:05:17.265,-09:21:38.33,2024-09-29 09:17:20.256,2024-10-01,19.49,ABMag,g - ZTF,1.652,Seyfert2,LEDA  992032,['LEDA  992032' '346.322' '-9.361' '1.652' 'inf' 'Seyfert2' 'Sy2'],J. Nordin,Yes
2024wzc,03:53:53.062,-37:34:30.72,2024-09-16 16:08:43.872,2024-10-01,19.51,ABMag,L - GOTO,2.021,Galaxy,2MASX J03535314-3734286,['2MASX J03535314-3734286' '58.472' '-37.575' '2.021' 'inf' 'Galaxy' 'G'],D. O'Neill,No
2024wzi,01:57:14.555,-65:15:37.00,2024-09-30 12:46:54.048,2024-10-01,19.32,ABMag,L - GOTO,2.197,Galaxy,LEDA  314901,['LEDA  314901' '29.311' '-65.26' '2.197' 'inf' 'Galaxy' 'G'],A. Kumar,No
2024wxn,12:22:23.780,+45:03:33.66,2024-09-26 17:02:24.000,2024-10-01,18.58,ABMag,G - Gaia,3.738,LINER,UGC  7444,['UGC  7444' '185.599' '45.058' '3.738' '1.949' 'LINER' 'LIN'],S.T. Hodgkin,Yes
2024wyv,08:41:59.518,+00:55:44.37,2024-09-26 12:05:14.997,2024-10-01,17.906,ABMag,i - ZTF,4.798,Galaxy,Z   4-106,['Z   4-106' '130.499' '0.928' '4.798' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024wzf,21:11:55.495,-78:06:17.81,2024-09-30 13:04:40.224,2024-10-01,19.04,ABMag,L - GOTO,5.057,Galaxy,LEDA  233674,['LEDA  233674' '317.983' '-78.104' '5.057' 'inf' 'Galaxy' 'G'],D. O'Neill,No
2024wzb,03:40:54.067,-38:45:20.43,2024-09-30 13:14:19.104,2024-10-01,19.52,ABMag,L - GOTO,5.491,Galaxy,LEDA  111343,['LEDA  111343' '55.224' '-38.755' '5.491' 'inf' 'Galaxy' 'G'],D. O'Neill,No
2024wzg,02:57:24.177,-62:21:48.54,2024-09-30 12:59:53.376,2024-10-01,19.09,ABMag,L - GOTO,5.624,Galaxy,LEDA  345710,['LEDA  345710' '44.349' '-62.362' '5.624' 'inf' 'Galaxy' 'G'],A. Kumar,No
2024wzk,20:54:12.436,-38:41:34.92,2024-09-30 11:43:16.032,2024-10-01,19.95,ABMag,L - GOTO,6.923,Galaxy,LEDA  606220,['LEDA  606220' '313.554' '-38.694' '6.923' 'inf' 'Galaxy' 'G'],D. O'Neill,No
2024wxu,23:31:53.654,+28:59:32.02,2024-09-28 02:59:38.002,2024-10-01,20.2294,ABMag,r - ZTF,7.764,Galaxy,LEDA 1852415,['LEDA 1852415' '352.972' '28.994' '7.764' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
