TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024axz,11:51:11.782,-01:05:20.63,2024-01-20 15:10:26.400,2024-01-29,20.54,ABMag,w - P1,0.456,Galaxy,SDSS J115111.75-010521.0,['SDSS J115111.75-010521.0' '177.799' '-1.089' '0.456' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024azz,09:37:07.440,+22:51:23.22,2024-01-19 09:35:42.720,2024-01-29,19.98,ABMag,w - P1,0.637,Galaxy,Gaia DR3 644158683953457024,"['Gaia DR3 644158683953457024' '144.281' '22.856' '0.637' 'inf' 'Galaxy'
 'G']",,,,,,,K. C. Chambers,No
2024azk,09:12:23.050,+10:31:06.61,2024-01-20 09:21:55.872,2024-01-29,21.43,ABMag,w - P1,1.071,Galaxy,SDSSCGB 1921.4,['SDSSCGB 1921.4' '138.096' '10.518' '1.071' 'inf' 'Galaxy' 'G'],Galaxy,SDSSCGB 1921.5,['SDSSCGB 1921.5' '138.095' '10.519' '4.17' 'inf' 'Galaxy' 'G'],Compact_Gr_G,SDSSCGB 1921,['SDSSCGB 1921' '138.095' '10.517' '5.903' 'inf' 'Compact_Gr_G' 'CGG'],K. C. Chambers,No
2024bad,18:10:21.003,+38:48:26.90,2024-01-22 15:29:26.880,2024-01-29,18.891,ABMag,orange - ATLAS,1.208,Galaxy,LEDA 2137018,['LEDA 2137018' '272.587' '38.808' '1.208' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,No
2024axg,12:31:07.057,-04:17:53.10,2024-01-27 11:44:00.096,2024-01-29,17.815,ABMag,orange - ATLAS,1.24,Galaxy,2dFGRS TGN125Z080,['2dFGRS TGN125Z080' '187.779' '-4.298' '1.24' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,No
2024baz,04:57:54.956,-21:01:22.22,2024-01-19 07:26:24.000,2024-01-29,19.93,ABMag,w - P1,1.884,Galaxy,LEDA  833729,['LEDA  833729' '74.479' '-21.023' '1.884' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024bas,09:09:08.189,+11:29:06.10,2024-01-20 09:21:55.872,2024-01-29,21.12,ABMag,w - P1,2.38,Galaxy,SDSS J090908.12+112903.9,['SDSS J090908.12+112903.9' '137.284' '11.484' '2.38' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024bcg,08:32:04.882,+21:37:41.15,2024-01-28 10:59:05.280,2024-01-29,17.931,ABMag,orange - ATLAS,2.479,Galaxy,SDSS J083204.77+213743.0,['SDSS J083204.77+213743.0' '128.02' '21.629' '2.479' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,Yes
2024axl,09:18:19.621,+09:28:51.15,2024-01-20 09:22:52.032,2024-01-29,20.56,ABMag,w - P1,2.489,Galaxy,Gaia DR3 590752414895466624,['Gaia DR3 590752414895466624' '139.581' '9.48' '2.489' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,Yes
2024bbr,00:50:59.761,+00:49:58.57,2024-01-28 05:46:34.752,2024-01-29,20.8,ABMag,w - P1,2.976,Galaxy,SDSS J005059.67+004955.9,['SDSS J005059.67+004955.9' '12.749' '0.832' '2.976' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,Yes
2024axy,09:51:25.406,-00:22:08.32,2024-01-19 12:21:46.368,2024-01-29,21.43,ABMag,w - P1,3.708,Galaxy,2MASX J09512516-0022078,['2MASX J09512516-0022078' '147.855' '-0.369' '3.708' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,Yes
