TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter
2023wtd*,02:42:50.904,-08:08:20.89,2023-11-05 08:25:38.004,2023-11-06,19.902,ABMag,g - ZTF,0.16,Galaxy,2MASX J02425089-0808213,['2MASX J02425089-0808213' '40.712' '-8.139' '0.16' 'inf' 'Galaxy' 'G'],F. Forster
2023wrw,02:31:40.694,+02:48:35.89,2023-11-04 04:28:56.064,2023-11-06,18.58,ABMag,cyan - ATLAS,0.27,LowSurfBrghtG,2MASX J02314070+0248357,"['2MASX J02314070+0248357' '37.92' '2.81' '0.27' 'inf' 'LowSurfBrghtG'
 'LSB']",J. Tonry
2023wtm*,03:17:51.824,-00:06:17.92,2023-11-05 07:31:12.999,2023-11-06,18.673,ABMag,g - ZTF,0.294,Seyfert1,LEDA 1151831,['LEDA 1151831' '49.466' '-0.105' '0.294' 'inf' 'Seyfert1' 'Sy1'],F. Forster
2018mla,16:59:10.686,+58:29:15.86,2018-05-20 09:44:38.400,2023-11-06,18.94,ABMag,r - ZTF,1.093,Galaxy,LEDA 2579288,['LEDA 2579288' '254.794' '58.488' '1.093' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023wry,21:49:15.282,+01:23:16.35,2023-11-05 05:32:51.360,2023-11-06,19.45,ABMag,w - P1,1.749,Galaxy,SDSS J214915.36+012317.6,['SDSS J214915.36+012317.6' '327.314' '1.388' '1.749' 'inf' 'Galaxy' 'G'],K. C. Chambers
2023wrm,00:27:51.510,+03:29:21.19,2023-11-04 02:51:08.640,2023-11-06,17.821,ABMag,cyan - ATLAS,1.807,HIIG,MCG+00-02-035,['MCG+00-02-035' '6.965' '3.49' '1.807' '0.23' 'HIIG' 'H2G'],J. Tonry
2023wte*,00:33:57.089,-00:16:41.75,2023-11-05 05:11:21.002,2023-11-06,20.1218,ABMag,g - ZTF,1.94,Galaxy,Gaia DR3 2542824499857440256,['Gaia DR3 2542824499857440256' '8.488' '-0.278' '1.94' 'inf' 'Galaxy' 'G'],F. Forster
2023wrt,23:18:46.116,+17:55:40.00,2023-11-05 07:35:30.912,2023-11-06,18.852,ABMag,cyan - ATLAS,2.282,Galaxy,LAMOST J231845.95+175540.5,"['LAMOST J231845.95+175540.5' '349.691' '17.928' '2.282' 'inf' 'Galaxy'
 'G']",J. Tonry
2023wrr,17:22:16.884,+19:02:11.53,2023-11-05 04:48:50.976,2023-11-06,18.656,ABMag,cyan - ATLAS,2.796,Galaxy,LEDA 1578422,['LEDA 1578422' '260.57' '19.036' '2.796' 'inf' 'Galaxy' 'G'],J. Tonry
2023wsa*,01:20:00.363,-00:22:18.58,2023-11-05 07:39:40.608,2023-11-06,20.31,ABMag,w - P1,3.614,Seyfert2,SDSS J012000.17-002216.3,"['SDSS J012000.17-002216.3' '20.001' '-0.371' '3.614' 'inf' 'Seyfert2'
 'Sy2']",K. C. Chambers
2023wrb,05:07:44.231,-20:00:34.61,2023-11-03 12:16:24.960,2023-11-06,19.72,ABMag,w - P1,4.705,Galaxy,LEDA  847445,['LEDA  847445' '76.933' '-20.009' '4.705' 'inf' 'Galaxy' 'G'],K. C. Chambers
