TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024imf,21:41:51.511,-00:39:26.92,2024-05-07 03:36:32.832,2024-05-10,18.927,ABMag,cyan - ATLAS,0.414,Galaxy,SDSS J214151.53-003926.8,['SDSS J214151.53-003926.8' '325.465' '-0.657' '0.414' 'inf' 'Galaxy' 'G'],J. Tonry,Yes
2024img,23:11:27.121,-29:59:21.70,2024-05-06 03:43:37.920,2024-05-10,18.621,ABMag,cyan - ATLAS,0.804,Seyfert1,2dFGRS TGS346Z095,['2dFGRS TGS346Z095' '347.863' '-29.99' '0.804' 'inf' 'Seyfert1' 'Sy1'],J. Tonry,No
2024ils,13:32:53.344,-00:32:25.24,2024-05-08 06:27:52.997,2024-05-10,19.6334,ABMag,r - ZTF,0.963,Galaxy,2dFGRS TGN334Z211,['2dFGRS TGN334Z211' '203.222' '-0.54' '0.963' 'inf' 'Galaxy' 'G'],Nabeel Rehemtulla (CIERA,No
2024ikx,13:09:49.615,+11:24:40.04,2024-05-08 07:28:14.592,2024-05-10,20.22,ABMag,g - ZTF,1.098,Galaxy,SDSS J130949.68+112439.4,['SDSS J130949.68+112439.4' '197.457' '11.411' '1.098' 'inf' 'Galaxy' 'G'],J. Nordin,Yes
2024imh,10:21:24.439,+18:57:18.76,2024-05-08 07:15:24.768,2024-05-10,19.184,ABMag,orange - ATLAS,2.407,Galaxy,LEDA 1575731,['LEDA 1575731' '155.352' '18.955' '2.407' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024ilq,22:09:44.001,-20:42:05.00,2024-05-09 01:41:32.928,2024-05-10,18.659,ABMag,cyan - ATLAS,2.451,Galaxy,LEDA  838118,['LEDA  838118' '332.433' '-20.701' '2.451' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024ilc,05:50:38.248,-23:34:28.39,2024-05-05 17:57:27.072,2024-05-10,18.531,ABMag,cyan - ATLAS,2.479,Galaxy,LEDA  799429,['LEDA  799429' '87.659' '-23.574' '2.479' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024ikz,21:45:43.688,-44:09:10.99,2024-04-27 18:03:10.944,2024-05-10,18.33,ABMag,L - GOTO,2.611,EmissionG,LEDA  540310,['LEDA  540310' '326.432' '-44.154' '2.611' 'inf' 'EmissionG' 'EmG'],D. O'Neill,No
2024ila,15:36:51.851,+06:29:57.77,2024-05-06 12:13:54.624,2024-05-10,18.991,ABMag,orange - ATLAS,3.03,Galaxy,SDSS J153652.04+062958.5,['SDSS J153652.04+062958.5' '234.217' '6.5' '3.03' 'inf' 'Galaxy' 'G'],J. Tonry,Yes
2024imb,12:04:40.567,+58:43:34.33,2024-05-09 08:34:08.256,2024-05-10,18.527,ABMag,orange - ATLAS,6.272,Galaxy,2MASX J12044105+5843237,['2MASX J12044105+5843237' '181.171' '58.725' '6.272' 'inf' 'Galaxy' 'G'],J. Tonry,Yes
2024ilx,10:08:43.455,-19:52:40.41,2024-05-08 07:15:23.040,2024-05-10,20.27,ABMag,g - P1,6.69,Galaxy,LEDA  849274,['LEDA  849274' '152.182' '-19.879' '6.69' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz),No
