TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024lst,13:43:26.058,-11:22:23.68,2024-06-19 05:32:07.996,2024-06-20,17.5285,ABMag,g - ZTF,0.024,EmissionG,LEDA  966571,['LEDA  966571' '205.859' '-11.373' '0.024' 'inf' 'EmissionG' 'EmG'],,,,,,,A. Munoz-Arancibia,No
2023adws,22:07:55.620,-28:24:06.04,2023-09-24 01:59:07.458,2024-06-20,18.6048,ABMag,i - Sloan,0.084,Seyfert1,LEDA 3096660,['LEDA 3096660' '331.982' '-28.402' '0.084' 'inf' 'Seyfert1' 'Sy1'],,,,,,,Tomás Cabrera (CMU),No
2024ltk,22:58:39.084,+00:10:27.43,2024-06-15 10:09:16.998,2024-06-20,20.3528,ABMag,g - ZTF,0.361,Galaxy,SDSSCGB 4795.3,['SDSSCGB 4795.3' '344.663' '0.174' '0.361' 'inf' 'Galaxy' 'G'],Galaxy,SDSS J225839.64+001029.1,['SDSS J225839.64+001029.1' '344.665' '0.175' '8.628' 'inf' 'Galaxy' 'G'],Compact_Gr_G,SDSSCGB 4795,['SDSSCGB 4795' '344.665' '0.174' '9.25' 'inf' 'Compact_Gr_G' 'CGG'],A. Munoz-Arancibia,Yes
2024lti,02:41:16.770,+45:34:46.27,2024-06-15 11:24:23.000,2024-06-20,19.7646,ABMag,r - ZTF,0.532,Galaxy,Gaia DR3 341038961858944256,['Gaia DR3 341038961858944256' '40.32' '45.58' '0.532' 'inf' 'Galaxy' 'G'],,,,,,,A. Munoz-Arancibia,No
2024ltg,12:36:56.494,-10:38:46.62,2024-06-18 04:31:00.998,2024-06-20,18.5864,ABMag,g - ZTF,0.579,Galaxy,Gaia DR3 3578360042841717888,"['Gaia DR3 3578360042841717888' '189.235' '-10.646' '0.579' 'inf' 'Galaxy'
 'G']",,,,,,,A. Munoz-Arancibia,No
2024lts,23:28:06.015,+14:46:25.30,2024-06-18 10:40:17.000,2024-06-20,19.0015,ABMag,g - ZTF,0.673,Seyfert2,2MASX J23280599+1446255,"['2MASX J23280599+1446255' '352.025' '14.774' '0.673' 'inf' 'Seyfert2'
 'Sy2']",,,,,,,A. Munoz-Arancibia,Yes
2024lsh,12:34:19.376,+53:12:30.84,2024-06-19 05:22:24.000,2024-06-20,19.562,ABMag,g - ZTF,1.125,Galaxy,LEDA 2434607,['LEDA 2434607' '188.581' '53.209' '1.125' 'inf' 'Galaxy' 'G'],,,,,,,I. Pérez-Fournon,Yes
2024lua,21:45:02.560,-08:21:40.07,2024-06-19 09:07:25.000,2024-06-20,19.378,ABMag,r - ZTF,1.235,Galaxy,SDSS J214502.48-082140.0,['SDSS J214502.48-082140.0' '326.26' '-8.361' '1.235' 'inf' 'Galaxy' 'G'],,,,,,,I. Pérez-Fournon,Yes
2023advu,10:53:12.683,+42:32:37.88,2023-12-17 13:59:04.416,2024-06-20,21.05,ABMag,g - P1,1.387,Galaxy,SDSS J105312.76+423236.8,['SDSS J105312.76+423236.8' '163.303' '42.544' '1.387' 'inf' 'Galaxy' 'G'],,,,,,,D. O. Jones (UC Santa Cruz),Yes
2024lrs,12:39:57.810,+36:09:18.48,2024-06-16 04:53:15.999,2024-06-20,19.9899,ABMag,g - ZTF,2.036,Galaxy,NGP9 F268-0740026,['NGP9 F268-0740026' '189.99' '36.156' '2.036' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),No
