TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024usp,02:40:23.036,-01:01:57.03,2024-09-04 14:15:55.296,2024-09-06,20.44,ABMag,i - P1,0.508,Galaxy,2SLAQ J024023.05-010156.6,['2SLAQ J024023.05-010156.6' '40.096' '-1.032' '0.508' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz),No
2024uqb,15:40:06.873,+24:30:44.70,2024-09-05 03:56:59.000,2024-09-06,19.925,ABMag,g - ZTF,0.513,PartofG,[BKD2008] WR 499,['[BKD2008] WR 499' '235.029' '24.512' '0.513' 'inf' 'PartofG' 'PoG'],I. Pérez-Fournon,Yes
2024uqh,18:43:19.946,+20:28:20.55,2024-08-28 22:00:09.792,2024-09-06,19.48,ABMag,L - GOTO,0.62,Galaxy,2MASX J18431998+2028203,['2MASX J18431998+2028203' '280.833' '20.472' '0.62' 'inf' 'Galaxy' 'G'],A. Kumar,No
2024utm,02:28:46.620,-25:20:56.54,2024-09-05 13:15:24.768,2024-09-06,20.15,ABMag,g - P1,0.854,Galaxy,2dFGRS TGS103Z185,['2dFGRS TGS103Z185' '37.194' '-25.349' '0.854' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz),No
2024urr,20:54:37.362,-35:38:06.19,2024-08-12 08:17:57.984,2024-09-06,19.62,ABMag,w - P1,1.108,Galaxy,LEDA  646434,['LEDA  646434' '313.655' '-35.635' '1.108' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024usy,23:47:57.740,-28:24:37.71,2024-09-01 04:43:54.624,2024-09-06,19.13,ABMag,orange - ATLAS,1.736,Galaxy,2dFGRS TGS273Z062,['2dFGRS TGS273Z062' '356.99' '-28.411' '1.736' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024usx,21:49:45.521,-29:02:35.65,2024-09-05 04:08:04.992,2024-09-06,18.821,ABMag,orange - ATLAS,2.077,Galaxy,LEDA  734165,['LEDA  734165' '327.44' '-29.043' '2.077' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024uqa,07:22:04.534,+80:38:09.90,2024-09-01 10:21:45.999,2024-09-06,19.4439,ABMag,r - ZTF,2.198,Galaxy,LEDA 2783533,['LEDA 2783533' '110.52' '80.637' '2.198' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024uqw,21:49:37.583,-34:22:57.31,2024-07-29 10:53:07.584,2024-09-06,20.23,ABMag,w - P1,2.88,Galaxy,LEDA  663096,['LEDA  663096' '327.406' '-34.383' '2.88' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024uri,22:29:56.019,-30:32:39.22,2024-08-27 10:14:18.240,2024-09-06,21.2,ABMag,w - P1,3.348,Galaxy,LEDA  715975,['LEDA  715975' '337.482' '-30.544' '3.348' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
