TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024mm,10:45:49.580,+22:16:43.43,2024-01-03 20:03:50.400,2024-01-07,18.69,ABMag,G - Gaia,0.025,QSO,SDSS J104549.57+221643.4,['SDSS J104549.57+221643.4' '161.457' '22.279' '0.025' 'inf' 'QSO' 'QSO'],,,,S.T. Hodgkin,Yes
2024mv,12:02:57.070,+38:51:47.63,2024-01-03 19:39:21.600,2024-01-07,18.02,ABMag,G - Gaia,0.069,BLLac,2MASS J12025706+3851476,['2MASS J12025706+3851476' '180.738' '38.863' '0.069' 'inf' 'BLLac' 'BLL'],,,,S.T. Hodgkin,Yes
2024lp,23:49:01.105,-26:04:51.07,2024-01-01 01:46:57.792,2024-01-07,18.849,ABMag,orange - ATLAS,0.097,Galaxy,2dFGRS TGS132Z326,['2dFGRS TGS132Z326' '357.255' '-26.081' '0.097' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024mt,19:12:25.120,+37:40:36.55,2024-01-03 19:59:31.200,2024-01-07,18.96,ABMag,G - Gaia,0.103,QSO,[VV98] J191225.1+374037,['[VV98] J191225.1+374037' '288.105' '37.677' '0.103' 'inf' 'QSO' 'QSO'],,,,S.T. Hodgkin,No
2024nx,14:50:12.459,+17:09:22.36,2024-01-02 12:38:52.800,2024-01-07,19.29,ABMag,r - ZTF,0.121,Seyfert1,SDSS J145012.45+170922.3,"['SDSS J145012.45+170922.3' '222.552' '17.156' '0.121' 'inf' 'Seyfert1'
 'Sy1']",,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024mr,00:24:32.050,-40:07:30.14,2024-01-04 04:29:16.800,2024-01-07,17.55,ABMag,G - Gaia,0.166,BrightestCG,2dFGRS TGS893Z278,['2dFGRS TGS893Z278' '6.134' '-40.125' '0.166' 'inf' 'BrightestCG' 'BiC'],ClG,ACO  2771,['ACO  2771' '6.133' '-40.125' '0.65' 'inf' 'ClG' 'ClG'],S.T. Hodgkin,No
2024mq,10:18:37.740,+12:10:45.05,2024-01-04 08:16:47.000,2024-01-07,17.11,ABMag,G - Gaia,0.179,Galaxy,2MASX J10183772+1210453,['2MASX J10183772+1210453' '154.657' '12.179' '0.179' 'inf' 'Galaxy' 'G'],,,,S.T. Hodgkin,Yes
2019aaub,11:38:42.858,-03:14:03.23,2019-01-04 12:36:00.000,2024-01-07,20.12,ABMag,r - ZTF,0.203,Seyfert1,2MASS J11384284-0314028,"['2MASS J11384284-0314028' '174.679' '-3.234' '0.203' 'inf' 'Seyfert1'
 'Sy1']",,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024op,16:26:41.671,+39:57:26.79,2024-01-02 12:36:00.000,2024-01-07,19.51,ABMag,r - ZTF,0.221,Galaxy,SDSS J162641.67+395727.1,['SDSS J162641.67+395727.1' '246.674' '39.958' '0.221' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024kg,03:28:18.923,-65:48:05.26,2024-01-04 20:38:17.088,2024-01-07,19.033,ABMag,cyan - ATLAS,0.296,Galaxy,LEDA  310068,['LEDA  310068' '52.079' '-65.801' '0.296' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
