TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024gfi,10:50:41.350,+34:56:31.42,2024-04-04 10:13:26.400,2024-04-11,18.29,ABMag,G - Gaia,0.061,QSO,QSO J1050+3456,['QSO J1050+3456' '162.672' '34.942' '0.061' 'inf' 'QSO' 'QSO'],,,,,,,S.T. Hodgkin,Yes
2024gfq,11:11:17.870,+36:22:34.18,2024-04-05 16:19:12.000,2024-04-11,18.76,ABMag,G - Gaia,0.086,QSO,SDSS J111117.87+362234.0,['SDSS J111117.87+362234.0' '167.824' '36.376' '0.086' 'inf' 'QSO' 'QSO'],,,,,,,S.T. Hodgkin,Yes
2024gfk,11:12:06.950,+35:27:41.33,2024-04-05 22:17:45.600,2024-04-11,16.9,ABMag,G - Gaia,0.108,QSO,QSO B1109+357,['QSO B1109+357' '168.029' '35.461' '0.108' 'inf' 'QSO' 'QSO'],,,,,,,S.T. Hodgkin,Yes
2024gff,16:38:00.479,+39:44:46.58,2024-04-04 09:40:24.997,2024-04-11,20.8243,ABMag,g - ZTF,0.368,Galaxy,SDSS J163800.45+394446.8,['SDSS J163800.45+394446.8' '249.502' '39.746' '0.368' 'inf' 'Galaxy' 'G'],,,,,,,A. Munoz-Arancibia,Yes
2024gev,14:28:55.805,+51:01:25.96,2024-04-09 10:59:17.376,2024-04-11,19.352,ABMag,orange - ATLAS,1.665,Galaxy,LEDA 2386997,['LEDA 2386997' '217.232' '51.024' '1.665' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,Yes
2024gfa,10:42:47.400,+27:39:43.16,2024-04-10 07:55:12.000,2024-04-11,17.1,ABMag,g - Sloan,1.889,Galaxy,2MASX J10424735+2739415,['2MASX J10424735+2739415' '160.697' '27.662' '1.889' 'inf' 'Galaxy' 'G'],,,,,,,K. Z. Stanek,Yes
2024gec,16:16:36.185,+22:40:37.88,2024-04-08 11:44:20.996,2024-04-11,20.6743,ABMag,g - ZTF,2.08,Galaxy,SDSS J161636.33+224038.2,['SDSS J161636.33+224038.2' '244.151' '22.677' '2.08' 'inf' 'Galaxy' 'G'],,,,,,,A. Munoz-Arancibia,Yes
2024gea,15:46:32.773,+17:12:21.44,2024-04-09 10:16:26.000,2024-04-11,20.8866,ABMag,r - ZTF,2.343,Galaxy,SDSS J154632.89+171223.0,['SDSS J154632.89+171223.0' '236.637' '17.206' '2.343' 'inf' 'Galaxy' 'G'],,,,,,,A. Munoz-Arancibia,Yes
2024geo,11:56:56.052,+27:20:20.34,2024-04-09 03:42:50.996,2024-04-11,20.2902,ABMag,r - ZTF,3.453,Galaxy,Gaia DR3 4007301763883344128,"['Gaia DR3 4007301763883344128' '179.233' '27.339' '3.453' 'inf' 'Galaxy'
 'G']",,,,,,,A. Munoz-Arancibia,Yes
2024geh,10:52:17.415,-05:19:06.48,2024-04-09 03:59:42.999,2024-04-11,20.5622,ABMag,r - ZTF,3.536,Galaxy,2dFGRS TGN104Z016,['2dFGRS TGN104Z016' '163.072' '-5.318' '3.536' 'inf' 'Galaxy' 'G'],,,,,,,A. Munoz-Arancibia,No
2024gdp,10:28:41.803,-03:01:32.57,2024-04-08 05:38:59.001,2024-04-11,20.7824,ABMag,r - ZTF,3.562,Galaxy,2dFGRS TGN222Z017,['2dFGRS TGN222Z017' '157.174' '-3.025' '3.562' 'inf' 'Galaxy' 'G'],,,,,,,A. Munoz-Arancibia,No
2024gdx,16:42:04.425,+43:58:11.60,2024-04-09 10:37:29.004,2024-04-11,21.1854,ABMag,r - ZTF,4.627,Seyfert2,[VV2006c] J164204.0+435811,"['[VV2006c] J164204.0+435811' '250.517' '43.97' '4.627' 'inf' 'Seyfert2'
 'Sy2']",GtowardsCl,DES J164204.41+435806.1,"['DES J164204.41+435806.1' '250.518' '43.968' '5.493' 'inf' 'GtowardsCl'
 'GiC']",ClG,[RRB2014] RM J164205.0+435811.7,"['[RRB2014] RM J164205.0+435811.7' '250.521' '43.97' '6.236' 'inf' 'ClG'
 'ClG']",A. Munoz-Arancibia,Yes
2024gej,11:59:51.860,+28:26:04.68,2024-04-09 03:42:50.996,2024-04-11,20.4962,ABMag,r - ZTF,8.602,GtowardsCl,DES J115951.22+282606.5,"['DES J115951.22+282606.5' '179.963' '28.435' '8.602' 'inf' 'GtowardsCl'
 'GiC']",,,,,,,A. Munoz-Arancibia,No
