TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter
2023uxm,03:41:20.848,-14:35:23.72,2023-10-13 11:37:08.832,15-Oct-2023,19.77,ABMag,g - P1,0.744,Galaxy,6dFGS gJ034120.9-143524,['6dFGS gJ034120.9-143524' '55.337' '-14.59' '0.744' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz)
2021ahzr,03:32:10.765,+26:58:52.24,2021-08-14 10:43:57.216,15-Oct-2023,20.5284,ABMag,g - ZTF,1.958,Galaxy,LEDA 1794304,['LEDA 1794304' '53.045' '26.981' '1.958' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
2023uwp,21:48:25.584,-18:38:02.98,2023-10-14 04:02:58.004,15-Oct-2023,19.9322,ABMag,g - ZTF,2.033,Galaxy,LEDA  865692,['LEDA  865692' '327.107' '-18.635' '2.033' 'inf' 'Galaxy' 'G'],F. Forster
2023uxs,23:51:56.589,-39:20:29.99,2023-10-13 21:46:58.368,15-Oct-2023,18.495,ABMag,orange - ATLAS,2.191,Galaxy,LCRS B234920.4-393709,['LCRS B234920.4-393709' '357.985' '-39.341' '2.191' 'inf' 'Galaxy' 'G'],J. Tonry
2023uxj*,03:26:19.430,-01:15:04.91,2023-10-14 11:49:57.792,15-Oct-2023,20.39,ABMag,g - P1,3.645,Galaxy,SDSS J032619.18-011504.9,['SDSS J032619.18-011504.9' '51.58' '-1.251' '3.645' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz)
2021aiak*,09:04:16.834,+39:24:13.17,2021-10-09 10:52:50.304,15-Oct-2023,19.768,ABMag,r - ZTF,4.131,Galaxy,2MASX J09041699+3924167,['2MASX J09041699+3924167' '136.071' '39.405' '4.131' 'inf' 'Galaxy' 'G'],Patrick Aleo (UIUC)
