TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024rsz,22:22:30.988,+35:57:44.41,2024-08-09 08:19:28.004,2024-08-11,20.301,ABMag,g - ZTF,0.537,Galaxy,Gaia DR3 1905982176730683264,"['Gaia DR3 1905982176730683264' '335.629' '35.962' '0.537' 'inf' 'Galaxy'
 'G']",,,,Jesper Sollerman (SU),No
2024rts,03:22:20.852,-00:12:59.20,2024-07-30 10:36:54.996,2024-08-11,19.0308,ABMag,i - ZTF,0.547,Galaxy,SDSS J032220.88-001259.5,['SDSS J032220.88-001259.5' '50.587' '-0.217' '0.547' 'inf' 'Galaxy' 'G'],,,,Eli Gendreau-Distler (UC Berkeley),Yes
2024rwi,14:07:16.913,+25:56:42.63,2024-08-10 05:17:17.998,2024-08-11,19.5477,ABMag,g - ZTF,1.079,Galaxy,SDSS J140716.84+255642.1,['SDSS J140716.84+255642.1' '211.82' '25.945' '1.079' 'inf' 'Galaxy' 'G'],,,,F. Forster,Yes
2024rtm,04:32:59.907,+27:21:13.28,2024-08-10 10:40:43.999,2024-08-11,20.9125,ABMag,g - ZTF,1.246,Galaxy,LEDA   89986,['LEDA   89986' '68.249' '27.354' '1.246' 'inf' 'Galaxy' 'G'],,,,Nabeel Rehemtulla (CIERA,No
2024rsp,15:50:51.544,+19:40:16.08,2024-08-10 04:33:13.000,2024-08-11,20.0307,ABMag,r - ZTF,1.592,Galaxy,SDSS J155051.46+194017.0,['SDSS J155051.46+194017.0' '237.714' '19.671' '1.592' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),Yes
2024rwf,14:23:45.844,+24:29:00.98,2024-08-10 05:14:57.002,2024-08-11,18.3707,ABMag,g - ZTF,1.613,Galaxy,2MASX J14234576+2429004,['2MASX J14234576+2429004' '215.941' '24.483' '1.613' 'inf' 'Galaxy' 'G'],,,,F. Forster,Yes
2024rvo,21:16:55.372,+10:17:46.60,2024-08-10 06:54:50.000,2024-08-11,20.4712,ABMag,g - ZTF,1.896,Galaxy,2MASX J21165523+1017453,['2MASX J21165523+1017453' '319.23' '10.296' '1.896' 'inf' 'Galaxy' 'G'],,,,F. Forster,Yes
2024rtw,00:46:01.152,+01:41:52.97,2024-08-05 11:55:45.120,2024-08-11,20.54,ABMag,w - P1,2.219,Galaxy,LEDA 1203032,['LEDA 1203032' '11.505' '1.698' '2.219' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024rwe,15:05:31.075,+05:23:06.74,2024-08-10 04:00:04.997,2024-08-11,20.4403,ABMag,r - ZTF,2.303,Galaxy,2MASX J15053116+0523106,['2MASX J15053116+0523106' '226.38' '5.386' '2.303' 'inf' 'Galaxy' 'G'],Galaxy,SDSS J150531.15+052310.5,['SDSS J150531.15+052310.5' '226.38' '5.386' '3.98' 'inf' 'Galaxy' 'G'],F. Forster,Yes
2024rtq,01:12:44.962,+00:39:37.13,2024-08-05 12:57:35.136,2024-08-11,19.7,ABMag,w - P1,3.115,EmissionG,2MASX J01124478+0039349,['2MASX J01124478+0039349' '18.187' '0.66' '3.115' 'inf' 'EmissionG' 'EmG'],,,,K. C. Chambers,Yes
