TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024fft,13:54:23.102,+66:45:25.65,2024-03-19 09:50:24.000,2024-03-31,18.79,ABMag,g - ZTF,0.078,QSO,8C 1353+670,['8C 1353+670' '208.596' '66.757' '0.078' 'inf' 'QSO' 'QSO'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024fei,11:04:06.710,+14:49:42.80,2024-03-30 07:18:28.000,2024-03-31,17.2,Other,Clear - ,0.344,Seyfert2,2MASX J11040668+1449433,"['2MASX J11040668+1449433' '166.028' '14.829' '0.344' 'inf' 'Seyfert2'
 'Sy2']",,,,Balaji Kumar,Yes
2024few,13:35:07.203,+13:12:33.89,2024-03-14 08:57:07.200,2024-03-31,18.78,ABMag,g - ZTF,0.678,Galaxy,LEDA 1425444,['LEDA 1425444' '203.78' '13.209' '0.678' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024fdo,17:57:51.109,+50:19:19.22,2024-03-29 11:26:51.996,2024-03-31,18.604,ABMag,r - ZTF,1.223,Galaxy,LEDA 2369573,['LEDA 2369573' '269.463' '50.322' '1.223' 'inf' 'Galaxy' 'G'],,,,F. Forster,No
2024fey,13:12:18.977,+43:21:10.51,2024-03-27 08:16:47.000,2024-03-31,19.28,ABMag,g - ZTF,1.513,EmissionG,2MASX J13121902+4321090,"['2MASX J13121902+4321090' '198.079' '43.353' '1.513' 'inf' 'EmissionG'
 'EmG']",,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024fev,08:37:00.341,+19:33:50.72,2024-03-22 04:27:50.400,2024-03-31,19.55,ABMag,g - ZTF,1.823,Seyfert1,2MASX J08370028+1933494,"['2MASX J08370028+1933494' '129.251' '19.564' '1.823' 'inf' 'Seyfert1'
 'Sy1']",,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024ffb,13:24:11.273,+32:08:36.37,2024-03-30 12:01:17.760,2024-03-31,20.49,ABMag,r - P1,2.36,Galaxy,[SMB88] 2731,['[SMB88] 2731' '201.046' '32.143' '2.36' 'inf' 'Galaxy' 'G'],,,,D. O. Jones (UC Santa Cruz),No
2024feu,10:49:34.725,+25:50:41.26,2024-03-11 06:24:28.800,2024-03-31,20.31,ABMag,g - ZTF,2.821,Galaxy,LEDA 1752071,['LEDA 1752071' '162.396' '25.845' '2.821' 'inf' 'Galaxy' 'G'],Galaxy,SDSSCGB 35027.4,['SDSSCGB 35027.4' '162.398' '25.845' '9.547' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024fej,13:00:13.090,+28:05:27.36,2024-03-30 12:03:40.320,2024-03-31,19.9,ABMag,r - P1,3.161,GtowardsCl,[APD2000] J130013.2+280523,"['[APD2000] J130013.2+280523' '195.055' '28.09' '3.161' 'inf' 'GtowardsCl'
 'GiC']",Galaxy,[CG99] SA1656-70,['[CG99] SA1656-70' '195.054' '28.089' '7.456' 'inf' 'Galaxy' 'G'],D. O. Jones (UC Santa Cruz),No
2024ffi,03:30:03.260,+15:37:50.28,2024-03-19 04:23:31.200,2024-03-31,19.37,ABMag,r - ZTF,4.212,Galaxy,Gaia DR3 42583093208432640,['Gaia DR3 42583093208432640' '52.515' '15.63' '4.212' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024ffo,17:35:20.658,+83:59:26.14,2024-03-14 09:53:16.800,2024-03-31,19.17,ABMag,r - ZTF,5.156,Galaxy,2MASX J17351716+8359263,['2MASX J17351716+8359263' '263.823' '83.991' '5.156' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024feb,07:47:10.180,+37:21:34.84,2024-03-28 06:46:04.800,2024-03-31,19.41,ABMag,r - ZTF,7.132,Galaxy,2MASX J07470963+3721296,['2MASX J07470963+3721296' '116.79' '37.359' '7.132' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024feg,11:43:59.245,-24:22:29.46,2024-03-29 13:11:56.544,2024-03-31,20.05,ABMag,L - GOTO,7.602,Galaxy,LEDA  790621,['LEDA  790621' '175.999' '-24.375' '7.602' 'inf' 'Galaxy' 'G'],,,,K. Ulaczyk,No
2024fdq,10:02:00.572,-08:09:45.77,2024-03-29 08:46:50.002,2024-03-31,18.7143,ABMag,r - ZTF,8.484,Seyfert1,NAME Sextans Ring,['NAME Sextans Ring' '150.5' '-8.162' '8.484' 'inf' 'Seyfert1' 'Sy1'],,,,F. Forster,No
2024feh,11:00:38.331,-21:40:54.34,2024-03-26 11:53:33.792,2024-03-31,19.87,ABMag,L - GOTO,8.778,Galaxy,LEDA  825104,['LEDA  825104' '165.162' '-21.683' '8.778' 'inf' 'Galaxy' 'G'],,,,K. Ulaczyk,No
2024fea,08:16:11.519,-23:35:32.36,2024-03-29 02:33:29.376,2024-03-31,18.742,ABMag,orange - ATLAS,9.426,Galaxy,LEDA   80723,['LEDA   80723' '124.048' '-23.59' '9.426' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
