TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024emr,21:21:27.184,-72:48:30.12,2024-03-15 09:09:12.096,2024-03-17,17.561,ABMag,orange - ATLAS,3.082,EmissionG,6dFGS gJ212127.4-724827,"['6dFGS gJ212127.4-724827' '320.364' '-72.808' '3.082' 'inf' 'EmissionG'
 'EmG']",,,,,,,J. Tonry,No
2024ekj,11:21:50.371,+06:34:40.04,2024-03-08 02:05:22.848,2024-03-17,19.079,ABMag,cyan - ATLAS,3.243,Galaxy,2MASX J11215023+0634382,['2MASX J11215023+0634382' '170.459' '6.577' '3.243' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,Yes
2024eif,12:18:23.633,+28:58:25.59,2024-03-15 09:54:59.616,2024-03-17,18.953,ABMag,orange - ATLAS,3.332,StarburstG,SDSS J121823.45+285828.5,"['SDSS J121823.45+285828.5' '184.598' '28.975' '3.332' 'inf' 'StarburstG'
 'SBG']",GroupG,[DCA2018] 315025,['[DCA2018] 315025' '184.597' '28.972' '7.052' 'inf' 'GroupG' 'GrG'],,,,J. Tonry,Yes
2024eli,09:24:33.072,+14:44:25.36,2024-03-11 20:47:28.320,2024-03-17,19.121,ABMag,cyan - ATLAS,3.946,Galaxy,SDSS J092432.85+144423.0,['SDSS J092432.85+144423.0' '141.137' '14.74' '3.946' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,Yes
2024ekq,14:33:13.129,-36:10:09.11,2024-03-09 07:12:32.832,2024-03-17,19.08,ABMag,orange - ATLAS,3.984,Galaxy,LEDA  639963,['LEDA  639963' '218.305' '-36.17' '3.984' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,No
2024eil,08:34:50.421,-59:59:21.66,2024-03-16 02:02:56.000,2024-03-17,19.16,ABMag,BG-q - BlackGem,4.343,Galaxy,LEDA  366999,['LEDA  366999' '128.71' '-59.991' '4.343' 'inf' 'Galaxy' 'G'],,,,,,,H. Tranin,No
2024ejk,12:01:11.902,+14:41:32.58,2024-03-11 22:20:21.120,2024-03-17,19.313,ABMag,cyan - ATLAS,4.747,Galaxy,Gaia DR3 3921895372834180864,"['Gaia DR3 3921895372834180864' '180.299' '14.691' '4.747' 'inf' 'Galaxy'
 'G']",,,,,,,J. Tonry,Yes
2024eih,13:37:08.727,-17:12:06.43,2024-03-10 00:13:32.160,2024-03-17,19.454,ABMag,cyan - ATLAS,4.981,EmissionG,LEDA  887156,['LEDA  887156' '204.285' '-17.201' '4.981' 'inf' 'EmissionG' 'EmG'],,,,,,,J. Tonry,No
2024eik,19:34:35.068,-71:19:30.95,2024-03-16 09:19:21.000,2024-03-17,18.74,ABMag,BG-q - BlackGem,5.532,Seyfert1,6dFGS gJ193436.2-711933,"['6dFGS gJ193436.2-711933' '293.651' '-71.326' '5.532' 'inf' 'Seyfert1'
 'Sy1']",,,,,,,H. Tranin,No
2024ejp,05:58:56.217,-53:33:52.09,2024-03-15 01:13:15.168,2024-03-17,17.923,ABMag,orange - ATLAS,5.912,InteractingG,ESO 160-8,['ESO 160-8' '89.734' '-53.566' '5.912' 'inf' 'InteractingG' 'IG'],EmissionG,LEDA   18177,['LEDA   18177' '89.731' '-53.563' '9.112' '5.939' 'EmissionG' 'EmG'],,,,J. Tonry,No
2024elu,14:34:36.966,+30:16:48.03,2024-03-13 11:48:07.200,2024-03-17,18.438,ABMag,orange - ATLAS,6.009,Galaxy,IC 4460,['IC 4460' '218.652' '30.279' '6.009' '3.793' 'Galaxy' 'G'],,,,,,,J. Tonry,Yes
2024ekk,12:06:45.094,+29:28:11.90,2024-03-15 09:32:09.312,2024-03-17,19.233,ABMag,orange - ATLAS,6.809,Galaxy,2MASX J12064563+2928124,['2MASX J12064563+2928124' '181.69' '29.47' '6.809' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,No
2024emo,07:18:02.963,+46:33:14.89,2024-03-14 08:17:17.376,2024-03-17,19.061,ABMag,orange - ATLAS,6.901,Galaxy,LEDA 2283155,['LEDA 2283155' '109.512' '46.552' '6.901' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,No
2024ejd,12:47:12.486,+25:49:14.65,2024-03-15 23:08:11.328,2024-03-17,19.75,ABMag,L - GOTO,8.066,Galaxy,NGP9 F378-0044160,['NGP9 F378-0044160' '191.803' '25.819' '8.066' 'inf' 'Galaxy' 'G'],,,,,,,K. Ulaczyk,Yes
